full_name,party,elec_year,cand_id,occupation_number,occupation,original_matched_kldb_title,matched_kldb_code,isco08_code_1,isco08_code_2,isco08_code_3,isco08_code_4,isco08_code_5,list_state,list_rank,elec_district,direct_cand,list_cand,is_legislator,is_only_legislator,is_duplicated_cand
"Tauscher, Dr. Ludwig",cdu_csu,2005,"Tauscher, Dr. Ludwig_cdu_csu_2005_1",occ_1,diplom agraringenieur,diplomingenieurpädagog e berufsschull für pflanzenp,84213,2320,NA,NA,NA,NA,RP,15,208,1,1,FALSE,FALSE,FALSE
"Tauscher, Dr. Ludwig",cdu_csu,2005,"Tauscher, Dr. Ludwig_cdu_csu_2005_1",occ_2,weinbauamtsleiter,NA,NA,NA,NA,NA,NA,NA,RP,15,208,1,1,FALSE,FALSE,FALSE
"Tausend, Claudia Rosina",spd,2005,"Tausend, Claudia Rosina_spd_2005_1",occ_1,diplom geographin,NA,NA,NA,NA,NA,NA,NA,BY,30,220,1,1,FALSE,FALSE,FALSE
"Tebje, Ingo",left,2005,"Tebje, Ingo_left_2005_1",occ_1,haushandwerker,haushandwerker,34102,5153,NA,NA,NA,NA,HB,8,NA,0,1,FALSE,FALSE,FALSE
"Teiser, Michael",cdu_csu,2005,"Teiser, Michael_cdu_csu_2005_1",occ_1,diplom verwaltungswirt,NA,NA,NA,NA,NA,NA,NA,HB,3,NA,0,1,FALSE,FALSE,FALSE
"Tempel, Frank",left,2005,"Tempel, Frank_left_2005_1",occ_1,polizeibeamter,NA,NA,NA,NA,NA,NA,NA,TH,6,196,1,1,FALSE,FALSE,FALSE
"Tenbergen, Dr. Rasmus",cdu_csu,2005,"Tenbergen, Dr. Rasmus_cdu_csu_2005_1",occ_1,diplom politologe,NA,NA,NA,NA,NA,NA,NA,NW,70,NA,0,1,FALSE,FALSE,FALSE
"Terpe, Dr. Harald Frank",greens,2005,"Terpe, Dr. Harald Frank_greens_2005_1",occ_1,arzt,arzt ärztin,81404,2211,NA,NA,NA,NA,MV,1,14,1,1,FALSE,FALSE,FALSE
"Terwiesche, Dr. Michael",fdp,2005,"Terwiesche, Dr. Michael_fdp_2005_1",occ_1,rechtsanwalt,rechtsanwalt rechtsanwältin,73134,2611,NA,NA,NA,NA,NW,19,115,1,1,FALSE,FALSE,FALSE
"Teubler, Ulrich",greens,2005,"Teubler, Ulrich_greens_2005_1",occ_1,maschinenbaumeister,maschinenbaumeister,25193,3122,NA,NA,NA,NA,MV,7,13,1,1,FALSE,FALSE,FALSE
"Teubner, Silke",left,2005,"Teubner, Silke_left_2005_1",occ_1,chirurgische krankenschwester,NA,NA,NA,NA,NA,NA,NA,SN,9,166,1,1,FALSE,FALSE,FALSE
"Teubner, Silke",left,2005,"Teubner, Silke_left_2005_1",occ_2,studentin,NA,NA,NA,NA,NA,NA,NA,SN,9,166,1,1,FALSE,FALSE,FALSE
"Thein, Alexandra",fdp,2005,"Thein, Alexandra_fdp_2005_1",occ_1,rechtsanwältin,NA,NA,NA,NA,NA,NA,NA,BE,11,NA,0,1,FALSE,FALSE,FALSE
"Thein, Alexandra",fdp,2005,"Thein, Alexandra_fdp_2005_1",occ_2,notarin,notarin,73124,2619,NA,NA,NA,NA,BE,11,NA,0,1,FALSE,FALSE,FALSE
"Thiel, Sigrid",fdp,2005,"Thiel, Sigrid_fdp_2005_1",occ_1,diplom wirtschaftsingenieurin fachhochschule,NA,NA,NA,NA,NA,NA,NA,RP,14,204,1,1,FALSE,FALSE,FALSE
"Thiele, Carl-Ludwig",fdp,2005,"Thiele, Carl-Ludwig_fdp_2005_1",occ_1,rechtsanwalt,rechtsanwalt rechtsanwältin,73134,2611,NA,NA,NA,NA,NI,1,39,1,1,FALSE,FALSE,FALSE
"Thierse, Wolfgang",spd,2005,"Thierse, Wolfgang_spd_2005_1",occ_1,kulturwissenschaftler,kultur und freizeitwissenschaftler,91384,2632,NA,NA,NA,NA,BE,1,77,1,1,FALSE,FALSE,FALSE
"Thierse, Wolfgang",spd,2005,"Thierse, Wolfgang_spd_2005_1",occ_2,germanist,germanist,91114,2643,NA,NA,NA,NA,BE,1,77,1,1,FALSE,FALSE,FALSE
"Thies, Andreas Georg",spd,2005,"Thies, Andreas Georg_spd_2005_1",occ_1,beamter,beamter beamtin fernmeldeaufklärung mittl dienst,26312,7422,NA,NA,NA,NA,NI,36,NA,0,1,FALSE,FALSE,FALSE
"Thiesen, Momme",cdu_csu,2005,"Thiesen, Momme_cdu_csu_2005_1",occ_1,diplom betriebswirt,NA,NA,NA,NA,NA,NA,NA,SH,16,NA,0,1,FALSE,FALSE,FALSE
"Thiesen, Momme",cdu_csu,2005,"Thiesen, Momme_cdu_csu_2005_1",occ_2,steuerberater,steuerberater,72304,2411,NA,NA,NA,NA,SH,16,NA,0,1,FALSE,FALSE,FALSE
"Thießen, Jörn",spd,2005,"Thießen, Jörn_spd_2005_1",occ_1,direktor,NA,NA,NA,NA,NA,NA,NA,SH,8,3,1,1,FALSE,FALSE,FALSE
"Thießen, Jörn",spd,2005,"Thießen, Jörn_spd_2005_1",occ_2,professor,professor hochschulen,84304,2310,NA,NA,NA,NA,SH,8,3,1,1,FALSE,FALSE,FALSE
"Thole, Ingrid",cdu_csu,2005,"Thole, Ingrid_cdu_csu_2005_1",occ_1,betriebswirtin,betriebswirtin,71303,4322,3343,NA,NA,NA,NI,40,NA,0,1,FALSE,FALSE,FALSE
"Thomae, Stephan",fdp,2005,"Thomae, Stephan_fdp_2005_1",occ_1,rechtsanwalt,rechtsanwalt rechtsanwältin,73134,2611,NA,NA,NA,NA,BY,30,257,1,1,FALSE,FALSE,FALSE
"Thomale, Nikolaus Heinrich Manfred",fdp,2005,"Thomale, Nikolaus Heinrich Manfred_fdp_2005_1",occ_1,schüler,NA,NA,NA,NA,NA,NA,NA,MV,8,NA,0,1,FALSE,FALSE,FALSE
"Thönnes, Franz",spd,2005,"Thönnes, Franz_spd_2005_1",occ_1,gewerkschaftssekretär,gewerkschaftssekretär,71224,1114,NA,NA,NA,NA,SH,3,8,1,1,FALSE,FALSE,FALSE
"Thoroe, Björn",left,2005,"Thoroe, Björn_left_2005_1",occ_1,arbeitssuchend,NA,NA,NA,NA,NA,NA,NA,SH,4,5,1,1,FALSE,FALSE,FALSE
"Thul, Bernd",greens,2005,"Thul, Bernd_greens_2005_1",occ_1,wirtschaftsinformatiker,wirtschaftsinformatiker ba,43113,2511,NA,NA,NA,NA,SL,8,NA,0,1,FALSE,FALSE,FALSE
"Thul, Sebastian",spd,2005,"Thul, Sebastian_spd_2005_1",occ_1,diplom sozialarbeiter fachhochschule,NA,NA,NA,NA,NA,NA,NA,SL,8,NA,0,1,FALSE,FALSE,FALSE
"Thumser, Karl",spd,2005,"Thumser, Karl_spd_2005_1",occ_1,regierungsdirektor,NA,NA,NA,NA,NA,NA,NA,HE,53,NA,0,1,FALSE,FALSE,FALSE
"Tiedemann, Evelin Christin",cdu_csu,2005,"Tiedemann, Evelin Christin_cdu_csu_2005_1",occ_1,diplom sozialpädagogin,NA,NA,NA,NA,NA,NA,NA,NI,43,NA,0,1,FALSE,FALSE,FALSE
"Tillmann, Antje",cdu_csu,2005,"Tillmann, Antje_cdu_csu_2005_1",occ_2,steuerberaterin,steuerberaterin,72304,2411,NA,NA,NA,NA,TH,2,194,1,1,TRUE,FALSE,FALSE
"Tippelt, Nico",fdp,2005,"Tippelt, Nico_fdp_2005_1",occ_1,diplommusikpädagoge,NA,NA,NA,NA,NA,NA,NA,SN,14,167,1,1,FALSE,FALSE,FALSE
"Toncar, Florian",fdp,2005,"Toncar, Florian_fdp_2005_1",occ_1,student,NA,NA,NA,NA,NA,NA,NA,BW,8,261,1,1,FALSE,FALSE,FALSE
"Töpfer, Edeltraut",cdu_csu,2005,"Töpfer, Edeltraut_cdu_csu_2005_1",occ_2,richterin,NA,NA,NA,NA,NA,NA,NA,BE,7,NA,0,1,TRUE,FALSE,FALSE
"Töpfer, Ulrich",greens,2005,"Töpfer, Ulrich_greens_2005_1",occ_1,landesgeschäftsführer,NA,NA,NA,NA,NA,NA,NA,TH,22,198,1,1,FALSE,FALSE,FALSE
"Toprak, Ali Ertan",greens,2005,"Toprak, Ali Ertan_greens_2005_1",occ_1,student,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,1,0,FALSE,FALSE,FALSE
"Tornau, Birgit",cdu_csu,2005,"Tornau, Birgit_cdu_csu_2005_1",occ_1,hausfrau,NA,NA,NA,NA,NA,NA,NA,NW,57,NA,0,1,FALSE,FALSE,FALSE
"Trappmann, Thomas",fdp,2005,"Trappmann, Thomas_fdp_2005_1",occ_1,journalist,journalist,92414,2641,2642,NA,NA,NA,NW,48,137,1,1,FALSE,FALSE,FALSE
"Trepoll, Andre",cdu_csu,2005,"Trepoll, Andre_cdu_csu_2005_1",occ_1,student,NA,NA,NA,NA,NA,NA,NA,HH,10,NA,0,1,FALSE,FALSE,FALSE
"Tritz, Marianne",greens,2005,"Tritz, Marianne_greens_2005_1",occ_2,referentin medien,NA,NA,NA,NA,NA,NA,NA,NI,7,37,1,1,TRUE,FALSE,FALSE
"Tritz, Marianne",greens,2005,"Tritz, Marianne_greens_2005_1",occ_3,öffentlichkeitsarbeit,NA,NA,NA,NA,NA,NA,NA,NI,7,37,1,1,TRUE,FALSE,FALSE
"Trobentar, Jürgen",cdu_csu,2005,"Trobentar, Jürgen_cdu_csu_2005_1",occ_1,diplom ingenieur,NA,NA,NA,NA,NA,NA,NA,BY,40,NA,0,1,FALSE,FALSE,FALSE
"Tröger, Ewa",left,2005,"Tröger, Ewa_left_2005_1",occ_1,diplom ingenieurin,NA,NA,NA,NA,NA,NA,NA,SL,3,NA,0,1,FALSE,FALSE,FALSE
"Troost, Dr. Axel",left,2005,"Troost, Dr. Axel_left_2005_1",occ_1,geschäftsführer,geschäftsführer,71104,1120,NA,NA,NA,NA,SN,2,54,1,1,FALSE,FALSE,FALSE
"Trotzky, Eckhard",left,2005,"Trotzky, Eckhard_left_2005_1",occ_1,zahnarzt,zahnarzt ärztin,81474,2261,NA,NA,NA,NA,NI,26,NA,0,1,FALSE,FALSE,FALSE
"Trube, Harry",spd,2005,"Trube, Harry_spd_2005_1",occ_1,forstwirt,forstwirt,11712,6210,NA,NA,NA,NA,HE,32,NA,0,1,FALSE,FALSE,FALSE
"Trunschke, Dr. Andreas",left,2005,"Trunschke, Dr. Andreas_left_2005_1",occ_1,lehrer,lehrer,84124,2330,NA,NA,NA,NA,BB,12,64,1,1,FALSE,FALSE,FALSE
"Tuttlies, Iris",spd,2005,"Tuttlies, Iris_spd_2005_1",occ_1,bürokauffrau,NA,NA,NA,NA,NA,NA,NA,NI,44,NA,0,1,FALSE,FALSE,FALSE
"Twupack, Harald Siegfried",fdp,2005,"Twupack, Harald Siegfried_fdp_2005_1",occ_1,selbstständiger unternehmer it branche,NA,NA,NA,NA,NA,NA,NA,SN,18,157,1,1,FALSE,FALSE,FALSE
"Tybussek, Artur",cdu_csu,2005,"Tybussek, Artur_cdu_csu_2005_1",occ_1,rechtsanwalt,rechtsanwalt rechtsanwältin,73134,2611,NA,NA,NA,NA,NW,52,96,1,1,FALSE,FALSE,FALSE
"Uehlemann, Volker",left,2005,"Uehlemann, Volker_left_2005_1",occ_1,rentner,NA,NA,NA,NA,NA,NA,NA,NI,42,NA,0,1,FALSE,FALSE,FALSE
"Uhl, Hans-Jürgen",spd,2005,"Uhl, Hans-Jürgen_spd_2005_1",occ_2,angestellter,NA,NA,NA,NA,NA,NA,NA,NI,25,51,1,1,TRUE,FALSE,FALSE
"Uhlenbrock, Reinhold Heinrich",cdu_csu,2005,"Uhlenbrock, Reinhold Heinrich_cdu_csu_2005_1",occ_1,geschäftsführer a d,NA,NA,NA,NA,NA,NA,NA,NW,47,NA,0,1,FALSE,FALSE,FALSE
"Ulbricht, Susann Berit",greens,2005,"Ulbricht, Susann Berit_greens_2005_1",occ_1,studentin,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,1,0,FALSE,FALSE,FALSE
"Ullmann, Peter Fritz Sebastian",left,2005,"Ullmann, Peter Fritz Sebastian_left_2005_1",occ_1,web designer,web entwickler,43153,2513,NA,NA,NA,NA,NA,NA,100,1,0,FALSE,FALSE,FALSE
"Ullrich, Dr. Norbert",fdp,2005,"Ullrich, Dr. Norbert_fdp_2005_1",occ_1,hochschullehrer,hochschullehrer,84304,2310,NA,NA,NA,NA,NI,11,53,1,1,FALSE,FALSE,FALSE
"Ullrich-Graf, Beate",left,2005,"Ullrich-Graf, Beate_left_2005_1",occ_1,kauffrau,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,1,0,FALSE,FALSE,FALSE
"Ulrich, Alexander",left,2005,"Ulrich, Alexander_left_2005_1",occ_1,gewerkschaftssekretär,gewerkschaftssekretär,71224,1114,NA,NA,NA,NA,RP,2,211,1,1,FALSE,FALSE,FALSE
"Ulrich, Matthias",cdu_csu,2005,"Ulrich, Matthias_cdu_csu_2005_1",occ_1,assessor,NA,NA,NA,NA,NA,NA,NA,NW,58,143,1,1,FALSE,FALSE,FALSE
"Unfried, Harald",spd,2005,"Unfried, Harald_spd_2005_1",occ_1,diplom verwaltungswirt fachhochschule,NA,NA,NA,NA,NA,NA,NA,BY,41,229,1,1,FALSE,FALSE,FALSE
"Unger, Birgit",greens,2005,"Unger, Birgit_greens_2005_1",occ_1,geschäftsführerin,geschäftsführerin,71104,1120,NA,NA,NA,NA,NW,23,144,1,1,FALSE,FALSE,FALSE
"Unger, Florian",cdu_csu,2005,"Unger, Florian_cdu_csu_2005_1",occ_1,magister artium,NA,NA,NA,NA,NA,NA,NA,BW,21,NA,0,1,FALSE,FALSE,FALSE
"Ungerechts, Dr. Bodo",fdp,2005,"Ungerechts, Dr. Bodo_fdp_2005_1",occ_1,angestellter,NA,NA,NA,NA,NA,NA,NA,NW,44,133,1,1,FALSE,FALSE,FALSE
"Untermann, Heinz Helmut Paul",fdp,2005,"Untermann, Heinz Helmut Paul_fdp_2005_1",occ_1,gastronom,gastronom,63394,1412,NA,NA,NA,NA,TH,5,192,1,1,FALSE,FALSE,FALSE
"Vanek, Ulrich",left,2005,"Vanek, Ulrich_left_2005_1",occ_1,musikjournalist,musikjournalist,92414,2641,2642,NA,NA,NA,NI,44,34,1,1,FALSE,FALSE,FALSE
"Vees, Franz",cdu_csu,2005,"Vees, Franz_cdu_csu_2005_1",occ_1,heimleiter,heimleiter,83194,1341,1344,NA,NA,NA,BW,59,NA,0,1,FALSE,FALSE,FALSE
"Veit, Rüdiger",spd,2005,"Veit, Rüdiger_spd_2005_1",occ_1,rechtsanwalt,rechtsanwalt rechtsanwältin,73134,2611,NA,NA,NA,NA,HE,4,175,1,1,FALSE,FALSE,FALSE
"Verheyen, Sabine",cdu_csu,2005,"Verheyen, Sabine_cdu_csu_2005_1",occ_1,hausfrau,NA,NA,NA,NA,NA,NA,NA,NW,48,NA,0,1,FALSE,FALSE,FALSE
"Viehl, Hans-Joachim",left,2005,"Viehl, Hans-Joachim_left_2005_1",occ_1,lithograf,lithograf,23412,7322,NA,NA,NA,NA,HE,20,183,1,1,FALSE,FALSE,FALSE
"Vielhaber, David",fdp,2005,"Vielhaber, David_fdp_2005_1",occ_1,zivildienstleistender,NA,NA,NA,NA,NA,NA,NA,NW,45,NA,0,1,FALSE,FALSE,FALSE
"Vielhaus, Ewald",cdu_csu,2005,"Vielhaus, Ewald_cdu_csu_2005_1",occ_1,steuerberater,steuerberater,72304,2411,NA,NA,NA,NA,NW,54,106,1,1,FALSE,FALSE,FALSE
"Violka, Simone",spd,2005,"Violka, Simone_spd_2005_1",occ_2,finanzbuchhalterin,finanzbuchhalterin,72213,3313,NA,NA,NA,NA,SN,4,165,1,1,TRUE,FALSE,FALSE
"Vogel, Guido",greens,2005,"Vogel, Guido_greens_2005_1",occ_1,berufsschullehrer,berufsschullehrer,84214,2320,NA,NA,NA,NA,SL,10,NA,0,1,FALSE,FALSE,FALSE
"Vogel, Ines",spd,2005,"Vogel, Ines_spd_2005_1",occ_1,studentin politikwissenschaft,NA,NA,NA,NA,NA,NA,NA,SN,11,166,1,1,FALSE,FALSE,FALSE
"Vogel, Volkmar Uwe",cdu_csu,2005,"Vogel, Volkmar Uwe_cdu_csu_2005_1",occ_1,zerspanungsfacharbeiter,zerspanungsfacharbeiter fräsmaschinen,24232,7223,NA,NA,NA,NA,TH,5,196,1,1,FALSE,FALSE,FALSE
"Vogel, Volkmar Uwe",cdu_csu,2005,"Vogel, Volkmar Uwe_cdu_csu_2005_1",occ_2,diplom ingenieur,NA,NA,NA,NA,NA,NA,NA,TH,5,196,1,1,FALSE,FALSE,FALSE
"Vogelsänger, Jörg Willi",spd,2005,"Vogelsänger, Jörg Willi_spd_2005_1",occ_1,diplom ingenieur,NA,NA,NA,NA,NA,NA,NA,BB,7,63,1,1,FALSE,FALSE,FALSE
"Vogt, Horst",left,2005,"Vogt, Horst_left_2005_1",occ_1,schlosser,schlosser,24412,7214,7221,NA,NA,NA,NA,NA,234,1,0,FALSE,FALSE,FALSE
"Vogt, Roland",greens,2005,"Vogt, Roland_greens_2005_1",occ_1,konversionsbeauftragter,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,1,0,FALSE,FALSE,FALSE
"Vohland, Dr. Katrin",greens,2005,"Vohland, Dr. Katrin_greens_2005_1",occ_1,biologin,NA,NA,NA,NA,NA,NA,NA,BB,3,NA,0,1,FALSE,FALSE,FALSE
"Volk, Dr. Daniel",fdp,2005,"Volk, Dr. Daniel_fdp_2005_1",occ_1,rechtsanwalt,rechtsanwalt rechtsanwältin,73134,2611,NA,NA,NA,NA,BY,11,219,1,1,FALSE,FALSE,FALSE
"Völker, Nico",fdp,2005,"Völker, Nico_fdp_2005_1",occ_1,soldat zeit,NA,NA,NA,NA,NA,NA,NA,MV,11,15,1,1,FALSE,FALSE,FALSE
"Völker, Nico",fdp,2005,"Völker, Nico_fdp_2005_1",occ_2,bootsmann,bootsmann bundeswehr,01203,0210,NA,NA,NA,NA,MV,11,15,1,1,FALSE,FALSE,FALSE
"Volkmer, Dr. Marlies Eva",spd,2005,"Volkmer, Dr. Marlies Eva_spd_2005_1",occ_2,ärztin,NA,NA,NA,NA,NA,NA,NA,SN,2,160,1,1,TRUE,FALSE,FALSE
"Volz, Simone",spd,2005,"Volz, Simone_spd_2005_1",occ_1,msc informationstechnik,NA,NA,NA,NA,NA,NA,NA,RP,17,NA,0,1,FALSE,FALSE,FALSE
"Vorwerk, Wolffram",left,2005,"Vorwerk, Wolffram_left_2005_1",occ_1,chemiefacharbeiter,chemiefacharbeiter,41312,8131,NA,NA,NA,NA,SN,14,NA,0,1,FALSE,FALSE,FALSE
"Voß, Bernd",greens,2005,"Voß, Bernd_greens_2005_1",occ_1,landwirt,landwirt,11102,6111,6130,NA,NA,NA,NA,NA,3,1,0,FALSE,FALSE,FALSE
"Voß, Bernd",greens,2005,"Voß, Bernd_greens_2005_1",occ_2,diplom ingenieur,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,FALSE,FALSE,FALSE
"Voßhoff, Andrea Astrid",cdu_csu,2005,"Voßhoff, Andrea Astrid_cdu_csu_2005_1",occ_1,rechtsassessorin,NA,NA,NA,NA,NA,NA,NA,BB,3,60,1,1,FALSE,FALSE,FALSE
"Voßkühler, Karl",left,2005,"Voßkühler, Karl_left_2005_1",occ_1,student,NA,NA,NA,NA,NA,NA,NA,RP,19,NA,0,1,FALSE,FALSE,FALSE
"Vüllings, Karsten",fdp,2005,"Vüllings, Karsten_fdp_2005_1",occ_1,journalist,journalist,92414,2641,2642,NA,NA,NA,NW,49,116,1,1,FALSE,FALSE,FALSE
"Wächter, Gerhard",cdu_csu,2005,"Wächter, Gerhard_cdu_csu_2005_1",occ_2,diplom volkswirt,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,1,0,TRUE,FALSE,FALSE
"Wachtmann, Thomas",cdu_csu,2005,"Wachtmann, Thomas_cdu_csu_2005_1",occ_1,bauingenieur,bauingenieur,31104,2142,NA,NA,NA,NA,ST,9,70,1,1,FALSE,FALSE,FALSE
"Wadehn, Sylvia-Fee",left,2005,"Wadehn, Sylvia-Fee_left_2005_1",occ_1,hotelkauffrau,NA,NA,NA,NA,NA,NA,NA,NW,21,NA,0,1,FALSE,FALSE,FALSE
"Wagenblast, Thomas",cdu_csu,2005,"Wagenblast, Thomas_cdu_csu_2005_1",occ_1,diplom verwaltungswissenschaftler,diplom staatswissenschaftler außenpolitik,91314,2633,NA,NA,NA,NA,BW,62,NA,0,1,FALSE,FALSE,FALSE
"Wagner, Adi",spd,2005,"Wagner, Adi_spd_2005_1",occ_1,industriefachwirt,industriefachwirt,71303,4322,3343,NA,NA,NA,SL,5,NA,0,1,FALSE,FALSE,FALSE
"Wagner, Andrea",spd,2005,"Wagner, Andrea_spd_2005_1",occ_1,lehrerin,lehrerin,84124,2330,NA,NA,NA,NA,SL,10,NA,0,1,FALSE,FALSE,FALSE
"Wagner, Arfst",greens,2005,"Wagner, Arfst_greens_2005_1",occ_1,lehrer,lehrer,84124,2330,NA,NA,NA,NA,SH,8,NA,0,1,FALSE,FALSE,FALSE
"Wagner, Arfst",greens,2005,"Wagner, Arfst_greens_2005_1",occ_2,schriftsteller,schriftsteller,92434,2641,NA,NA,NA,NA,SH,8,NA,0,1,FALSE,FALSE,FALSE
"Wagner-Schurwanz, Christel",greens,2005,"Wagner-Schurwanz, Christel_greens_2005_1",occ_1,erziehungswissenschaftlerin,erziehungswissenschaftlerin,91334,2351,NA,NA,NA,NA,TH,14,NA,0,1,FALSE,FALSE,FALSE
"Waitz, Christoph",fdp,2005,"Waitz, Christoph_fdp_2005_1",occ_1,geschäftsführer,geschäftsführer,71104,1120,NA,NA,NA,NA,SN,4,155,1,1,FALSE,FALSE,FALSE
"Walden, Björn",spd,2005,"Walden, Björn_spd_2005_1",occ_1,industriekaufmann,industriekaufmann frau,71302,4110,4322,NA,NA,NA,RP,15,206,1,1,FALSE,FALSE,FALSE
"Walter, Christof Horst",cdu_csu,2005,"Walter, Christof Horst_cdu_csu_2005_1",occ_1,diplom volkswirt,NA,NA,NA,NA,NA,NA,NA,BY,32,NA,0,1,FALSE,FALSE,FALSE
"Walter, Hans-Dieter",fdp,2005,"Walter, Hans-Dieter_fdp_2005_1",occ_1,diplom ingenieur,NA,NA,NA,NA,NA,NA,NA,ST,6,75,1,1,FALSE,FALSE,FALSE
"Walter, Hans-Dieter",fdp,2005,"Walter, Hans-Dieter_fdp_2005_1",occ_2,architekt,architekt,31114,2161,NA,NA,NA,NA,ST,6,75,1,1,FALSE,FALSE,FALSE
"Walter, Peter",greens,2005,"Walter, Peter_greens_2005_1",occ_1,lehrer,lehrer,84124,2330,NA,NA,NA,NA,NA,NA,110,1,0,FALSE,FALSE,FALSE
"Walther, Claudia",spd,2005,"Walther, Claudia_spd_2005_1",occ_1,projektmanagerin,projektmanagerin,71393,3341,NA,NA,NA,NA,NW,77,NA,0,1,FALSE,FALSE,FALSE
"Walther, Gunter",greens,2005,"Walther, Gunter_greens_2005_1",occ_1,techniker,NA,NA,NA,NA,NA,NA,NA,ST,6,74,1,1,FALSE,FALSE,FALSE
"Wanderwitz, Marco",cdu_csu,2005,"Wanderwitz, Marco_cdu_csu_2005_1",occ_2,rechtsanwalt,rechtsanwalt rechtsanwältin,73134,2611,NA,NA,NA,NA,NA,NA,165,1,0,TRUE,FALSE,FALSE
"Wangenheim von, Stefan",fdp,2005,"Wangenheim von, Stefan_fdp_2005_1",occ_1,vertriebsrepräsentant,vertriebsrepräsentant,61123,3322,NA,NA,NA,NA,HE,33,NA,0,1,FALSE,FALSE,FALSE
"Wansner, Kurt",cdu_csu,2005,"Wansner, Kurt_cdu_csu_2005_1",occ_1,technischer angestellter,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,1,0,FALSE,FALSE,FALSE
"Warlies, Martin",cdu_csu,2005,"Warlies, Martin_cdu_csu_2005_1",occ_1,rechtsanwalt,rechtsanwalt rechtsanwältin,73134,2611,NA,NA,NA,NA,ST,10,72,1,1,FALSE,FALSE,FALSE
"Warschau, Andreas Steffen",greens,2005,"Warschau, Andreas Steffen_greens_2005_1",occ_1,selbstständiger energieberater,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,1,0,FALSE,FALSE,FALSE
"Warschkow, Dirk",spd,2005,"Warschkow, Dirk_spd_2005_1",occ_1,angestellter,NA,NA,NA,NA,NA,NA,NA,SN,14,163,1,1,FALSE,FALSE,FALSE
"Waske, Stefanie",spd,2005,"Waske, Stefanie_spd_2005_1",occ_1,politikwissenschaftlerin,politik und verwaltungswissenschaftlerin,91314,2633,NA,NA,NA,NA,NI,40,NA,0,1,FALSE,FALSE,FALSE
"Waßmuth, Werner",cdu_csu,2005,"Waßmuth, Werner_cdu_csu_2005_1",occ_1,betriebswirt,betriebswirt,71303,4322,3343,NA,NA,NA,HE,25,NA,0,1,FALSE,FALSE,FALSE
"Wazansky-Krack, Justine Clara Helene Caroline",left,2005,"Wazansky-Krack, Justine Clara Helene Caroline_left_2005_1",occ_1,buchhändlerin,buchhändlerin,62512,5223,NA,NA,NA,NA,BY,14,NA,0,1,FALSE,FALSE,FALSE
"Weber, Andreas",cdu_csu,2005,"Weber, Andreas_cdu_csu_2005_1",occ_1,student,NA,NA,NA,NA,NA,NA,NA,NI,38,NA,0,1,FALSE,FALSE,FALSE
"Weber, Eugen Michael",greens,2005,"Weber, Eugen Michael_greens_2005_1",occ_1,richter,NA,NA,NA,NA,NA,NA,NA,TH,8,NA,0,1,FALSE,FALSE,FALSE
"Weber, Nikolaus",cdu_csu,2005,"Weber, Nikolaus_cdu_csu_2005_1",occ_1,rechtsanwalt,rechtsanwalt rechtsanwältin,73134,2611,NA,NA,NA,NA,SL,9,NA,0,1,FALSE,FALSE,FALSE
"Weber, Norbert",left,2005,"Weber, Norbert_left_2005_1",occ_1,gewerkschaftssekretär,gewerkschaftssekretär,71224,1114,NA,NA,NA,NA,NA,NA,208,1,0,FALSE,FALSE,FALSE
"Weber, Volker",spd,2005,"Weber, Volker_spd_2005_1",occ_1,student,NA,NA,NA,NA,NA,NA,NA,SL,27,NA,0,1,FALSE,FALSE,FALSE
"Weber, Volker Helmut",fdp,2005,"Weber, Volker Helmut_fdp_2005_1",occ_1,diplom betriebswirt,NA,NA,NA,NA,NA,NA,NA,TH,4,197,1,1,FALSE,FALSE,FALSE
"Wedel, Dirk",fdp,2005,"Wedel, Dirk_fdp_2005_1",occ_1,richter,NA,NA,NA,NA,NA,NA,NA,NW,56,105,1,1,FALSE,FALSE,FALSE
"Wedemeyer, Waltraut Adele Anna",fdp,2005,"Wedemeyer, Waltraut Adele Anna_fdp_2005_1",occ_1,hausfrau,NA,NA,NA,NA,NA,NA,NA,HB,8,NA,0,1,FALSE,FALSE,FALSE
"Wedemeyer, Waltraut Adele Anna",fdp,2005,"Wedemeyer, Waltraut Adele Anna_fdp_2005_1",occ_2,kaufmännische angestellte,NA,NA,NA,NA,NA,NA,NA,HB,8,NA,0,1,FALSE,FALSE,FALSE
"Wefing, Antje",left,2005,"Wefing, Antje_left_2005_1",occ_1,diplom chorsängerin,NA,NA,NA,NA,NA,NA,NA,HH,6,22,1,1,FALSE,FALSE,FALSE
"Weggen, Isolde",cdu_csu,2005,"Weggen, Isolde_cdu_csu_2005_1",occ_1,diplom kauffrau fachhochschule,NA,NA,NA,NA,NA,NA,NA,BW,38,NA,0,1,FALSE,FALSE,FALSE
"Wegner, Kai Peter",cdu_csu,2005,"Wegner, Kai Peter_cdu_csu_2005_1",occ_1,selbstständiger unternehmensberater,NA,NA,NA,NA,NA,NA,NA,BE,5,79,1,1,FALSE,FALSE,FALSE
