full_name,party,elec_year,cand_id,occupation_number,occupation,original_matched_kldb_title,matched_kldb_code,isco08_code_1,isco08_code_2,isco08_code_3,isco08_code_4,isco08_code_5,list_state,list_rank,elec_district,direct_cand,list_cand,is_legislator,is_only_legislator,is_duplicated_cand
"LINK, HELMUT",cdu_csu,1987,"LINK, HELMUT_cdu_csu_1987_1",occ_1,elektromechaniker,elektro und radiomechaniker,26312,7422,NA,NA,NA,NA,HE,8,140,1,1,FALSE,FALSE,FALSE
"LINK, WALTER",cdu_csu,1987,"LINK, WALTER_cdu_csu_1987_1",occ_1,diakon,diakon katholisch,83323,3413,NA,NA,NA,NA,NI,26,28,1,1,FALSE,FALSE,FALSE
"LINK, WALTER",cdu_csu,1987,"LINK, WALTER_cdu_csu_1987_1",occ_2,sportlehrer,sport und gesundheitslehrer,84583,3422,3423,NA,NA,NA,NI,26,28,1,1,FALSE,FALSE,FALSE
"LINKE, HERMANN",fdp,1987,"LINKE, HERMANN_fdp_1987_1",occ_1,diplom politologe,NA,NA,NA,NA,NA,NA,NA,NW,25,67,1,1,FALSE,FALSE,FALSE
"LINKE-DIEFENBACH, ANNA MARIA",fdp,1987,"LINKE-DIEFENBACH, ANNA MARIA_fdp_1987_1",occ_1,lehrerin,lehrerin,84124,2330,NA,NA,NA,NA,HE,34,NA,0,1,FALSE,FALSE,FALSE
"LINN, ERNST KARL",spd,1987,"LINN, ERNST KARL_spd_1987_1",occ_1,postbeamter,NA,NA,NA,NA,NA,NA,NA,SL,15,NA,0,1,FALSE,FALSE,FALSE
"LINSMEIER, JOSEF",cdu_csu,1987,"LINSMEIER, JOSEF_cdu_csu_1987_1",occ_1,rechtsanwalt,rechtsanwalt rechtsanwältin,73134,2611,NA,NA,NA,NA,NA,NA,208,1,0,TRUE,FALSE,FALSE
"LINTNER, EDUARD",cdu_csu,1987,"LINTNER, EDUARD_cdu_csu_1987_1",occ_1,rechtsanwalt,rechtsanwalt rechtsanwältin,73134,2611,NA,NA,NA,NA,NA,NA,234,1,0,TRUE,FALSE,FALSE
"LIPPELT, DR. HELMUT",greens,1987,"LIPPELT, DR. HELMUT_greens_1987_1",occ_1,lehrer,lehrer,84124,2330,NA,NA,NA,NA,NI,2,37,1,1,FALSE,FALSE,FALSE
"LIPPOLD, DR. KLAUS WILHELM",cdu_csu,1987,"LIPPOLD, DR. KLAUS WILHELM_cdu_csu_1987_1",occ_1,geschäftsführer,geschäftsführer,71104,1120,NA,NA,NA,NA,HE,17,142,1,1,FALSE,FALSE,FALSE
"LISTNER, WERNER",spd,1987,"LISTNER, WERNER_spd_1987_1",occ_1,direktor einer gesamtschule,NA,NA,NA,NA,NA,NA,NA,HE,64,NA,0,1,FALSE,FALSE,FALSE
"LITTERSCHEID, KURT",cdu_csu,1987,"LITTERSCHEID, KURT_cdu_csu_1987_1",occ_1,krankenpfleger,NA,NA,NA,NA,NA,NA,NA,BW,51,NA,0,1,FALSE,FALSE,FALSE
"LOCH, DETLEF",cdu_csu,1987,"LOCH, DETLEF_cdu_csu_1987_1",occ_1,diplomverwaltungswirt,NA,NA,NA,NA,NA,NA,NA,SL,20,NA,0,1,FALSE,FALSE,FALSE
"LOCHNER, MARGARETHA",greens,1987,"LOCHNER, MARGARETHA_greens_1987_1",occ_1,mutter,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,1,0,FALSE,FALSE,FALSE
"LODY, GAILANA",spd,1987,"LODY, GAILANA_spd_1987_1",occ_1,steuermann gr fahrt,steuermann frau,24122,8121,NA,NA,NA,NA,SH,21,NA,0,1,FALSE,FALSE,FALSE
"LODY, GAILANA",spd,1987,"LODY, GAILANA_spd_1987_1",occ_2,hausfrau,NA,NA,NA,NA,NA,NA,NA,SH,21,NA,0,1,FALSE,FALSE,FALSE
"LOENS, CHRISTEL",cdu_csu,1987,"LOENS, CHRISTEL_cdu_csu_1987_1",occ_1,hausfrau,NA,NA,NA,NA,NA,NA,NA,NW,66,NA,0,1,FALSE,FALSE,FALSE
"LOERCHER, CHRISTA",spd,1987,"LOERCHER, CHRISTA_spd_1987_1",occ_1,altenpflegerin,altenpflegerin,82102,3221,NA,NA,NA,NA,BW,32,190,1,1,FALSE,FALSE,FALSE
"LOHMANN, HEINRICH",greens,1987,"LOHMANN, HEINRICH_greens_1987_1",occ_1,wissenschaftlicher mitarbeiter,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,1,0,FALSE,FALSE,FALSE
"LOHMANN, KARL-WERNER",fdp,1987,"LOHMANN, KARL-WERNER_fdp_1987_1",occ_1,rechtsanwalt,rechtsanwalt rechtsanwältin,73134,2611,NA,NA,NA,NA,NA,NA,123,1,0,FALSE,FALSE,FALSE
"LOHMANN, KARL-WERNER",fdp,1987,"LOHMANN, KARL-WERNER_fdp_1987_1",occ_2,notar,notar,73124,2619,NA,NA,NA,NA,NA,NA,123,1,0,FALSE,FALSE,FALSE
"LOHMANN, KLAUS",spd,1987,"LOHMANN, KLAUS_spd_1987_1",occ_1,bergingenieur,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,1,0,FALSE,FALSE,FALSE
"LOHMANN, WOLFGANG FRIEDRICH",cdu_csu,1987,"LOHMANN, WOLFGANG FRIEDRICH_cdu_csu_1987_1",occ_1,diplom kaufmann,diplom designer multim virt realität design fh uni,23224,2166,NA,NA,NA,NA,NW,36,123,1,1,FALSE,FALSE,FALSE
"LOTZ, PETER HERMANN",greens,1987,"LOTZ, PETER HERMANN_greens_1987_1",occ_1,lehrer,lehrer,84124,2330,NA,NA,NA,NA,NA,NA,145,1,0,FALSE,FALSE,FALSE
"LOUVEN, JULIUS",cdu_csu,1987,"LOUVEN, JULIUS_cdu_csu_1987_1",occ_1,konditormeister,konditormeister,29293,3122,NA,NA,NA,NA,NW,63,80,1,1,FALSE,FALSE,FALSE
"LOWACK, ORTWIN",cdu_csu,1987,"LOWACK, ORTWIN_cdu_csu_1987_1",occ_1,rechtsanwalt,rechtsanwalt rechtsanwältin,73134,2611,NA,NA,NA,NA,NA,NA,223,1,0,TRUE,FALSE,FALSE
"LUDEWIG, WALTER",fdp,1987,"LUDEWIG, WALTER_fdp_1987_1",occ_1,kaufmann,kaufmann frau außenhandel,61212,5223,NA,NA,NA,NA,NI,19,45,1,1,FALSE,FALSE,FALSE
"LUDWIG, WERNER D.",fdp,1987,"LUDWIG, WERNER D._fdp_1987_1",occ_1,geschäftsführender gesellschafter,NA,NA,NA,NA,NA,NA,NA,NW,20,68,1,1,FALSE,FALSE,FALSE
"LUECKEMANN, CLEMENS HARTMUT",cdu_csu,1987,"LUECKEMANN, CLEMENS HARTMUT_cdu_csu_1987_1",occ_1,oberregierungsrat,NA,NA,NA,NA,NA,NA,NA,BY,43,NA,0,1,FALSE,FALSE,FALSE
"LUEDDECKE, DIETER",fdp,1987,"LUEDDECKE, DIETER_fdp_1987_1",occ_1,oberstleutnant,oberstleutnant,01104,0110,NA,NA,NA,NA,NI,9,38,1,1,FALSE,FALSE,FALSE
"LUENEBURG, KARL",spd,1987,"LUENEBURG, KARL_spd_1987_1",occ_1,ortsamtsleiter,NA,NA,NA,NA,NA,NA,NA,HB,4,NA,0,1,FALSE,FALSE,FALSE
"LUKAS, DR. HUBERT JOSEF",cdu_csu,1987,"LUKAS, DR. HUBERT JOSEF_cdu_csu_1987_1",occ_1,unternehmensberater,unternehmensberater,71324,2421,NA,NA,NA,NA,NW,68,NA,0,1,FALSE,FALSE,FALSE
"LUTZ, BERNHARD JOSEF",spd,1987,"LUTZ, BERNHARD JOSEF_spd_1987_1",occ_1,kaufmännischer angestellter,NA,NA,NA,NA,NA,NA,NA,SL,31,NA,0,1,FALSE,FALSE,FALSE
"LUTZ, EGON",spd,1987,"LUTZ, EGON_spd_1987_1",occ_1,journalist,journalist,92414,2641,2642,NA,NA,NA,BY,17,231,1,1,FALSE,FALSE,FALSE
"MAASS, ERICH",cdu_csu,1987,"MAASS, ERICH_cdu_csu_1987_1",occ_1,diplom kaufmann,diplom designer multim virt realität design fh uni,23224,2166,NA,NA,NA,NA,NI,13,21,1,1,FALSE,FALSE,FALSE
"MACEICZYK, RICHARD",fdp,1987,"MACEICZYK, RICHARD_fdp_1987_1",occ_1,geschäftsführer,geschäftsführer,71104,1120,NA,NA,NA,NA,BY,39,213,1,1,FALSE,FALSE,FALSE
"MACK, HELGA IRMHILD GERTRUD",cdu_csu,1987,"MACK, HELGA IRMHILD GERTRUD_cdu_csu_1987_1",occ_1,hausfrau,NA,NA,NA,NA,NA,NA,NA,HH,8,NA,0,1,FALSE,FALSE,FALSE
"MAENNLE, URSULA KAETHE",cdu_csu,1987,"MAENNLE, URSULA KAETHE_cdu_csu_1987_1",occ_1,professorin,professorin hochschulen,84304,2310,NA,NA,NA,NA,BY,4,NA,0,1,TRUE,FALSE,FALSE
"MAERZ, FRITZ",fdp,1987,"MAERZ, FRITZ_fdp_1987_1",occ_1,busunternehmer,NA,NA,NA,NA,NA,NA,NA,RP,9,151,1,1,FALSE,FALSE,FALSE
"MAI, GERD",greens,1987,"MAI, GERD_greens_1987_1",occ_1,hausmann,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,1,0,FALSE,FALSE,FALSE
"MAI, ROLF-DIETER",cdu_csu,1987,"MAI, ROLF-DIETER_cdu_csu_1987_1",occ_1,diplom mathematiker,NA,NA,NA,NA,NA,NA,NA,RP,34,NA,0,1,FALSE,FALSE,FALSE
"MAIER, KARL",spd,1987,"MAIER, KARL_spd_1987_1",occ_1,erster gewerkschaftsbevollmächtigter,NA,NA,NA,NA,NA,NA,NA,BW,30,174,1,1,FALSE,FALSE,FALSE
"MAIER, MAX",greens,1987,"MAIER, MAX_greens_1987_1",occ_1,kriminalbeamter,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,1,0,FALSE,FALSE,FALSE
"MAIERHOEFER, GUENTER",spd,1987,"MAIERHOEFER, GUENTER_spd_1987_1",occ_1,geschäftsführer,geschäftsführer,71104,1120,NA,NA,NA,NA,BY,40,233,1,1,FALSE,FALSE,FALSE
"MAIER-KNAPP-HERBST, SIGRID HELGARD",fdp,1987,"MAIER-KNAPP-HERBST, SIGRID HELGARD_fdp_1987_1",occ_1,geschäftsführerin,geschäftsführerin,71104,1120,NA,NA,NA,NA,NA,NA,42,1,0,FALSE,FALSE,FALSE
"MAIROSE, RALF PETER HORST",cdu_csu,1987,"MAIROSE, RALF PETER HORST_cdu_csu_1987_1",occ_1,diplom volkswirt,NA,NA,NA,NA,NA,NA,NA,HH,7,12,1,1,FALSE,FALSE,FALSE
"MAJUNKE, HANS JOACHIM",fdp,1987,"MAJUNKE, HANS JOACHIM_fdp_1987_1",occ_1,geschäftsführer,geschäftsführer,71104,1120,NA,NA,NA,NA,NW,26,57,1,1,FALSE,FALSE,FALSE
"MANN, HANS-JOACHIM",spd,1987,"MANN, HANS-JOACHIM_spd_1987_1",occ_1,master of arts,master european utility management,71304,2421,NA,NA,NA,NA,BW,27,193,1,1,FALSE,FALSE,FALSE
"MANN, HANS-JOACHIM",spd,1987,"MANN, HANS-JOACHIM_spd_1987_1",occ_2,aussenstellenleiter,NA,NA,NA,NA,NA,NA,NA,BW,27,193,1,1,FALSE,FALSE,FALSE
"MANN, NORBERT",greens,1987,"MANN, NORBERT_greens_1987_1",occ_1,richter,NA,NA,NA,NA,NA,NA,NA,BY,15,205,1,1,TRUE,FALSE,FALSE
"MARKWORT, RALF",greens,1987,"MARKWORT, RALF_greens_1987_1",occ_1,studiendirektor,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,1,0,FALSE,FALSE,FALSE
"MARSCHEWSKI, ERWIN",cdu_csu,1987,"MARSCHEWSKI, ERWIN_cdu_csu_1987_1",occ_1,städtischer oberrechtsrat,NA,NA,NA,NA,NA,NA,NA,NW,28,91,1,1,FALSE,FALSE,FALSE
"MARTENS, JUERGEN",fdp,1987,"MARTENS, JUERGEN_fdp_1987_1",occ_1,student,NA,NA,NA,NA,NA,NA,NA,BW,34,NA,0,1,FALSE,FALSE,FALSE
"MARTIN, WOLFGANG",greens,1987,"MARTIN, WOLFGANG_greens_1987_1",occ_1,diplom ingenieur,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,1,0,FALSE,FALSE,FALSE
"MARTINY-GLOTZ, DR. ANKE",spd,1987,"MARTINY-GLOTZ, DR. ANKE_spd_1987_1",occ_1,journalistin,journalistin,92414,2641,2642,NA,NA,NA,BY,4,200,1,1,FALSE,FALSE,FALSE
"MARTSCH, SIEGFRIED",greens,1987,"MARTSCH, SIEGFRIED_greens_1987_1",occ_1,schlosser,schlosser,24412,7214,7221,NA,NA,NA,NA,NA,96,1,0,FALSE,FALSE,FALSE
"MARX, DOROTHEA",spd,1987,"MARX, DOROTHEA_spd_1987_1",occ_1,rechtsreferendarin,NA,NA,NA,NA,NA,NA,NA,HE,31,NA,0,1,FALSE,FALSE,FALSE
"MARX, SIBYLLE",cdu_csu,1987,"MARX, SIBYLLE_cdu_csu_1987_1",occ_1,hausfrau,NA,NA,NA,NA,NA,NA,NA,NI,43,NA,0,1,FALSE,FALSE,FALSE
"MASHOFF, ANNELIESE",fdp,1987,"MASHOFF, ANNELIESE_fdp_1987_1",occ_1,rentnerin,NA,NA,NA,NA,NA,NA,NA,HE,43,NA,0,1,FALSE,FALSE,FALSE
"MATTIS, MARCUS",cdu_csu,1987,"MATTIS, MARCUS_cdu_csu_1987_1",occ_1,diplomingenieur,NA,NA,NA,NA,NA,NA,NA,BW,14,NA,0,1,FALSE,FALSE,FALSE
"MATTIS, MARCUS",cdu_csu,1987,"MATTIS, MARCUS_cdu_csu_1987_1",occ_2,diplomkaufmann,NA,NA,NA,NA,NA,NA,NA,BW,14,NA,0,1,FALSE,FALSE,FALSE
"MAUSHART, BAERBL",fdp,1987,"MAUSHART, BAERBL_fdp_1987_1",occ_1,strahlenschutz assistentin,strahlenschützer,42333,3257,NA,NA,NA,NA,BW,16,183,1,1,FALSE,FALSE,FALSE
"MAUZ, PAUL-STEFAN",cdu_csu,1987,"MAUZ, PAUL-STEFAN_cdu_csu_1987_1",occ_1,arzt,arzt ärztin,81404,2211,NA,NA,NA,NA,BW,41,NA,0,1,FALSE,FALSE,FALSE
"MAY, JUERGEN",spd,1987,"MAY, JUERGEN_spd_1987_1",occ_1,lehrer,lehrer,84124,2330,NA,NA,NA,NA,HE,80,NA,0,1,FALSE,FALSE,FALSE
"MAYER, ULRICH",fdp,1987,"MAYER, ULRICH_fdp_1987_1",occ_1,geschäftsführer,geschäftsführer,71104,1120,NA,NA,NA,NA,HE,8,142,1,1,FALSE,FALSE,FALSE
"MECHOW, REINHARD",spd,1987,"MECHOW, REINHARD_spd_1987_1",occ_1,verwaltungsangestellter,NA,NA,NA,NA,NA,NA,NA,NI,34,NA,0,1,FALSE,FALSE,FALSE
"MECHTERSHEIMER, DR. ALFRED",greens,1987,"MECHTERSHEIMER, DR. ALFRED_greens_1987_1",occ_1,friedensforscher,NA,NA,NA,NA,NA,NA,NA,BW,2,183,1,1,FALSE,FALSE,FALSE
"MECKE-HARBECK, EDITH",spd,1987,"MECKE-HARBECK, EDITH_spd_1987_1",occ_1,sozialarbeiterin,sozialarbeiterin,83124,2635,NA,NA,NA,NA,SH,12,NA,0,1,FALSE,FALSE,FALSE
"MECKELBURG, WOLFGANG",cdu_csu,1987,"MECKELBURG, WOLFGANG_cdu_csu_1987_1",occ_1,lehrer,lehrer,84124,2330,NA,NA,NA,NA,NW,46,93,1,1,FALSE,FALSE,FALSE
"MEHLEM, JOHANNES",spd,1987,"MEHLEM, JOHANNES_spd_1987_1",occ_1,buchdrucker,buchdrucker,23412,7322,NA,NA,NA,NA,RP,36,NA,0,1,FALSE,FALSE,FALSE
"MEHLING, HELMUT",fdp,1987,"MEHLING, HELMUT_fdp_1987_1",occ_1,pharmakaufmann,pharmakaufmann frau handel,61282,5223,NA,NA,NA,NA,BY,24,237,1,1,FALSE,FALSE,FALSE
"MEHLITZ, DIETER",fdp,1987,"MEHLITZ, DIETER_fdp_1987_1",occ_1,diplomingenieur,NA,NA,NA,NA,NA,NA,NA,NI,12,44,1,1,FALSE,FALSE,FALSE
"MEHLITZ, DIETER",fdp,1987,"MEHLITZ, DIETER_fdp_1987_1",occ_2,geschäftsführer,geschäftsführer,71104,1120,NA,NA,NA,NA,NI,12,44,1,1,FALSE,FALSE,FALSE
"MEIER, HELMBRECHT",greens,1987,"MEIER, HELMBRECHT_greens_1987_1",occ_1,rechtsanwalt,rechtsanwalt rechtsanwältin,73134,2611,NA,NA,NA,NA,NA,NA,213,1,0,FALSE,FALSE,FALSE
"MEIER, ROLF",spd,1987,"MEIER, ROLF_spd_1987_1",occ_1,gewerkschaftssekretär,gewerkschaftssekretär,71224,1114,NA,NA,NA,NA,HH,16,NA,0,1,FALSE,FALSE,FALSE
"MEINECKE, HANS PETER",spd,1987,"MEINECKE, HANS PETER_spd_1987_1",occ_1,kriminalbeamter,NA,NA,NA,NA,NA,NA,NA,NW,42,71,1,1,FALSE,FALSE,FALSE
"MEISTER, ROSEMARIE FRANZISKA",cdu_csu,1987,"MEISTER, ROSEMARIE FRANZISKA_cdu_csu_1987_1",occ_1,hausfrau,NA,NA,NA,NA,NA,NA,NA,NW,110,NA,0,1,FALSE,FALSE,FALSE
"MELSHEIMER, GRETL",spd,1987,"MELSHEIMER, GRETL_spd_1987_1",occ_1,hausfrau,NA,NA,NA,NA,NA,NA,NA,HE,75,NA,0,1,FALSE,FALSE,FALSE
"MELZER, HOLGER",greens,1987,"MELZER, HOLGER_greens_1987_1",occ_1,kommunikationswissenschaftler,kommunikationswissenschaftler,91244,2632,NA,NA,NA,NA,BY,29,NA,0,1,FALSE,FALSE,FALSE
"MENSCHING, EVA ANNELIESE",greens,1987,"MENSCHING, EVA ANNELIESE_greens_1987_1",occ_1,industriekauffrau,NA,NA,NA,NA,NA,NA,NA,NI,9,34,1,1,FALSE,FALSE,FALSE
"MENTZEN, ANNEGRET",spd,1987,"MENTZEN, ANNEGRET_spd_1987_1",occ_1,verwaltungsangestellte,verwaltungsangestellte r gehobener dienst,73203,3354,3359,3343,NA,NA,HB,5,NA,0,1,FALSE,FALSE,FALSE
"MENZE, FROHMUT",greens,1987,"MENZE, FROHMUT_greens_1987_1",occ_1,verleger,verleger trockenbau,33302,7123,NA,NA,NA,NA,NA,NA,177,1,0,FALSE,FALSE,FALSE
"MENZEL, HEINZ",spd,1987,"MENZEL, HEINZ_spd_1987_1",occ_1,gewerkschaftssekretär,gewerkschaftssekretär,71224,1114,NA,NA,NA,NA,NW,60,94,1,1,FALSE,FALSE,FALSE
"MERKEL, DR. HANS",cdu_csu,1987,"MERKEL, DR. HANS_cdu_csu_1987_1",occ_1,ministerialdirigent,ministerialdirigent,73294,1112,NA,NA,NA,NA,BY,42,NA,0,1,TRUE,TRUE,FALSE
"MEROD, FRANZ RUDOLF",fdp,1987,"MEROD, FRANZ RUDOLF_fdp_1987_1",occ_1,diplom psychologe,NA,NA,NA,NA,NA,NA,NA,RP,20,NA,0,1,FALSE,FALSE,FALSE
"MERSCHHAUS, REINHARD",greens,1987,"MERSCHHAUS, REINHARD_greens_1987_1",occ_1,studienrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,1,0,FALSE,FALSE,FALSE
"MERTEN, HORST",fdp,1987,"MERTEN, HORST_fdp_1987_1",occ_1,prokurist,prokurist,71104,1120,NA,NA,NA,NA,NA,NA,70,1,0,FALSE,FALSE,FALSE
"MERTENS, DR. FRANZ-JOSEF",spd,1987,"MERTENS, DR. FRANZ-JOSEF_spd_1987_1",occ_1,abteilungsleiter stadtsparkasse,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,1,0,FALSE,FALSE,FALSE
"MERTENS, JOHANNES",cdu_csu,1987,"MERTENS, JOHANNES_cdu_csu_1987_1",occ_1,oberstudiendirektor,NA,NA,NA,NA,NA,NA,NA,HH,11,NA,0,1,FALSE,FALSE,FALSE
"METZGER, OSWALD",greens,1987,"METZGER, OSWALD_greens_1987_1",occ_1,geschäftsführer,geschäftsführer,71104,1120,NA,NA,NA,NA,BW,8,196,1,1,FALSE,FALSE,FALSE
"MEYER ZU BENTRUP, DR. REINHARD",cdu_csu,1987,"MEYER ZU BENTRUP, DR. REINHARD_cdu_csu_1987_1",occ_1,diplomlandwirt,NA,NA,NA,NA,NA,NA,NA,NW,20,102,1,1,FALSE,FALSE,FALSE
"MEYER, DR. JUERGEN",spd,1987,"MEYER, DR. JUERGEN_spd_1987_1",occ_1,universitätsprofessor,NA,NA,NA,NA,NA,NA,NA,BW,28,195,1,1,FALSE,FALSE,FALSE
"MEYER, DR. JUERGEN",spd,1987,"MEYER, DR. JUERGEN_spd_1987_1",occ_2,rechtsanwalt,rechtsanwalt rechtsanwältin,73134,2611,NA,NA,NA,NA,BW,28,195,1,1,FALSE,FALSE,FALSE
"MEYER, HEINZ-WERNER",spd,1987,"MEYER, HEINZ-WERNER_spd_1987_1",occ_1,gewerkschaftsvorsitzender,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,1,0,FALSE,FALSE,FALSE
"MICHAELIS, THOMAS",cdu_csu,1987,"MICHAELIS, THOMAS_cdu_csu_1987_1",occ_1,referent,referent bildung,84404,2320,NA,NA,NA,NA,NW,113,NA,0,1,FALSE,FALSE,FALSE
"MICHEL, WOLF-RUEDIGER",cdu_csu,1987,"MICHEL, WOLF-RUEDIGER_cdu_csu_1987_1",occ_1,rechtsreferendar,NA,NA,NA,NA,NA,NA,NA,BW,45,NA,0,1,FALSE,FALSE,FALSE
"MICHELS, MEINOLF",cdu_csu,1987,"MICHELS, MEINOLF_cdu_csu_1987_1",occ_1,landwirt,landwirt,11102,6111,6130,NA,NA,NA,NA,NA,106,1,0,FALSE,FALSE,FALSE
"MIEHE, HARTMUT",spd,1987,"MIEHE, HARTMUT_spd_1987_1",occ_1,bundesbahnsekretär,NA,NA,NA,NA,NA,NA,NA,NI,59,NA,0,1,FALSE,FALSE,FALSE
"MILIUS, HUBERT",cdu_csu,1987,"MILIUS, HUBERT_cdu_csu_1987_1",occ_1,techniker,NA,NA,NA,NA,NA,NA,NA,SL,9,NA,0,1,FALSE,FALSE,FALSE
"MIMBERG, KLAUS-WERNER",greens,1987,"MIMBERG, KLAUS-WERNER_greens_1987_1",occ_1,oberstudienrat,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1,0,FALSE,FALSE,FALSE
"MINARZICK, ERNST",fdp,1987,"MINARZICK, ERNST_fdp_1987_1",occ_1,betriebsleiter,betriebsleiter bergbau,21194,1322,NA,NA,NA,NA,BY,26,NA,0,1,FALSE,FALSE,FALSE
"MISCHNICK, WOLFGANG",fdp,1987,"MISCHNICK, WOLFGANG_fdp_1987_1",occ_1,geschäftsführer,geschäftsführer,71104,1120,NA,NA,NA,NA,HE,1,138,1,1,FALSE,FALSE,FALSE
"MOELLER, DR. FRANZ",cdu_csu,1987,"MOELLER, DR. FRANZ_cdu_csu_1987_1",occ_1,rechtsanwalt,rechtsanwalt rechtsanwältin,73134,2611,NA,NA,NA,NA,NA,NA,65,1,0,FALSE,FALSE,FALSE
"MOELLER, KLAUS FRIEDRICH",greens,1987,"MOELLER, KLAUS FRIEDRICH_greens_1987_1",occ_1,redakteur,redakteur,92413,2641,2642,NA,NA,NA,NA,NA,144,1,0,FALSE,FALSE,FALSE
"MOELLER-JOOP, HORST",greens,1987,"MOELLER-JOOP, HORST_greens_1987_1",occ_1,diplom biologe,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,1,0,FALSE,FALSE,FALSE
"MOENKEBERG, KARLHEINZ",spd,1987,"MOENKEBERG, KARLHEINZ_spd_1987_1",occ_1,diplom ingenieur,NA,NA,NA,NA,NA,NA,NA,NI,54,NA,0,1,FALSE,FALSE,FALSE
"MOERS, NORBERT WERNER",cdu_csu,1987,"MOERS, NORBERT WERNER_cdu_csu_1987_1",occ_1,regierungsrat z a,NA,NA,NA,NA,NA,NA,NA,NW,116,NA,0,1,FALSE,FALSE,FALSE
"MOHNIKE, ERNST KONRAD",fdp,1987,"MOHNIKE, ERNST KONRAD_fdp_1987_1",occ_1,studienrat,NA,NA,NA,NA,NA,NA,NA,HH,8,17,1,1,FALSE,FALSE,FALSE
"MOLT, DR. WALTER",greens,1987,"MOLT, DR. WALTER_greens_1987_1",occ_1,akademischer direktor,NA,NA,NA,NA,NA,NA,NA,NA,NA,243,1,0,FALSE,FALSE,FALSE
"MOLT, DR. WALTER",greens,1987,"MOLT, DR. WALTER_greens_1987_1",occ_2,dozent verkehrswesen,NA,NA,NA,NA,NA,NA,NA,NA,NA,243,1,0,FALSE,FALSE,FALSE
"MOOSLER, HORST",fdp,1987,"MOOSLER, HORST_fdp_1987_1",occ_1,oberstudienrat,NA,NA,NA,NA,NA,NA,NA,NI,17,20,1,1,FALSE,FALSE,FALSE
"MORAWIETZ, ELISABETH KAETE HILDEGARD",spd,1987,"MORAWIETZ, ELISABETH KAETE HILDEGARD_spd_1987_1",occ_1,hausfrau,NA,NA,NA,NA,NA,NA,NA,RP,31,NA,0,1,FALSE,FALSE,FALSE
"MORAWIETZ, ELISABETH KAETE HILDEGARD",spd,1987,"MORAWIETZ, ELISABETH KAETE HILDEGARD_spd_1987_1",occ_2,historikerin,historikerin,91224,2633,NA,NA,NA,NA,RP,31,NA,0,1,FALSE,FALSE,FALSE
"MORGENSTERN, HANS DIETER",cdu_csu,1987,"MORGENSTERN, HANS DIETER_cdu_csu_1987_1",occ_1,kaufmann,kaufmann frau außenhandel,61212,5223,NA,NA,NA,NA,NW,38,104,1,1,FALSE,FALSE,FALSE
"MORLOK, SVEN",fdp,1987,"MORLOK, SVEN_fdp_1987_1",occ_1,student,NA,NA,NA,NA,NA,NA,NA,BW,37,NA,0,1,FALSE,FALSE,FALSE
"MORON, EDGAR RUEDIGER",spd,1987,"MORON, EDGAR RUEDIGER_spd_1987_1",occ_1,referent,referent bildung,84404,2320,NA,NA,NA,NA,NW,41,58,1,1,FALSE,FALSE,FALSE
"MOSCHNER, CHRISTOPH",cdu_csu,1987,"MOSCHNER, CHRISTOPH_cdu_csu_1987_1",occ_1,technischer angestellter,NA,NA,NA,NA,NA,NA,NA,RP,21,NA,0,1,FALSE,FALSE,FALSE
"MOSER, REINHARD",spd,1987,"MOSER, REINHARD_spd_1987_1",occ_1,betriebsrat,betriebsrat rätin,71234,1212,NA,NA,NA,NA,HE,72,NA,0,1,FALSE,FALSE,FALSE
"MUEHLENHARDT-JENTZ, KRISTIN",greens,1987,"MUEHLENHARDT-JENTZ, KRISTIN_greens_1987_1",occ_1,hausfrau,NA,NA,NA,NA,NA,NA,NA,BY,22,230,1,1,FALSE,FALSE,FALSE
"MUELLER, ALBRECHT",spd,1987,"MUELLER, ALBRECHT_spd_1987_1",occ_1,diplom volkswirt,NA,NA,NA,NA,NA,NA,NA,RP,12,161,1,1,FALSE,FALSE,FALSE
"MUELLER, ALFONS",cdu_csu,1987,"MUELLER, ALFONS_cdu_csu_1987_1",occ_1,geschäftsführer,geschäftsführer,71104,1120,NA,NA,NA,NA,NW,15,57,1,1,FALSE,FALSE,FALSE
"MUELLER, ANDREA",greens,1987,"MUELLER, ANDREA_greens_1987_1",occ_1,kinderpflegerin,kinderpflegerin,83112,2342,3412,NA,NA,NA,BY,24,NA,0,1,FALSE,FALSE,FALSE
"MUELLER, BRUNHILDE",fdp,1987,"MUELLER, BRUNHILDE_fdp_1987_1",occ_1,apothekenhelferin,apothekenhelferin,62412,5223,NA,NA,NA,NA,SL,3,NA,0,1,FALSE,FALSE,FALSE
