term,term_count,doc_count,rank,frequency
versicherungsangestellte,3,3,603,2.85932138772398e-4
verteidigung,3,3,604,2.85932138772398e-4
verwaltungsfachangestellter,3,3,605,2.85932138772398e-4
verwaltungsjurist,3,3,606,2.85932138772398e-4
verwaltungswissenschaftler,3,3,607,2.85932138772398e-4
vizepraesident,3,3,608,2.85932138772398e-4
vizepräsidentin,3,3,609,2.85932138772398e-4
volljurist,3,3,610,2.85932138772398e-4
volljuristin,3,3,611,2.85932138772398e-4
vorstandsmitglied,3,3,612,2.85932138772398e-4
völkerrechtlerin,3,3,613,2.85932138772398e-4
werbekauffrau,3,3,614,2.85932138772398e-4
wirtschafts,3,3,615,2.85932138772398e-4
wirtschaftsinformatikerin,3,3,616,2.85932138772398e-4
wirtschaftsprüfer,3,3,617,2.85932138772398e-4
wissenschaft,3,3,618,2.85932138772398e-4
wohnungswirtschaft,3,3,619,2.85932138772398e-4
zahntechnikermeister,3,3,620,2.85932138772398e-4
zahnärztin,3,3,621,2.85932138772398e-4
zeichner,3,3,622,2.85932138772398e-4
zeit,3,3,623,2.85932138772398e-4
zur,3,3,624,2.85932138772398e-4
öffentlichkeitsarbeit,3,3,625,2.85932138772398e-4
ökologin,3,3,626,2.85932138772398e-4
ökotrophologin,3,3,627,2.85932138772398e-4
abgeordnetenhauses,2,2,628,1.9062142584826535e-4
abiturient,2,2,629,1.9062142584826535e-4
agent,2,2,630,1.9062142584826535e-4
agrarwissenschaften,2,2,631,1.9062142584826535e-4
altenpfleger,2,2,632,1.9062142584826535e-4
altenpflegerin,2,2,633,1.9062142584826535e-4
amt,2,2,634,1.9062142584826535e-4
amtmann,2,2,635,1.9062142584826535e-4
amtsgerichtes,2,2,636,1.9062142584826535e-4
angehörigenpflegerin,2,2,637,1.9062142584826535e-4
anlagenbau,2,2,638,1.9062142584826535e-4
arbeitslos,2,2,639,1.9062142584826535e-4
arbeitsloser,2,2,640,1.9062142584826535e-4
arbeitssicherheit,2,2,641,1.9062142584826535e-4
arbeitstherapeut,2,2,642,1.9062142584826535e-4
arbeitsvermittler,2,2,643,1.9062142584826535e-4
aussenhandelskaufmann,2,2,644,1.9062142584826535e-4
aussenstellenleiter,2,2,645,1.9062142584826535e-4
baeckermeister,2,2,646,1.9062142584826535e-4
bankangestellte,2,2,647,1.9062142584826535e-4
bankangestellter,2,2,648,1.9062142584826535e-4
bankfachwirtin,2,2,649,1.9062142584826535e-4
bankier,2,2,650,1.9062142584826535e-4
bauschlossermeister,2,2,651,1.9062142584826535e-4
bda,2,2,652,1.9062142584826535e-4
bereichsleiter,2,2,653,1.9062142584826535e-4
bergfachs,2,2,654,1.9062142584826535e-4
bergwerksdirektor,2,2,655,1.9062142584826535e-4
berufsschullehrerin,2,2,656,1.9062142584826535e-4
betriebselektriker,2,2,657,1.9062142584826535e-4
betriebsrätin,2,2,658,1.9062142584826535e-4
betriebstechnik,2,2,659,1.9062142584826535e-4
beziehungen,2,2,660,1.9062142584826535e-4
bilanzbuchhalterin,2,2,661,1.9062142584826535e-4
bildhauer,2,2,662,1.9062142584826535e-4
bildhauerin,2,2,663,1.9062142584826535e-4
bildungsberater,2,2,664,1.9062142584826535e-4
biochemiker,2,2,665,1.9062142584826535e-4
biochemikerin,2,2,666,1.9062142584826535e-4
biolandwirt,2,2,667,1.9062142584826535e-4
biologie,2,2,668,1.9062142584826535e-4
biotechnologin,2,2,669,1.9062142584826535e-4
buch,2,2,670,1.9062142584826535e-4
buchdrucker,2,2,671,1.9062142584826535e-4
buchhalterin,2,2,672,1.9062142584826535e-4
buchhändlerin,2,2,673,1.9062142584826535e-4
bundesbahnbeamter,2,2,674,1.9062142584826535e-4
bundesbankamtsinspektor,2,2,675,1.9062142584826535e-4
bundesgeschaeftsfuehrer,2,2,676,1.9062142584826535e-4
bundesgeschäftsführer,2,2,677,1.9062142584826535e-4
bundesjustizministerin,2,2,678,1.9062142584826535e-4
bundesvorsitzender,2,2,679,1.9062142584826535e-4
bündnis,2,2,680,1.9062142584826535e-4
bürokommunikation,2,2,681,1.9062142584826535e-4
call,2,2,682,1.9062142584826535e-4
center,2,2,683,1.9062142584826535e-4
chefredakteur,2,2,684,1.9062142584826535e-4
chefredakteurin,2,2,685,1.9062142584826535e-4
chemikant,2,2,686,1.9062142584826535e-4
chemisch,2,2,687,1.9062142584826535e-4
chirurg,2,2,688,1.9062142584826535e-4
controller,2,2,689,1.9062142584826535e-4
damenschneidermeisterin,2,2,690,1.9062142584826535e-4
dioezesansekretaer,2,2,691,1.9062142584826535e-4
diplombetriebswirt,2,2,692,1.9062142584826535e-4
diplomingenieurökonom,2,2,693,1.9062142584826535e-4
diplomphysiker,2,2,694,1.9062142584826535e-4
diplompolitologe,2,2,695,1.9062142584826535e-4
diplomwirtschaftler,2,2,696,1.9062142584826535e-4
doktorandin,2,2,697,1.9062142584826535e-4
doplom,2,2,698,1.9062142584826535e-4
drucker,2,2,699,1.9062142584826535e-4
einer,2,2,700,1.9062142584826535e-4
elektrohandwerksmeister,2,2,701,1.9062142584826535e-4
elektrohauer,2,2,702,1.9062142584826535e-4
elektroinstallateur,2,2,703,1.9062142584826535e-4
elektromechaniker,2,2,704,1.9062142584826535e-4
elektroniker,2,2,705,1.9062142584826535e-4
elektrotechnikerin,2,2,706,1.9062142584826535e-4
energiewirtschaft,2,2,707,1.9062142584826535e-4
entwicklungsingenieur,2,2,708,1.9062142584826535e-4
eu,2,2,709,1.9062142584826535e-4
europawissenschaftlerin,2,2,710,1.9062142584826535e-4
europäischen,2,2,711,1.9062142584826535e-4
ev,2,2,712,1.9062142584826535e-4
evangelischer,2,2,713,1.9062142584826535e-4
eventmanager,2,2,714,1.9062142584826535e-4
exam,2,2,715,1.9062142584826535e-4
fa,2,2,716,1.9062142584826535e-4
fachangestellter,2,2,717,1.9062142584826535e-4
fachberaterin,2,2,718,1.9062142584826535e-4
fachhochschulprofessor,2,2,719,1.9062142584826535e-4
fachinformatiker,2,2,720,1.9062142584826535e-4
fachlehrer,2,2,721,1.9062142584826535e-4
fachschuldozent,2,2,722,1.9062142584826535e-4
fachschullehrer,2,2,723,1.9062142584826535e-4
fachverkäuferin,2,2,724,1.9062142584826535e-4
fahrlehrer,2,2,725,1.9062142584826535e-4
familienfrau,2,2,726,1.9062142584826535e-4
familientherapeut,2,2,727,1.9062142584826535e-4
feinwerktechnik,2,2,728,1.9062142584826535e-4
fernmeldemonteur,2,2,729,1.9062142584826535e-4
fernsehjournalist,2,2,730,1.9062142584826535e-4
fernsehtechniker,2,2,731,1.9062142584826535e-4
finanzberaterin,2,2,732,1.9062142584826535e-4
finanzbuchhalterin,2,2,733,1.9062142584826535e-4
finanzdienstleistungen,2,2,734,1.9062142584826535e-4
finanzfachwirt,2,2,735,1.9062142584826535e-4
finanzwirtschaftler,2,2,736,1.9062142584826535e-4
fleischwirtschaft,2,2,737,1.9062142584826535e-4
fondsmanager,2,2,738,1.9062142584826535e-4
forstdirektor,2,2,739,1.9062142584826535e-4
forstwirtschaft,2,2,740,1.9062142584826535e-4
fotografin,2,2,741,1.9062142584826535e-4
fraktionsgeschäftsführer,2,2,742,1.9062142584826535e-4
frauenheilkunde,2,2,743,1.9062142584826535e-4
fregattenkapitän,2,2,744,1.9062142584826535e-4
freiberufler,2,2,745,1.9062142584826535e-4
freischaffender,2,2,746,1.9062142584826535e-4
fremdsprachenassistentin,2,2,747,1.9062142584826535e-4
fremdsprachenlehrerin,2,2,748,1.9062142584826535e-4
fs,2,2,749,1.9062142584826535e-4
funkmechaniker,2,2,750,1.9062142584826535e-4
förderschullehrer,2,2,751,1.9062142584826535e-4
gartenbauingenieur,2,2,752,1.9062142584826535e-4
gartenbautechniker,2,2,753,1.9062142584826535e-4
gastronomin,2,2,754,1.9062142584826535e-4
gastwirt,2,2,755,1.9062142584826535e-4
geburtshilfe,2,2,756,1.9062142584826535e-4
geografin,2,2,757,1.9062142584826535e-4
geologe,2,2,758,1.9062142584826535e-4
geologin,2,2,759,1.9062142584826535e-4
germanistin,2,2,760,1.9062142584826535e-4
geschichte,2,2,761,1.9062142584826535e-4
geschäftsleiter,2,2,762,1.9062142584826535e-4
gesellschaftswissenschaftler,2,2,763,1.9062142584826535e-4
gesundheit,2,2,764,1.9062142584826535e-4
gewerbelehrer,2,2,765,1.9062142584826535e-4
gewerkschaftssekretaerin,2,2,766,1.9062142584826535e-4
glasermeister,2,2,767,1.9062142584826535e-4
gleichstellungsbeauftragte,2,2,768,1.9062142584826535e-4
goldschmiedin,2,2,769,1.9062142584826535e-4
grafik,2,2,770,1.9062142584826535e-4
grafikdesigner,2,2,771,1.9062142584826535e-4
graphiker,2,2,772,1.9062142584826535e-4
grundschulrektor,2,2,773,1.9062142584826535e-4
gymnasial,2,2,774,1.9062142584826535e-4
gymnastiklehrerin,2,2,775,1.9062142584826535e-4
hafenfacharbeiter,2,2,776,1.9062142584826535e-4
handelsfachwirt,2,2,777,1.9062142584826535e-4
handelslehrerin,2,2,778,1.9062142584826535e-4
hauptamtlicher,2,2,779,1.9062142584826535e-4
hauswirtschaftsleiterin,2,2,780,1.9062142584826535e-4
hauswirtschaftsmeisterin,2,2,781,1.9062142584826535e-4
hebamme,2,2,782,1.9062142584826535e-4
heilerziehungspfleger,2,2,783,1.9062142584826535e-4
heilpraktiker,2,2,784,1.9062142584826535e-4
heilpraktikerin,2,2,785,1.9062142584826535e-4
heilpädagogin,2,2,786,1.9062142584826535e-4
hessischen,2,2,787,1.9062142584826535e-4
hochbautechniker,2,2,788,1.9062142584826535e-4
hochschulagraringenieur,2,2,789,1.9062142584826535e-4
hochschuldienst,2,2,790,1.9062142584826535e-4
hochschule,2,2,791,1.9062142584826535e-4
hochschullehrerin,2,2,792,1.9062142584826535e-4
hochschulmitarbeiter,2,2,793,1.9062142584826535e-4
hotel,2,2,794,1.9062142584826535e-4
hotelkaufmann,2,2,795,1.9062142584826535e-4
händler,2,2,796,1.9062142584826535e-4
immobilienkaufmann,2,2,797,1.9062142584826535e-4
immobilienmaklerin,2,2,798,1.9062142584826535e-4
industrie,2,2,799,1.9062142584826535e-4
industriemeister,2,2,800,1.9062142584826535e-4
infektiologie,2,2,801,1.9062142584826535e-4
informatik,2,2,802,1.9062142584826535e-4
informationsverwaltung,2,2,803,1.9062142584826535e-4
ingenieurpädagoge,2,2,804,1.9062142584826535e-4
ingenieurökonom,2,2,805,1.9062142584826535e-4
ingenieurökonomin,2,2,806,1.9062142584826535e-4
innern,2,2,807,1.9062142584826535e-4
installateurmeister,2,2,808,1.9062142584826535e-4
internist,2,2,809,1.9062142584826535e-4
islamwissenschaftlerin,2,2,810,1.9062142584826535e-4
jugendlichenpsychotherapeutin,2,2,811,1.9062142584826535e-4
keramikerin,2,2,812,1.9062142584826535e-4
kinderkrankenschwester,2,2,813,1.9062142584826535e-4
kinderpflegerin,2,2,814,1.9062142584826535e-4
kirchlicher,2,2,815,1.9062142584826535e-4
klassischer,2,2,816,1.9062142584826535e-4
klempner,2,2,817,1.9062142584826535e-4
koblenz,2,2,818,1.9062142584826535e-4
kommissar,2,2,819,1.9062142584826535e-4
kommunikationsberaterin,2,2,820,1.9062142584826535e-4
kommunikationsmanagerin,2,2,821,1.9062142584826535e-4
kommunikationswissenschaftler,2,2,822,1.9062142584826535e-4
konrektor,2,2,823,1.9062142584826535e-4
konrektorin,2,2,824,1.9062142584826535e-4
konstrukteur,2,2,825,1.9062142584826535e-4
koordinator,2,2,826,1.9062142584826535e-4
kraftfahrzeugmechaniker,2,2,827,1.9062142584826535e-4
kreisdirektor,2,2,828,1.9062142584826535e-4
kreisgeschäftsführer,2,2,829,1.9062142584826535e-4
kreisrat,2,2,830,1.9062142584826535e-4
kreisvorsitzender,2,2,831,1.9062142584826535e-4
kriminaloberkommissar,2,2,832,1.9062142584826535e-4
kriminaloberrat,2,2,833,1.9062142584826535e-4
kulturmanagerin,2,2,834,1.9062142584826535e-4
kunsthändler,2,2,835,1.9062142584826535e-4
lackierer,2,2,836,1.9062142584826535e-4
landesbeamter,2,2,837,1.9062142584826535e-4
landesgeschaeftsfuehrer,2,2,838,1.9062142584826535e-4
landesminister,2,2,839,1.9062142584826535e-4
landesregierung,2,2,840,1.9062142584826535e-4
landmaschinenmechaniker,2,2,841,1.9062142584826535e-4
landschaftsarchitekt,2,2,842,1.9062142584826535e-4
landschaftsarchitektin,2,2,843,1.9062142584826535e-4
landschaftsplaner,2,2,844,1.9062142584826535e-4
landtag,2,2,845,1.9062142584826535e-4
landtagsfraktion,2,2,846,1.9062142584826535e-4
landtechnik,2,2,847,1.9062142584826535e-4
landwirtin,2,2,848,1.9062142584826535e-4
landwirtschaft,2,2,849,1.9062142584826535e-4
lebensmitteltechnologie,2,2,850,1.9062142584826535e-4
lebensmitteltechnologin,2,2,851,1.9062142584826535e-4
lektor,2,2,852,1.9062142584826535e-4
lektorin,2,2,853,1.9062142584826535e-4
literaturhistoriker,2,2,854,1.9062142584826535e-4
ll,2,2,855,1.9062142584826535e-4
luft,2,2,856,1.9062142584826535e-4
ländlichen,2,2,857,1.9062142584826535e-4
marketingberaterin,2,2,858,1.9062142584826535e-4
marketingfachmann,2,2,859,1.9062142584826535e-4
maschinenbauer,2,2,860,1.9062142584826535e-4
mathematik,2,2,861,1.9062142584826535e-4
mdbb,2,2,862,1.9062142584826535e-4
mdhb,2,2,863,1.9062142584826535e-4
mechanikermeister,2,2,864,1.9062142584826535e-4
mechatronik,2,2,865,1.9062142584826535e-4
mediator,2,2,866,1.9062142584826535e-4
medizinpädagoge,2,2,867,1.9062142584826535e-4
medizintechniker,2,2,868,1.9062142584826535e-4
meteorologe,2,2,869,1.9062142584826535e-4
metzgermeister,2,2,870,1.9062142584826535e-4
ministerialdirektor,2,2,871,1.9062142584826535e-4
ministerpraesident,2,2,872,1.9062142584826535e-4
ministerpräsident,2,2,873,1.9062142584826535e-4
monteur,2,2,874,1.9062142584826535e-4
muellermeister,2,2,875,1.9062142584826535e-4
nachrichtentechniker,2,2,876,1.9062142584826535e-4
nat,2,2,877,1.9062142584826535e-4
naturparkleiter,2,2,878,1.9062142584826535e-4
nervenarzt,2,2,879,1.9062142584826535e-4
netzwerkadministrator,2,2,880,1.9062142584826535e-4
o,2,2,881,1.9062142584826535e-4
oberarzt,2,2,882,1.9062142584826535e-4
oberbürgermeister,2,2,883,1.9062142584826535e-4
oberin,2,2,884,1.9062142584826535e-4
oberinspektor,2,2,885,1.9062142584826535e-4
oberlehrer,2,2,886,1.9062142584826535e-4
obersekretaer,2,2,887,1.9062142584826535e-4
offizier,2,2,888,1.9062142584826535e-4
op,2,2,889,1.9062142584826535e-4
ordentlicher,2,2,890,1.9062142584826535e-4
organisationsberater,2,2,891,1.9062142584826535e-4
ozeanograph,2,2,892,1.9062142584826535e-4
paedagogischer,2,2,893,1.9062142584826535e-4
parlaments,2,2,894,1.9062142584826535e-4
parteivorsitzende,2,2,895,1.9062142584826535e-4
pastorin,2,2,896,1.9062142584826535e-4
personal,2,2,897,1.9062142584826535e-4
personalberater,2,2,898,1.9062142584826535e-4
personalberaterin,2,2,899,1.9062142584826535e-4
pfarrdiakon,2,2,900,1.9062142584826535e-4
pflegeberufe,2,2,901,1.9062142584826535e-4
pharmabereichsleiter,2,2,902,1.9062142584826535e-4
pharmazeutisch,2,2,903,1.9062142584826535e-4
philologin,2,2,904,1.9062142584826535e-4
physikalisch,2,2,905,1.9062142584826535e-4
physikochemiker,2,2,906,1.9062142584826535e-4
politiker,2,2,907,1.9062142584826535e-4
politikwissenschaften,2,2,908,1.9062142584826535e-4
polizeibeamtin,2,2,909,1.9062142584826535e-4
polizeidirektor,2,2,910,1.9062142584826535e-4
postoberinspektor,2,2,911,1.9062142584826535e-4
privatdozent,2,2,912,1.9062142584826535e-4
programmierer,2,2,913,1.9062142584826535e-4
programmiererin,2,2,914,1.9062142584826535e-4
projektentwickler,2,2,915,1.9062142584826535e-4
projektkoordinatorin,2,2,916,1.9062142584826535e-4
psychotherapeut,2,2,917,1.9062142584826535e-4
publizistin,2,2,918,1.9062142584826535e-4
päd,2,2,919,1.9062142584826535e-4
radiologe,2,2,920,1.9062142584826535e-4
radiologie,2,2,921,1.9062142584826535e-4
raffinerieleiter,2,2,922,1.9062142584826535e-4
raumausstattermeister,2,2,923,1.9062142584826535e-4
raumplaner,2,2,924,1.9062142584826535e-4
realschulkonrektor,2,2,925,1.9062142584826535e-4
realschulrektor,2,2,926,1.9062142584826535e-4
recht,2,2,927,1.9062142584826535e-4
rechtanwalt,2,2,928,1.9062142584826535e-4
rechtsanwaeltin,2,2,929,1.9062142584826535e-4
rechtsanwalts,2,2,930,1.9062142584826535e-4
rechtsanwaltsgehilfin,2,2,931,1.9062142584826535e-4
rechtsreferendar,2,2,932,1.9062142584826535e-4
referendarin,2,2,933,1.9062142584826535e-4
regensburg,2,2,934,1.9062142584826535e-4
regierender,2,2,935,1.9062142584826535e-4
regierungsangestellter,2,2,936,1.9062142584826535e-4
regierungsbeamter,2,2,937,1.9062142584826535e-4
regierungsoberrat,2,2,938,1.9062142584826535e-4
regionalplanung,2,2,939,1.9062142584826535e-4
rehabilitationsberater,2,2,940,1.9062142584826535e-4
reiseverkehrskaufmann,2,2,941,1.9062142584826535e-4
religionslehrerin,2,2,942,1.9062142584826535e-4
religionspädagoge,2,2,943,1.9062142584826535e-4
rentnerin,2,2,944,1.9062142584826535e-4
restaurantfachmann,2,2,945,1.9062142584826535e-4
rettungsassistent,2,2,946,1.9062142584826535e-4
rundfunkredakteur,2,2,947,1.9062142584826535e-4
schauspieler,2,2,948,1.9062142584826535e-4
schlosserin,2,2,949,1.9062142584826535e-4
schornsteinfegermeister,2,2,950,1.9062142584826535e-4
schulen,2,2,951,1.9062142584826535e-4
schulleiterin,2,2,952,1.9062142584826535e-4
schweisser,2,2,953,1.9062142584826535e-4
schüler,2,2,954,1.9062142584826535e-4
sekretärin,2,2,955,1.9062142584826535e-4
selbstaendig,2,2,956,1.9062142584826535e-4
sicherheitsberater,2,2,957,1.9062142584826535e-4
slawistin,2,2,958,1.9062142584826535e-4
softwareingenieur,2,2,959,1.9062142584826535e-4
sonder,2,2,960,1.9062142584826535e-4
sonderpädagogik,2,2,961,1.9062142584826535e-4
sonderschulleiterin,2,2,962,1.9062142584826535e-4
sonderschulpädagogin,2,2,963,1.9062142584826535e-4
sozialgericht,2,2,964,1.9062142584826535e-4
sozialwirtin,2,2,965,1.9062142584826535e-4
sparkassen,2,2,966,1.9062142584826535e-4
sparkassenbetriebswirt,2,2,967,1.9062142584826535e-4
spd,2,2,968,1.9062142584826535e-4
sportjournalist,2,2,969,1.9062142584826535e-4
sporttherapeut,2,2,970,1.9062142584826535e-4
sprachwissenschaftler,2,2,971,1.9062142584826535e-4
staatsekretär,2,2,972,1.9062142584826535e-4
staatswissenschaftler,2,2,973,1.9062142584826535e-4
stadtamtmann,2,2,974,1.9062142584826535e-4
stadtoberinspektor,2,2,975,1.9062142584826535e-4
stadtplanerin,2,2,976,1.9062142584826535e-4
stadträtin,2,2,977,1.9062142584826535e-4
stadtverwaltungsrat,2,2,978,1.9062142584826535e-4
staedtischen,2,2,979,1.9062142584826535e-4
stahlbetonbauer,2,2,980,1.9062142584826535e-4
starkstromelektriker,2,2,981,1.9062142584826535e-4
statistiker,2,2,982,1.9062142584826535e-4
steinmetz,2,2,983,1.9062142584826535e-4
stellvertretende,2,2,984,1.9062142584826535e-4
steuerfachangestellte,2,2,985,1.9062142584826535e-4
steuerjurist,2,2,986,1.9062142584826535e-4
steuerrecht,2,2,987,1.9062142584826535e-4
straßenbahnfahrer,2,2,988,1.9062142584826535e-4
straßenbau,2,2,989,1.9062142584826535e-4
studienassessor,2,2,990,1.9062142584826535e-4
studiendirektorin,2,2,991,1.9062142584826535e-4
studienreferendar,2,2,992,1.9062142584826535e-4
städt,2,2,993,1.9062142584826535e-4
supervisor,2,2,994,1.9062142584826535e-4
systemadministrator,2,2,995,1.9062142584826535e-4
systemanalytikerin,2,2,996,1.9062142584826535e-4
tanz,2,2,997,1.9062142584826535e-4
textil,2,2,998,1.9062142584826535e-4
th,2,2,999,1.9062142584826535e-4
theologie,2,2,1000,1.9062142584826535e-4
tischlerin,2,2,1001,1.9062142584826535e-4
tourismusfachwirt,2,2,1002,1.9062142584826535e-4
touristik,2,2,1003,1.9062142584826535e-4
umschüler,2,2,1004,1.9062142584826535e-4
umweltberater,2,2,1005,1.9062142584826535e-4
umweltdezernent,2,2,1006,1.9062142584826535e-4
umweltingenieur,2,2,1007,1.9062142584826535e-4
umwelttechnik,2,2,1008,1.9062142584826535e-4
universitaetsprofessorin,2,2,1009,1.9062142584826535e-4
verbandsdirektor,2,2,1010,1.9062142584826535e-4
verkaufsberater,2,2,1011,1.9062142584826535e-4
verkehr,2,2,1012,1.9062142584826535e-4
verkehrsplanung,2,2,1013,1.9062142584826535e-4
verkehrswesen,2,2,1014,1.9062142584826535e-4
verkehrswissenschaftler,2,2,1015,1.9062142584826535e-4
verlags,2,2,1016,1.9062142584826535e-4
verlagslektor,2,2,1017,1.9062142584826535e-4
versicherungsfachwirt,2,2,1018,1.9062142584826535e-4
versicherungskauffrau,2,2,1019,1.9062142584826535e-4
versicherungsmakler,2,2,1020,1.9062142584826535e-4
vertriebsbeauftragter,2,2,1021,1.9062142584826535e-4
vertriebsmanager,2,2,1022,1.9062142584826535e-4
vertriebsmitarbeiter,2,2,1023,1.9062142584826535e-4
verwaltungs,2,2,1024,1.9062142584826535e-4
verwaltungsamtmann,2,2,1025,1.9062142584826535e-4
verwaltungsangestellter,2,2,1026,1.9062142584826535e-4
verwaltungsbeamter,2,2,1027,1.9062142584826535e-4
verwaltungsfachwirtin,2,2,1028,1.9062142584826535e-4
verwaltungsraetin,2,2,1029,1.9062142584826535e-4
verwaltungsrat,2,2,1030,1.9062142584826535e-4
volks,2,2,1031,1.9062142584826535e-4
volkswirtschaftslehre,2,2,1032,1.9062142584826535e-4
vorstand,2,2,1033,1.9062142584826535e-4
wasserinstallateur,2,2,1034,1.9062142584826535e-4
webdesigner,2,2,1035,1.9062142584826535e-4
webentwickler,2,2,1036,1.9062142584826535e-4
werbegrafiker,2,2,1037,1.9062142584826535e-4
wirtschaftler,2,2,1038,1.9062142584826535e-4
wirtschaftsinformatiker,2,2,1039,1.9062142584826535e-4
wirtschaftsjournalist,2,2,1040,1.9062142584826535e-4
wirtschaftspruefer,2,2,1041,1.9062142584826535e-4
wirtschaftsprüferin,2,2,1042,1.9062142584826535e-4
wirtschaftspädagoge,2,2,1043,1.9062142584826535e-4
wirtschaftswissenschaften,2,2,1044,1.9062142584826535e-4
wohnungswirtschaftskaufmann,2,2,1045,1.9062142584826535e-4
zahnarzt,2,2,1046,1.9062142584826535e-4
zahntechnikerin,2,2,1047,1.9062142584826535e-4
zerspaner,2,2,1048,1.9062142584826535e-4
zerspanungsfacharbeiter,2,2,1049,1.9062142584826535e-4
zimmerermeister,2,2,1050,1.9062142584826535e-4
zollbeamter,2,2,1051,1.9062142584826535e-4
zt,2,2,1052,1.9062142584826535e-4
zweiter,2,2,1053,1.9062142584826535e-4
öffentliches,2,2,1054,1.9062142584826535e-4
abbe,1,1,1055,9.531071292413267e-5
abgeordnetenassistentin,1,1,1056,9.531071292413267e-5
abgeordnetenbüros,1,1,1057,9.531071292413267e-5
abgeordnetenmitarbeiter,1,1,1058,9.531071292413267e-5
abgeordnetenmitarbeiterin,1,1,1059,9.531071292413267e-5
abgeordnetenreferent,1,1,1060,9.531071292413267e-5
abiturientin,1,1,1061,9.531071292413267e-5
abm,1,1,1062,9.531071292413267e-5
abteilungsdirektor,1,1,1063,9.531071292413267e-5
abteilungsdirektorin,1,1,1064,9.531071292413267e-5
abteilungsleiterin,1,1,1065,9.531071292413267e-5
abteilungssteiger,1,1,1066,9.531071292413267e-5
abwassermeister,1,1,1067,9.531071292413267e-5
abwassermeisterin,1,1,1068,9.531071292413267e-5
account,1,1,1069,9.531071292413267e-5
accountmanager,1,1,1070,9.531071292413267e-5
accountmanagerin,1,1,1071,9.531071292413267e-5
adenauer,1,1,1072,9.531071292413267e-5
aerztin,1,1,1073,9.531071292413267e-5
afrikawissenschaftler,1,1,1074,9.531071292413267e-5
agraringenieurökonom,1,1,1075,9.531071292413267e-5
agrarmeteorologin,1,1,1076,9.531071292413267e-5
agrarwissenschaftler,1,1,1077,9.531071292413267e-5
agrarwissenschaftlerin,1,1,1078,9.531071292413267e-5
agrarökonom,1,1,1079,9.531071292413267e-5
agrochemieingenieur,1,1,1080,9.531071292413267e-5
agrochemiker,1,1,1081,9.531071292413267e-5
agrotechnikerin,1,1,1082,9.531071292413267e-5
akad,1,1,1083,9.531071292413267e-5
akadem,1,1,1084,9.531071292413267e-5
akademie,1,1,1085,9.531071292413267e-5
akademiedirektor,1,1,1086,9.531071292413267e-5
akademieleiter,1,1,1087,9.531071292413267e-5
akquisiteur,1,1,1088,9.531071292413267e-5
allgemeinarzt,1,1,1089,9.531071292413267e-5
allgemeiner,1,1,1090,9.531071292413267e-5
allgemeinmedizien,1,1,1091,9.531071292413267e-5
allgemeinmediziner,1,1,1092,9.531071292413267e-5
allgemeinärztin,1,1,1093,9.531071292413267e-5
alten,1,1,1094,9.531071292413267e-5
altenhilfereferent,1,1,1095,9.531071292413267e-5
altenpflegefachkraft,1,1,1096,9.531071292413267e-5
altenpflegehelfer,1,1,1097,9.531071292413267e-5
altentherapeutin,1,1,1098,9.531071292413267e-5
altersversorgung,1,1,1099,9.531071292413267e-5
altersvorsorge,1,1,1100,9.531071292413267e-5
amtes,1,1,1101,9.531071292413267e-5
amtsanwalt,1,1,1102,9.531071292413267e-5
amtsdirektorin,1,1,1103,9.531071292413267e-5
amtsgerichtsdirektor,1,1,1104,9.531071292413267e-5
amtsinspektor,1,1,1105,9.531071292413267e-5
amtsleiter,1,1,1106,9.531071292413267e-5
amtstierarzt,1,1,1107,9.531071292413267e-5
anaesthesie,1,1,1108,9.531071292413267e-5
analyst,1,1,1109,9.531071292413267e-5
anerkannter,1,1,1110,9.531071292413267e-5
angaben,1,1,1111,9.531071292413267e-5
angestelltenverhältnis,1,1,1112,9.531071292413267e-5
angstellter,1,1,1113,9.531071292413267e-5
anlageberater,1,1,1114,9.531071292413267e-5
anlagen,1,1,1115,9.531071292413267e-5
anstellung,1,1,1116,9.531071292413267e-5
antiken,1,1,1117,9.531071292413267e-5
antiquarin,1,1,1118,9.531071292413267e-5
antiquitätenhändler,1,1,1119,9.531071292413267e-5
antiquitätenkaufmann,1,1,1120,9.531071292413267e-5
anwaerterin,1,1,1121,9.531071292413267e-5
anwältin,1,1,1122,9.531071292413267e-5
anästhesiologie,1,1,1123,9.531071292413267e-5
apothekenhelferin,1,1,1124,9.531071292413267e-5
apparatebau,1,1,1125,9.531071292413267e-5
arbeiter,1,1,1126,9.531071292413267e-5
arbeiterin,1,1,1127,9.531071292413267e-5
arbeiterwohlfahrt,1,1,1128,9.531071292413267e-5
arbeitsberater,1,1,1129,9.531071292413267e-5
arbeitsgestaltung,1,1,1130,9.531071292413267e-5
arbeitsplanung,1,1,1131,9.531071292413267e-5
arbeitspädagoge,1,1,1132,9.531071292413267e-5
arbeitssuchend,1,1,1133,9.531071292413267e-5
arbeitsvermittlerin,1,1,1134,9.531071292413267e-5
arch,1,1,1135,9.531071292413267e-5
archivar,1,1,1136,9.531071292413267e-5
archivarin,1,1,1137,9.531071292413267e-5
archivdirektor,1,1,1138,9.531071292413267e-5
archäologe,1,1,1139,9.531071292413267e-5
armutsbekämpfung,1,1,1140,9.531071292413267e-5
arztsekretärin,1,1,1141,9.531071292413267e-5
assistenz,1,1,1142,9.531071292413267e-5
