term,term_count,doc_count,rank,frequency
assistenzarzt,1,1,1143,9.531071292413267e-5
associate,1,1,1144,9.531071292413267e-5
aufnahmeleiter,1,1,1145,9.531071292413267e-5
aufzugbau,1,1,1146,9.531071292413267e-5
augenarzt,1,1,1147,9.531071292413267e-5
augenoptikermeister,1,1,1148,9.531071292413267e-5
auktionator,1,1,1149,9.531071292413267e-5
ausbildungsleiter,1,1,1150,9.531071292413267e-5
ausbildungsmeister,1,1,1151,9.531071292413267e-5
ausland,1,1,1152,9.531071292413267e-5
auslandsgesellschaft,1,1,1153,9.531071292413267e-5
auslandskorrespondentin,1,1,1154,9.531071292413267e-5
auslandsreporter,1,1,1155,9.531071292413267e-5
aussendienstmitarbeiter,1,1,1156,9.531071292413267e-5
auszubildende,1,1,1157,9.531071292413267e-5
autolackierer,1,1,1158,9.531071292413267e-5
automatisierung,1,1,1159,9.531071292413267e-5
automatisierungstechniker,1,1,1160,9.531071292413267e-5
automechaniker,1,1,1161,9.531071292413267e-5
automobilhändler,1,1,1162,9.531071292413267e-5
automobilkaufmann,1,1,1163,9.531071292413267e-5
automobilverkäufer,1,1,1164,9.531071292413267e-5
außendienstangestellter,1,1,1165,9.531071292413267e-5
außendienstmitarbeiter,1,1,1166,9.531071292413267e-5
außenhandel,1,1,1167,9.531071292413267e-5
außenhandelskauffrau,1,1,1168,9.531071292413267e-5
außenhandelswirtschaftlerin,1,1,1169,9.531071292413267e-5
außenstellenleiter,1,1,1170,9.531071292413267e-5
bachelor,1,1,1171,9.531071292413267e-5
bademeister,1,1,1172,9.531071292413267e-5
baden,1,1,1173,9.531071292413267e-5
baeuerin,1,1,1174,9.531071292413267e-5
bafin,1,1,1175,9.531071292413267e-5
bahnangestellter,1,1,1176,9.531071292413267e-5
bank,1,1,1177,9.531071292413267e-5
bankbetriebswirtin,1,1,1178,9.531071292413267e-5
bankdirektor,1,1,1179,9.531071292413267e-5
bankvorstand,1,1,1180,9.531071292413267e-5
baubiologe,1,1,1181,9.531071292413267e-5
bauernverband,1,1,1182,9.531071292413267e-5
bauleiter,1,1,1183,9.531071292413267e-5
bausachverstaendiger,1,1,1184,9.531071292413267e-5
baustofftechnologie,1,1,1185,9.531071292413267e-5
bautechnikerin,1,1,1186,9.531071292413267e-5
baw,1,1,1187,9.531071292413267e-5
bayer,1,1,1188,9.531071292413267e-5
bayerischen,1,1,1189,9.531071292413267e-5
bayerischer,1,1,1190,9.531071292413267e-5
beamte,1,1,1191,9.531071292413267e-5
bedachungsartikel,1,1,1192,9.531071292413267e-5
behindertenbeauftragte,1,1,1193,9.531071292413267e-5
beratung,1,1,1194,9.531071292413267e-5
berg,1,1,1195,9.531071292413267e-5
berga,1,1,1196,9.531071292413267e-5
bergbau,1,1,1197,9.531071292413267e-5
bergbauingenieur,1,1,1198,9.531071292413267e-5
bergbeamter,1,1,1199,9.531071292413267e-5
bergmann,1,1,1200,9.531071292413267e-5
bergrat,1,1,1201,9.531071292413267e-5
beriebswirtin,1,1,1202,9.531071292413267e-5
berlin,1,1,1203,9.531071292413267e-5
berliner,1,1,1204,9.531071292413267e-5
bertriebsschlosserin,1,1,1205,9.531071292413267e-5
berufsakademie,1,1,1206,9.531071292413267e-5
berufsberaterin,1,1,1207,9.531071292413267e-5
berufsbetreuer,1,1,1208,9.531071292413267e-5
berufsbildenden,1,1,1209,9.531071292413267e-5
berufschullehrerin,1,1,1210,9.531071292413267e-5
berufsförderungswerk,1,1,1211,9.531071292413267e-5
berufskolleg,1,1,1212,9.531071292413267e-5
berufskraftfahrer,1,1,1213,9.531071292413267e-5
berufsmäßiger,1,1,1214,9.531071292413267e-5
berufsoberschule,1,1,1215,9.531071292413267e-5
berufsoffizier,1,1,1216,9.531071292413267e-5
berufspilot,1,1,1217,9.531071292413267e-5
berufspädagoge,1,1,1218,9.531071292413267e-5
berufspädagogin,1,1,1219,9.531071292413267e-5
berufsschuhllehrer,1,1,1220,9.531071292413267e-5
berufsschulleiter,1,1,1221,9.531071292413267e-5
beschaeftigungs,1,1,1222,9.531071292413267e-5
bestatter,1,1,1223,9.531071292413267e-5
bestellter,1,1,1224,9.531071292413267e-5
beteiligungsmanager,1,1,1225,9.531071292413267e-5
beteuungsbeauftragter,1,1,1226,9.531071292413267e-5
betonbauer,1,1,1227,9.531071292413267e-5
betonbauermeister,1,1,1228,9.531071292413267e-5
betonbaumeister,1,1,1229,9.531071292413267e-5
betonhandwerk,1,1,1230,9.531071292413267e-5
betreuer,1,1,1231,9.531071292413267e-5
betreuerin,1,1,1232,9.531071292413267e-5
betrieb,1,1,1233,9.531071292413267e-5
betriebl,1,1,1234,9.531071292413267e-5
betriebliche,1,1,1235,9.531071292413267e-5
betriebseisenbahner,1,1,1236,9.531071292413267e-5
betriebsmittelplaner,1,1,1237,9.531071292413267e-5
betriebsratsmanagement,1,1,1238,9.531071292413267e-5
betriebsratsmitglied,1,1,1239,9.531071292413267e-5
betriebsratsvorsitzende,1,1,1240,9.531071292413267e-5
betriebsratvorsitzende,1,1,1241,9.531071292413267e-5
betriebsratvorsitzender,1,1,1242,9.531071292413267e-5
betriebsschlosserin,1,1,1243,9.531071292413267e-5
betriebswirtschaft,1,1,1244,9.531071292413267e-5
betriebswirtschaftler,1,1,1245,9.531071292413267e-5
betriebsökonom,1,1,1246,9.531071292413267e-5
bevollmaechtigter,1,1,1247,9.531071292413267e-5
bewährungshelfer,1,1,1248,9.531071292413267e-5
bewährungshelferin,1,1,1249,9.531071292413267e-5
bezirks,1,1,1250,9.531071292413267e-5
bezirksamtsleiter,1,1,1251,9.531071292413267e-5
bezirksdirektor,1,1,1252,9.531071292413267e-5
bezirksgeschäftsführer,1,1,1253,9.531071292413267e-5
bezirksjugendreferent,1,1,1254,9.531071292413267e-5
bezirksschornsteinfegermeister,1,1,1255,9.531071292413267e-5
bezirksstadträtin,1,1,1256,9.531071292413267e-5
bfs,1,1,1257,9.531071292413267e-5
bgs,1,1,1258,9.531071292413267e-5
bibliothek,1,1,1259,9.531071292413267e-5
bibliothekar,1,1,1260,9.531071292413267e-5
bibliothekarsinspektor,1,1,1261,9.531071292413267e-5
bilanzbuchhalter,1,1,1262,9.531071292413267e-5
bild,1,1,1263,9.531071292413267e-5
bildner,1,1,1264,9.531071292413267e-5
bildungsarbeiter,1,1,1265,9.531071292413267e-5
bildungsbeauftragter,1,1,1266,9.531071292413267e-5
bildungsforschung,1,1,1267,9.531071292413267e-5
bildungsreferent,1,1,1268,9.531071292413267e-5
bildungsreferentin,1,1,1269,9.531071292413267e-5
bildungszentrum,1,1,1270,9.531071292413267e-5
billing,1,1,1271,9.531071292413267e-5
binnenhandelsökonom,1,1,1272,9.531071292413267e-5
biolandberater,1,1,1273,9.531071292413267e-5
biologielaborant,1,1,1274,9.531071292413267e-5
biologisch,1,1,1275,9.531071292413267e-5
biomüller,1,1,1276,9.531071292413267e-5
biostatistiker,1,1,1277,9.531071292413267e-5
bmbf,1,1,1278,9.531071292413267e-5
bohringenieur,1,1,1279,9.531071292413267e-5
bootsbauerin,1,1,1280,9.531071292413267e-5
bootsmann,1,1,1281,9.531071292413267e-5
branche,1,1,1282,9.531071292413267e-5
branchen,1,1,1283,9.531071292413267e-5
brandenburg,1,1,1284,9.531071292413267e-5
brauereikaufmann,1,1,1285,9.531071292413267e-5
breitband,1,1,1286,9.531071292413267e-5
briefmarkenhändler,1,1,1287,9.531071292413267e-5
briefzusteller,1,1,1288,9.531071292413267e-5
bronzegiesser,1,1,1289,9.531071292413267e-5
buchbinderin,1,1,1290,9.531071292413267e-5
buchdruckermeister,1,1,1291,9.531071292413267e-5
buchhaendler,1,1,1292,9.531071292413267e-5
buchhaendlerin,1,1,1293,9.531071292413267e-5
buchhalter,1,1,1294,9.531071292413267e-5
buchprüfer,1,1,1295,9.531071292413267e-5
budestages,1,1,1296,9.531071292413267e-5
buerokaufmann,1,1,1297,9.531071292413267e-5
bueroleiterin,1,1,1298,9.531071292413267e-5
bundesagentur,1,1,1299,9.531071292413267e-5
bundesaußenminister,1,1,1300,9.531071292413267e-5
bundesbahnamtmann,1,1,1301,9.531071292413267e-5
bundesbahndirektor,1,1,1302,9.531071292413267e-5
bundesbahnoberinspektor,1,1,1303,9.531071292413267e-5
bundesbankdirektor,1,1,1304,9.531071292413267e-5
bundesbeamter,1,1,1305,9.531071292413267e-5
bundesbeauftagter,1,1,1306,9.531071292413267e-5
bundesbetriebsprüfer,1,1,1307,9.531071292413267e-5
bundesdienst,1,1,1308,9.531071292413267e-5
bundesfinanzminister,1,1,1309,9.531071292413267e-5
bundesgerichtshof,1,1,1310,9.531071292413267e-5
bundesgeschäftsleiter,1,1,1311,9.531071292413267e-5
bundesgesundheitsministerin,1,1,1312,9.531071292413267e-5
bundesinnenminister,1,1,1313,9.531071292413267e-5
bundespatentgericht,1,1,1314,9.531071292413267e-5
bundespolizist,1,1,1315,9.531071292413267e-5
bundespolizistin,1,1,1316,9.531071292413267e-5
bundesratsreferent,1,1,1317,9.531071292413267e-5
bundesrichter,1,1,1318,9.531071292413267e-5
bundestags,1,1,1319,9.531071292413267e-5
bundestagsabgeordnete,1,1,1320,9.531071292413267e-5
bundestagsabgeordneter,1,1,1321,9.531071292413267e-5
bundestagspraesident,1,1,1322,9.531071292413267e-5
bundestagspräsident,1,1,1323,9.531071292413267e-5
bundestagsvizepraesident,1,1,1324,9.531071292413267e-5
bundestagsvizepraesidentin,1,1,1325,9.531071292413267e-5
bundestagsvizepräsident,1,1,1326,9.531071292413267e-5
bundestagsvizepräsidentin,1,1,1327,9.531071292413267e-5
bundestges,1,1,1328,9.531071292413267e-5
bundesumweltminister,1,1,1329,9.531071292413267e-5
bundeswahlkreisgeschäftsführer,1,1,1330,9.531071292413267e-5
bundeswirtschaftsminister,1,1,1331,9.531071292413267e-5
busfahrer,1,1,1332,9.531071292413267e-5
business,1,1,1333,9.531071292413267e-5
busunternehmer,1,1,1334,9.531071292413267e-5
bwl,1,1,1335,9.531071292413267e-5
bäcker,1,1,1336,9.531071292413267e-5
bäckerin,1,1,1337,9.531071292413267e-5
bäuerin,1,1,1338,9.531071292413267e-5
bürgerrechtler,1,1,1339,9.531071292413267e-5
büroangestellter,1,1,1340,9.531071292413267e-5
büroinformationselektroniker,1,1,1341,9.531071292413267e-5
bürokaufmann,1,1,1342,9.531071292413267e-5
büroleiterin,1,1,1343,9.531071292413267e-5
büroleitung,1,1,1344,9.531071292413267e-5
büromanagement,1,1,1345,9.531071292413267e-5
cad,1,1,1346,9.531071292413267e-5
callcenteragentin,1,1,1347,9.531071292413267e-5
candidatus,1,1,1348,9.531071292413267e-5
caritas,1,1,1349,9.531071292413267e-5
chefarzt,1,1,1350,9.531071292413267e-5
chefsekretaerin,1,1,1351,9.531071292413267e-5
chemieanlagenbau,1,1,1352,9.531071292413267e-5
chemiearbeiter,1,1,1353,9.531071292413267e-5
chemiefacharbeiter,1,1,1354,9.531071292413267e-5
chemieingenieur,1,1,1355,9.531071292413267e-5
chemieingenieurin,1,1,1356,9.531071292413267e-5
chemielaborantin,1,1,1357,9.531071292413267e-5
chemnitz,1,1,1358,9.531071292413267e-5
chirurgische,1,1,1359,9.531071292413267e-5
chorsängerin,1,1,1360,9.531071292413267e-5
client,1,1,1361,9.531071292413267e-5
cnc,1,1,1362,9.531071292413267e-5
coaching,1,1,1363,9.531071292413267e-5
computergraphikerin,1,1,1364,9.531071292413267e-5
computertechniker,1,1,1365,9.531071292413267e-5
consulting,1,1,1366,9.531071292413267e-5
contract,1,1,1367,9.531071292413267e-5
copywriter,1,1,1368,9.531071292413267e-5
corporate,1,1,1369,9.531071292413267e-5
csu,1,1,1370,9.531071292413267e-5
dachdeckermeister,1,1,1371,9.531071292413267e-5
damenschneiderin,1,1,1372,9.531071292413267e-5
dapr,1,1,1373,9.531071292413267e-5
datenbankentwickler,1,1,1374,9.531071292413267e-5
datenverarbeitungs,1,1,1375,9.531071292413267e-5
datenverarbeitungskauffrau,1,1,1376,9.531071292413267e-5
datenverarbeitungsorganisator,1,1,1377,9.531071292413267e-5
daz,1,1,1378,9.531071292413267e-5
db,1,1,1379,9.531071292413267e-5
den,1,1,1380,9.531071292413267e-5
dent,1,1,1381,9.531071292413267e-5
deputy,1,1,1382,9.531071292413267e-5
deutscher,1,1,1383,9.531071292413267e-5
development,1,1,1384,9.531071292413267e-5
dezernentin,1,1,1385,9.531071292413267e-5
dfg,1,1,1386,9.531071292413267e-5
dialysetechniker,1,1,1387,9.531071292413267e-5
dienst,1,1,1388,9.531071292413267e-5
digital,1,1,1389,9.531071292413267e-5
digitalbranche,1,1,1390,9.531071292413267e-5
digitales,1,1,1391,9.531071292413267e-5
digitalisierung,1,1,1392,9.531071292413267e-5
diplomagraringenieur,1,1,1393,9.531071292413267e-5
diplomagronom,1,1,1394,9.531071292413267e-5
diplomandin,1,1,1395,9.531071292413267e-5
diplomat,1,1,1396,9.531071292413267e-5
diplombibliothekar,1,1,1397,9.531071292413267e-5
diplombiologe,1,1,1398,9.531071292413267e-5
diplombiologin,1,1,1399,9.531071292413267e-5
diplomchemikerin,1,1,1400,9.531071292413267e-5
diplomforstwirt,1,1,1401,9.531071292413267e-5
diplomhaushaltswissenschaftlerin,1,1,1402,9.531071292413267e-5
diplomhistorikerin,1,1,1403,9.531071292413267e-5
diplomjurist,1,1,1404,9.531071292413267e-5
diplomjuristin,1,1,1405,9.531071292413267e-5
diplomlandwirt,1,1,1406,9.531071292413267e-5
diplomlandwirtin,1,1,1407,9.531071292413267e-5
diplommusikpädagoge,1,1,1408,9.531071292413267e-5
diplompaedagogin,1,1,1409,9.531071292413267e-5
diplompolitologin,1,1,1410,9.531071292413267e-5
diplompsychologe,1,1,1411,9.531071292413267e-5
diplompsychologin,1,1,1412,9.531071292413267e-5
diplompädagoge,1,1,1413,9.531071292413267e-5
diplompädagogin,1,1,1414,9.531071292413267e-5
diplomsozial,1,1,1415,9.531071292413267e-5
diplomsozialarbeiterin,1,1,1416,9.531071292413267e-5
diplomsozialwirt,1,1,1417,9.531071292413267e-5
diplomsozialwissenschaftler,1,1,1418,9.531071292413267e-5
diplomsoziologe,1,1,1419,9.531071292413267e-5
diplomsportlehrer,1,1,1420,9.531071292413267e-5
diplomstaatswissenschaftler,1,1,1421,9.531071292413267e-5
diplomtheologe,1,1,1422,9.531071292413267e-5
diplomverwaltungswirt,1,1,1423,9.531071292413267e-5
diplomveterinärmediziner,1,1,1424,9.531071292413267e-5
diplomwirtschaftslehrerin,1,1,1425,9.531071292413267e-5
diplomökonom,1,1,1426,9.531071292413267e-5
diplomökonomin,1,1,1427,9.531071292413267e-5
director,1,1,1428,9.531071292413267e-5
direktorin,1,1,1429,9.531071292413267e-5
disponent,1,1,1430,9.531071292413267e-5
disponentin,1,1,1431,9.531071292413267e-5
disposition,1,1,1432,9.531071292413267e-5
diözesansekretär,1,1,1433,9.531071292413267e-5
dj,1,1,1434,9.531071292413267e-5
dokumentationsassistentin,1,1,1435,9.531071292413267e-5
dramaturg,1,1,1436,9.531071292413267e-5
dramaturgin,1,1,1437,9.531071292413267e-5
dreher,1,1,1438,9.531071292413267e-5
drk,1,1,1439,9.531071292413267e-5
drogist,1,1,1440,9.531071292413267e-5
drogistin,1,1,1441,9.531071292413267e-5
druck,1,1,1442,9.531071292413267e-5
druckformhersteller,1,1,1443,9.531071292413267e-5
dtp,1,1,1444,9.531071292413267e-5
duale,1,1,1445,9.531071292413267e-5
ehemalige,1,1,1446,9.531071292413267e-5
ehemaliges,1,1,1447,9.531071292413267e-5
ehrenamtlich,1,1,1448,9.531071292413267e-5
einkaufsmarktforschung,1,1,1449,9.531071292413267e-5
einkäufer,1,1,1450,9.531071292413267e-5
einrichter,1,1,1451,9.531071292413267e-5
einrichtungen,1,1,1452,9.531071292413267e-5
einrichtungsberater,1,1,1453,9.531071292413267e-5
einrichtungsleiter,1,1,1454,9.531071292413267e-5
eisenbahner,1,1,1455,9.531071292413267e-5
elektoingenieurin,1,1,1456,9.531071292413267e-5
elektroassistentin,1,1,1457,9.531071292413267e-5
elektroingenieurin,1,1,1458,9.531071292413267e-5
elektroinstallateurmeister,1,1,1459,9.531071292413267e-5
elektroinstallationshandwerksmeister,1,1,1460,9.531071292413267e-5
elektromaschinenbauer,1,1,1461,9.531071292413267e-5
elektronikingenieur,1,1,1462,9.531071292413267e-5
elektroschweisser,1,1,1463,9.531071292413267e-5
elektrotechniker,1,1,1464,9.531071292413267e-5
elektrotechnikermeister,1,1,1465,9.531071292413267e-5
elektrotechnikingenieur,1,1,1466,9.531071292413267e-5
emerit,1,1,1467,9.531071292413267e-5
emp,1,1,1468,9.531071292413267e-5
empirische,1,1,1469,9.531071292413267e-5
energieanlagenelektroniker,1,1,1470,9.531071292413267e-5
energieanlageninstallateur,1,1,1471,9.531071292413267e-5
energien,1,1,1472,9.531071292413267e-5
energietechnik,1,1,1473,9.531071292413267e-5
energiewirtschaftsmanager,1,1,1474,9.531071292413267e-5
engineering,1,1,1475,9.531071292413267e-5
entsorger,1,1,1476,9.531071292413267e-5
entsorgungstechnik,1,1,1477,9.531071292413267e-5
entwickler,1,1,1478,9.531071292413267e-5
entwicklerin,1,1,1479,9.531071292413267e-5
ergotherapeut,1,1,1480,9.531071292413267e-5
ergotherapeuten,1,1,1481,9.531071292413267e-5
ergotherapeutin,1,1,1482,9.531071292413267e-5
erkundungsgeologie,1,1,1483,9.531071292413267e-5
erneuerbare,1,1,1484,9.531071292413267e-5
ernst,1,1,1485,9.531071292413267e-5
ernährungsberaterin,1,1,1486,9.531071292413267e-5
ernährungswissenschaftlerin,1,1,1487,9.531071292413267e-5
erste,1,1,1488,9.531071292413267e-5
erwachsenenbildner,1,1,1489,9.531071292413267e-5
erwerbslos,1,1,1490,9.531071292413267e-5
erwerbslosen,1,1,1491,9.531071292413267e-5
erziehungswissenschaften,1,1,1492,9.531071292413267e-5
erziehungswissenschaftler,1,1,1493,9.531071292413267e-5
ethnologe,1,1,1494,9.531071292413267e-5
europaabgeordnete,1,1,1495,9.531071292413267e-5
europareferentin,1,1,1496,9.531071292413267e-5
european,1,1,1497,9.531071292413267e-5
examinierte,1,1,1498,9.531071292413267e-5
examinierter,1,1,1499,9.531071292413267e-5
executive,1,1,1500,9.531071292413267e-5
expedient,1,1,1501,9.531071292413267e-5
exportkauffrau,1,1,1502,9.531071292413267e-5
exportkaufmann,1,1,1503,9.531071292413267e-5
exportleiterin,1,1,1504,9.531071292413267e-5
exportsachbearbeiterin,1,1,1505,9.531071292413267e-5
fabrikant,1,1,1506,9.531071292413267e-5
fach,1,1,1507,9.531071292413267e-5
fachautor,1,1,1508,9.531071292413267e-5
fachbereichsdirektor,1,1,1509,9.531071292413267e-5
fachbereichsleiter,1,1,1510,9.531071292413267e-5
fachfrau,1,1,1511,9.531071292413267e-5
fachgebietsleiter,1,1,1512,9.531071292413267e-5
fachgroßhändler,1,1,1513,9.531071292413267e-5
fachhochschuldozentin,1,1,1514,9.531071292413267e-5
fachhochschule,1,1,1515,9.531071292413267e-5
fachhochschulen,1,1,1516,9.531071292413267e-5
fachhochschullehrer,1,1,1517,9.531071292413267e-5
fachkrankenpfleger,1,1,1518,9.531071292413267e-5
fachkrankenschwester,1,1,1519,9.531071292413267e-5
fachlehrerin,1,1,1520,9.531071292413267e-5
fachmann,1,1,1521,9.531071292413267e-5
fachoberlehrer,1,1,1522,9.531071292413267e-5
fachoberlehrerin,1,1,1523,9.531071292413267e-5
fachoberschüler,1,1,1524,9.531071292413267e-5
fachpsychologin,1,1,1525,9.531071292413267e-5
fachredakteur,1,1,1526,9.531071292413267e-5
fachschuldozentin,1,1,1527,9.531071292413267e-5
fachsekretär,1,1,1528,9.531071292413267e-5
fachwirtin,1,1,1529,9.531071292413267e-5
fahrradmechaniker,1,1,1530,9.531071292413267e-5
familienbildungsstätte,1,1,1531,9.531071292413267e-5
familienhelferin,1,1,1532,9.531071292413267e-5
familienrichter,1,1,1533,9.531071292413267e-5
familienservice,1,1,1534,9.531071292413267e-5
familiären,1,1,1535,9.531071292413267e-5
fassmalerin,1,1,1536,9.531071292413267e-5
fdp,1,1,1537,9.531071292413267e-5
feinoptiker,1,1,1538,9.531071292413267e-5
fensterputzer,1,1,1539,9.531071292413267e-5
fernmeldehandwerker,1,1,1540,9.531071292413267e-5
fernmeldeinspektor,1,1,1541,9.531071292413267e-5
fernmeldemechaniker,1,1,1542,9.531071292413267e-5
fernmelder,1,1,1543,9.531071292413267e-5
fernmeldesekretaer,1,1,1544,9.531071292413267e-5
fernsehbildtechnikerin,1,1,1545,9.531071292413267e-5
fernsehmechaniker,1,1,1546,9.531071292413267e-5
fernsehredakteur,1,1,1547,9.531071292413267e-5
fernsehredakteurin,1,1,1548,9.531071292413267e-5
fernsehwissenschaftlerin,1,1,1549,9.531071292413267e-5
fertigung,1,1,1550,9.531071292413267e-5
fertigungsplaner,1,1,1551,9.531071292413267e-5
feuerwehrbeamter,1,1,1552,9.531071292413267e-5
feuerwehrmann,1,1,1553,9.531071292413267e-5
fg,1,1,1554,9.531071292413267e-5
filialleiterin,1,1,1555,9.531071292413267e-5
film,1,1,1556,9.531071292413267e-5
filmemacherin,1,1,1557,9.531071292413267e-5
filmkauffrau,1,1,1558,9.531071292413267e-5
filmproduktionsleiterin,1,1,1559,9.531071292413267e-5
filmproduzent,1,1,1560,9.531071292413267e-5
filmschaffender,1,1,1561,9.531071292413267e-5
filmwissenschaftler,1,1,1562,9.531071292413267e-5
finanz,1,1,1563,9.531071292413267e-5
finanzanlagenfachmann,1,1,1564,9.531071292413267e-5
finanzberater,1,1,1565,9.531071292413267e-5
finanzbuchhalter,1,1,1566,9.531071292413267e-5
finanzcontrollerin,1,1,1567,9.531071292413267e-5
finanzdienstleister,1,1,1568,9.531071292413267e-5
finanzkaufmann,1,1,1569,9.531071292413267e-5
finanzmakler,1,1,1570,9.531071292413267e-5
finanzmanagerin,1,1,1571,9.531071292413267e-5
finanzökonom,1,1,1572,9.531071292413267e-5
firmenkundenberater,1,1,1573,9.531071292413267e-5
fitnesskaufmann,1,1,1574,9.531071292413267e-5
fitnesstherapeutin,1,1,1575,9.531071292413267e-5
fleischer,1,1,1576,9.531071292413267e-5
flexografenmeister,1,1,1577,9.531071292413267e-5
fliesenleger,1,1,1578,9.531071292413267e-5
fliesenlegermeister,1,1,1579,9.531071292413267e-5
floristin,1,1,1580,9.531071292413267e-5
fluggerätemechaniker,1,1,1581,9.531071292413267e-5
flugkapitän,1,1,1582,9.531071292413267e-5
fluglotse,1,1,1583,9.531071292413267e-5
flugmotorenschlosser,1,1,1584,9.531071292413267e-5
former,1,1,1585,9.531071292413267e-5
forst,1,1,1586,9.531071292413267e-5
forstarbeiter,1,1,1587,9.531071292413267e-5
forstbeamter,1,1,1588,9.531071292413267e-5
forsten,1,1,1589,9.531071292413267e-5
forstfacharbeiter,1,1,1590,9.531071292413267e-5
forstmann,1,1,1591,9.531071292413267e-5
forstoberamtsrat,1,1,1592,9.531071292413267e-5
forstoberrat,1,1,1593,9.531071292413267e-5
forstsachverständiger,1,1,1594,9.531071292413267e-5
forsttechniker,1,1,1595,9.531071292413267e-5
forstwirtschaftsmeister,1,1,1596,9.531071292413267e-5
forstwissenschaftler,1,1,1597,9.531071292413267e-5
fortbildungsreferentin,1,1,1598,9.531071292413267e-5
fotograf,1,1,1599,9.531071292413267e-5
fotosetzer,1,1,1600,9.531071292413267e-5
fraktion,1,1,1601,9.531071292413267e-5
fraktions,1,1,1602,9.531071292413267e-5
fraktionsgeschaeftsfuehrer,1,1,1603,9.531071292413267e-5
fraktionsgeschaeftsfuehrerin,1,1,1604,9.531071292413267e-5
fraktionsgeschäftsführerin,1,1,1605,9.531071292413267e-5
fraktionsmitarbeiter,1,1,1606,9.531071292413267e-5
fraktionsreferentin,1,1,1607,9.531071292413267e-5
frauen,1,1,1608,9.531071292413267e-5
frauenarzt,1,1,1609,9.531071292413267e-5
frauenärztin,1,1,1610,9.531071292413267e-5
freiberuflerin,1,1,1611,9.531071292413267e-5
freiberuflich,1,1,1612,9.531071292413267e-5
freigestellter,1,1,1613,9.531071292413267e-5
freigestelltes,1,1,1614,9.531071292413267e-5
freising,1,1,1615,9.531071292413267e-5
freiwilligendienstleistender,1,1,1616,9.531071292413267e-5
freiwilliges,1,1,1617,9.531071292413267e-5
fremdsprachendozentin,1,1,1618,9.531071292413267e-5
fremdsprachenkaufmann,1,1,1619,9.531071292413267e-5
fremdsprachenkorrespondent,1,1,1620,9.531071292413267e-5
fremdsprachenkorrespondentin,1,1,1621,9.531071292413267e-5
fremdsprachensekretärin,1,1,1622,9.531071292413267e-5
friedberg,1,1,1623,9.531071292413267e-5
friedens,1,1,1624,9.531071292413267e-5
friedensarbeiter,1,1,1625,9.531071292413267e-5
friedensforscher,1,1,1626,9.531071292413267e-5
friseurmeister,1,1,1627,9.531071292413267e-5
fräser,1,1,1628,9.531071292413267e-5
frührentner,1,1,1629,9.531071292413267e-5
fsj,1,1,1630,9.531071292413267e-5
fundraiserin,1,1,1631,9.531071292413267e-5
fundraising,1,1,1632,9.531071292413267e-5
funkangestellter,1,1,1633,9.531071292413267e-5
förderlehrer,1,1,1634,9.531071292413267e-5
förderprogrammen,1,1,1635,9.531071292413267e-5
förderschullehrerin,1,1,1636,9.531071292413267e-5
förderschulrektor,1,1,1637,9.531071292413267e-5
förster,1,1,1638,9.531071292413267e-5
försterin,1,1,1639,9.531071292413267e-5
führung,1,1,1640,9.531071292413267e-5
g,1,1,1641,9.531071292413267e-5
gaertner,1,1,1642,9.531071292413267e-5
gal,1,1,1643,9.531071292413267e-5
galeristin,1,1,1644,9.531071292413267e-5
gartenbauingenieurin,1,1,1645,9.531071292413267e-5
gase,1,1,1646,9.531071292413267e-5
gastgewerbe,1,1,1647,9.531071292413267e-5
gaststättengewerbe,1,1,1648,9.531071292413267e-5
gastwirtin,1,1,1649,9.531071292413267e-5
gasversorgungsingenieur,1,1,1650,9.531071292413267e-5
gebietsleiter,1,1,1651,9.531071292413267e-5
gebietsleiterin,1,1,1652,9.531071292413267e-5
gebietsplanung,1,1,1653,9.531071292413267e-5
gebietsverkaufsleiter,1,1,1654,9.531071292413267e-5
gebietsverkaufsleiterin,1,1,1655,9.531071292413267e-5
gebäudetechniker,1,1,1656,9.531071292413267e-5
gefahrgutbeauftragter,1,1,1657,9.531071292413267e-5
geflügelzüchter,1,1,1658,9.531071292413267e-5
gehilfin,1,1,1659,9.531071292413267e-5
gelehrter,1,1,1660,9.531071292413267e-5
gelernter,1,1,1661,9.531071292413267e-5
gemeindebediensteter,1,1,1662,9.531071292413267e-5
gemeindediakon,1,1,1663,9.531071292413267e-5
gemeindedirektor,1,1,1664,9.531071292413267e-5
gemeindehelfer,1,1,1665,9.531071292413267e-5
gemeindereferent,1,1,1666,9.531071292413267e-5
gemeinschaftsvorsitzender,1,1,1667,9.531071292413267e-5
generalmajor,1,1,1668,9.531071292413267e-5
generalsekretärin,1,1,1669,9.531071292413267e-5
generalstaatsanwalt,1,1,1670,9.531071292413267e-5
generalvertreter,1,1,1671,9.531071292413267e-5
geographin,1,1,1672,9.531071292413267e-5
geologieoberrat,1,1,1673,9.531071292413267e-5
geophysiker,1,1,1674,9.531071292413267e-5
geopolitikanalyst,1,1,1675,9.531071292413267e-5
geowissenschaftlerin,1,1,1676,9.531071292413267e-5
geoökologin,1,1,1677,9.531071292413267e-5
gepr,1,1,1678,9.531071292413267e-5
gepruefter,1,1,1679,9.531071292413267e-5
geprürfte,1,1,1680,9.531071292413267e-5
gerichtsreferendar,1,1,1681,9.531071292413267e-5
gerontologin,1,1,1682,9.531071292413267e-5
gesamtbetriebsrates,1,1,1683,9.531071292413267e-5
