occupation,has_domain,domain,clean_title
kämmerin,FALSE,NA,kämmerin
betriebswirt gefahrgutbeauftragter,FALSE,NA,betriebswirt gefahrgutbeauftragter
diplom kaufmann übersetzer,FALSE,NA,diplom kaufmann übersetzer
zahnarzthelferin,FALSE,NA,zahnarzthelferin
mdb regierungsangestellter,FALSE,NA,mdb regierungsangestellter
organisationsberater,FALSE,NA,organisationsberater
fachgroßhändler,FALSE,NA,fachgroßhändler
physiker it berater,FALSE,NA,physiker it berater
managementassistentin,FALSE,NA,managementassistentin
religionswissenschaftlerin,FALSE,NA,religionswissenschaftlerin
softwareentwickler autor,FALSE,NA,softwareentwickler autor
tagesmutter,FALSE,NA,tagesmutter
mdb lehrerin kunstwissenschaftlerin,FALSE,NA,mdb lehrerin kunstwissenschaftlerin
fregattenkapitän a d,FALSE,NA,fregattenkapitän a d
diplom ingenieurin lebensmitteltechnologie fh,FALSE,NA,diplom ingenieurin lebensmitteltechnologie fh
ministerialrätin a d,FALSE,NA,ministerialrätin a d
versicherungsvermittler,FALSE,NA,versicherungsvermittler
außendienstmitarbeiter,FALSE,NA,außendienstmitarbeiter
diplom kaufmann univ,FALSE,NA,diplom kaufmann univ
straßenbauer,FALSE,NA,straßenbauer
professor lebensmittelchemie,FALSE,NA,professor lebensmittelchemie
oberrechtsrat,FALSE,NA,oberrechtsrat
logistiker,FALSE,NA,logistiker
mdb diplom philosophin,FALSE,NA,mdb diplom philosophin
journalist diakon,FALSE,NA,journalist diakon
assessorin jur,FALSE,NA,assessorin jur
kaufmännische leitung,FALSE,NA,kaufmännische leitung
ergotherapeut,FALSE,NA,ergotherapeut
altenpfleger pflegefachkraft,FALSE,NA,altenpfleger pflegefachkraft
bürgerrechtler internetberater,FALSE,NA,bürgerrechtler internetberater
vertriebsmanager,FALSE,NA,vertriebsmanager
verwaltungsfachwirtin,FALSE,NA,verwaltungsfachwirtin
therapeut,FALSE,NA,therapeut
finanzfachwirt,FALSE,NA,finanzfachwirt
diplom holzingenieur,FALSE,NA,diplom holzingenieur
mdl tischler,FALSE,NA,mdl tischler
mdb kraftfahrzeugmechaniker,FALSE,NA,mdb kraftfahrzeugmechaniker
mdl funkmechaniker,FALSE,NA,mdl funkmechaniker
mdb univertätsprofessor i r,FALSE,NA,mdb univertätsprofessor i r
professorin wirtschaftsprüferin steuerberaterin,FALSE,NA,professorin wirtschaftsprüferin steuerberaterin
facharbeiter werkzeugmaschinen,FALSE,NA,facharbeiter werkzeugmaschinen
promotionsstudentin,FALSE,NA,promotionsstudentin
berufspädagogin,FALSE,NA,berufspädagogin
politikwissenschaftlerin wissenschaftl mitarbeiterin,FALSE,NA,politikwissenschaftlerin wissenschaftl mitarbeiterin
leitende angestellte hotellerie,FALSE,NA,leitende angestellte hotellerie
diplom ingenieur tu,FALSE,NA,diplom ingenieur tu
professor ernst abbe fachhochschule,FALSE,NA,professor ernst abbe fachhochschule
hochschullehrer steuerberater,FALSE,NA,hochschullehrer steuerberater
pr berater,FALSE,NA,pr berater
empirische kulturwissenschaftlerin,FALSE,NA,empirische kulturwissenschaftlerin
altentherapeutin,FALSE,NA,altentherapeutin
selbständige personalberaterin,FALSE,NA,selbständige personalberaterin
kfz elektriker,FALSE,NA,kfz elektriker
prüfungsassistent,FALSE,NA,prüfungsassistent
mediziner i r,FALSE,NA,mediziner i r
heilerziehungspfleger sozialwirt,FALSE,NA,heilerziehungspfleger sozialwirt
mdl meister feinwerktechnik,FALSE,NA,mdl meister feinwerktechnik
bankkaufmann geschäftsführer,FALSE,NA,bankkaufmann geschäftsführer
evangelischer theologe,FALSE,NA,evangelischer theologe
pensionär sozialarbeiter,FALSE,NA,pensionär sozialarbeiter
projektentwicklerin,FALSE,NA,projektentwicklerin
mdb gewerkschaftssekretärin,FALSE,NA,mdb gewerkschaftssekretärin
musiklehrerin,FALSE,NA,musiklehrerin
jugendsozialarbeiter,FALSE,NA,jugendsozialarbeiter
staatssekretär ministerium inneres kommunales,FALSE,NA,staatssekretär ministerium inneres kommunales
mdb musikerin,FALSE,NA,mdb musikerin
mdb wirtschaftsprüferin,FALSE,NA,mdb wirtschaftsprüferin
diplom sporttherapeut physiotherapeut,FALSE,NA,diplom sporttherapeut physiotherapeut
referent politische bildung,FALSE,NA,referent politische bildung
techniker betriebsratsvorsitzender,FALSE,NA,techniker betriebsratsvorsitzender
internist psychotherapeut,FALSE,NA,internist psychotherapeut
cnc fräser,FALSE,NA,cnc fräser
betriebswirt vwa,FALSE,NA,betriebswirt vwa
physiker wissenschaftlicher mitarbeiter,FALSE,NA,physiker wissenschaftlicher mitarbeiter
mdb werkzeugmacher staatl gepr maschinenbautechniker,FALSE,NA,mdb werkzeugmacher staatl gepr maschinenbautechniker
kaufmann groß einzelhandel,FALSE,NA,kaufmann groß einzelhandel
mdl landwirt,FALSE,NA,mdl landwirt
mdb bundesjustizministerin,FALSE,NA,mdb bundesjustizministerin
ärztin bundesministerin,FALSE,NA,ärztin bundesministerin
selbstständige unternehmensberaterin,FALSE,NA,selbstständige unternehmensberaterin
angestellter bundesagentur arbeit,FALSE,NA,angestellter bundesagentur arbeit
mdb betriebsschlosser,FALSE,NA,mdb betriebsschlosser
unabhängiger vermögensberater,FALSE,NA,unabhängiger vermögensberater
europawissenschaftlerin,FALSE,NA,europawissenschaftlerin
diplom ingenieur forst fh,FALSE,NA,diplom ingenieur forst fh
hochschullehrer professsor,FALSE,NA,hochschullehrer professsor
generalsekretärin,FALSE,NA,generalsekretärin
mdb diplom juristin univ,FALSE,NA,mdb diplom juristin univ
selbständiger maschinenbautechniker,FALSE,NA,selbständiger maschinenbautechniker
it produktmanager,FALSE,NA,it produktmanager
personaldisponentin,FALSE,NA,personaldisponentin
personalchef a d,FALSE,NA,personalchef a d
mdb diplom kaufmann univ,FALSE,NA,mdb diplom kaufmann univ
kundenbetreuerin,FALSE,NA,kundenbetreuerin
selbständiger diplom ingenieur elektrotechnik,FALSE,NA,selbständiger diplom ingenieur elektrotechnik
diplom ingenieurin landespflege fh,FALSE,NA,diplom ingenieurin landespflege fh
winzer diplom betriebswirt fh,FALSE,NA,winzer diplom betriebswirt fh
kraftwerksbauer,FALSE,NA,kraftwerksbauer
diplom ingenieur mechatronik b a,FALSE,NA,diplom ingenieur mechatronik b a
selbstständiger diplom biologe,FALSE,NA,selbstständiger diplom biologe
freiberufliche journalistin,FALSE,NA,freiberufliche journalistin
reiseverkehrskauffrau,FALSE,NA,reiseverkehrskauffrau
staatsrätin a d,FALSE,NA,staatsrätin a d
edv sachverständiger,FALSE,NA,edv sachverständiger
restaurantfachfrau,FALSE,NA,restaurantfachfrau
landesvorsitzende bündnis grünen mv,FALSE,NA,landesvorsitzende bündnis grünen mv
mdb geschäftsführender gesellschafter,FALSE,NA,mdb geschäftsführender gesellschafter
mdb literaturwissenschaftlerin m a,FALSE,NA,mdb literaturwissenschaftlerin m a
hochschullehrer diplom ingenieur,FALSE,NA,hochschullehrer diplom ingenieur
diplom kaufmann hochschullehrer,FALSE,NA,diplom kaufmann hochschullehrer
berufsschullehrer i r,FALSE,NA,berufsschullehrer i r
fachreferent bibliothek,FALSE,NA,fachreferent bibliothek
kapitän diplom ingenieur,FALSE,NA,kapitän diplom ingenieur
mdb diplom kulturwissenschaftler,FALSE,NA,mdb diplom kulturwissenschaftler
selbstständiger berater,FALSE,NA,selbstständiger berater
diplom volkswirt univ,FALSE,NA,diplom volkswirt univ
diplom sozialpädagoge ba,FALSE,NA,diplom sozialpädagoge ba
mda diplom ingenieur,FALSE,NA,mda diplom ingenieur
hauswirtschaftsleiterin,FALSE,NA,hauswirtschaftsleiterin
it unternehmer speditionskaufmann,FALSE,NA,it unternehmer speditionskaufmann
diplom pädagogin univ,FALSE,NA,diplom pädagogin univ
diplom kaufmann angestellter,FALSE,NA,diplom kaufmann angestellter
produktmanager promotion,FALSE,NA,produktmanager promotion
diplom wirtschaftsjurist,FALSE,NA,diplom wirtschaftsjurist
projektmanager,FALSE,NA,projektmanager
reiseverkehrskaufmann,FALSE,NA,reiseverkehrskaufmann
selbstständiger geschäftsführer,FALSE,NA,selbstständiger geschäftsführer
selbständiger bäckermeister,FALSE,NA,selbständiger bäckermeister
mdb glasermeister,FALSE,NA,mdb glasermeister
immobilienmakler,FALSE,NA,immobilienmakler
beamter i r,FALSE,NA,beamter i r
software designer,FALSE,NA,software designer
fachinformatiker,FALSE,NA,fachinformatiker
chemikerin,FALSE,NA,chemikerin
mdl rechtsanwalt diplom ingenieur fh,FALSE,NA,mdl rechtsanwalt diplom ingenieur fh
touristikfachwirtin,FALSE,NA,touristikfachwirtin
metzgermeister,FALSE,NA,metzgermeister
auszubildender kaufmann bürokommunikation,FALSE,NA,auszubildender kaufmann bürokommunikation
diplom ingenieur raum umweltplanung,FALSE,NA,diplom ingenieur raum umweltplanung
mdb diplom ingenieur informationsverwaltung,FALSE,NA,mdb diplom ingenieur informationsverwaltung
mdb parlament staatssekretärin diplom chemikerin,FALSE,NA,mdb parlament staatssekretärin diplom chemikerin
freie texterin,FALSE,NA,freie texterin
elektoingenieurin,FALSE,NA,elektoingenieurin
biologe naturparkleiter,FALSE,NA,biologe naturparkleiter
elektromeister energiewirtschaft,FALSE,NA,elektromeister energiewirtschaft
student master agrarwissenschaften,FALSE,NA,student master agrarwissenschaften
arzt bundesminister,FALSE,NA,arzt bundesminister
mdb dramaturgin,FALSE,NA,mdb dramaturgin
hauptgeschäftsführer kzv nordrhein,FALSE,NA,hauptgeschäftsführer kzv nordrhein
diplom ingenieurin architektin,FALSE,NA,diplom ingenieurin architektin
poltikerin ehrenamtlich,FALSE,NA,poltikerin ehrenamtlich
diplom verwaltungswirt bürgermeister,FALSE,NA,diplom verwaltungswirt bürgermeister
magister islamwissenschaft geschichte,FALSE,NA,magister islamwissenschaft geschichte
mdb diplom chemikerin,FALSE,NA,mdb diplom chemikerin
mdb angestellte,FALSE,NA,mdb angestellte
innenarchitekt,FALSE,NA,innenarchitekt
wissenschaftlicher angestellter diplom geograph,FALSE,NA,wissenschaftlicher angestellter diplom geograph
mdb diplom sozialpädagogin fh,FALSE,NA,mdb diplom sozialpädagogin fh
immobilienverwalterin,FALSE,NA,immobilienverwalterin
mitglied des sächsischen landtags,FALSE,NA,mitglied des sächsischen landtags
selbstständiger rechtsanwalt,FALSE,NA,selbstständiger rechtsanwalt
schüler abiturient,FALSE,NA,schüler abiturient
agrar ingenieurin,FALSE,NA,agrar ingenieurin
qualitätstechniker leiter qualitätssicherheit,FALSE,NA,qualitätstechniker leiter qualitätssicherheit
nachrichtentechniker betriebsrat,FALSE,NA,nachrichtentechniker betriebsrat
sprachwissenschaftlerin,FALSE,NA,sprachwissenschaftlerin
direktor vertrieb,FALSE,NA,direktor vertrieb
sonderschulpädagogin bundesministerin a d,FALSE,NA,sonderschulpädagogin bundesministerin a d
hartz iv erwerbslosen berater,FALSE,NA,hartz iv erwerbslosen berater
student jura,FALSE,NA,student jura
systemanalytiker,FALSE,NA,systemanalytiker
mdb jurist bürgermeister a d,FALSE,NA,mdb jurist bürgermeister a d
bundestagsabgeordneter,FALSE,NA,bundestagsabgeordneter
mdb rechtsanwalt parlamentarischer staatssekretär,FALSE,NA,mdb rechtsanwalt parlamentarischer staatssekretär
verfahrensmechaniker,FALSE,NA,verfahrensmechaniker
wissenschaftliche mitarbeiterin fachverkäuferin,FALSE,NA,wissenschaftliche mitarbeiterin fachverkäuferin
diplom ingenieur agrar,FALSE,NA,diplom ingenieur agrar
versicherungskauffrau,FALSE,NA,versicherungskauffrau
kommunikationswissenschaftlerin,FALSE,NA,kommunikationswissenschaftlerin
diplom lehrer biologie chemie bürgermeister,FALSE,NA,diplom lehrer biologie chemie bürgermeister
mdb industriemechaniker,FALSE,NA,mdb industriemechaniker
politischer sekretär,FALSE,NA,politischer sekretär
rechtsanwalts notarfachangestellte,FALSE,NA,rechtsanwalts notarfachangestellte
mdb professor,FALSE,NA,mdb professor
selbstständiger immobilienkaufmann,FALSE,NA,selbstständiger immobilienkaufmann
schulleiter gymnasium,FALSE,NA,schulleiter gymnasium
allgemeinärztin,FALSE,NA,allgemeinärztin
diplom politologin,FALSE,NA,diplom politologin
mdb studiendirektor a d,FALSE,NA,mdb studiendirektor a d
staatlich anerkannte erzieherin,FALSE,NA,staatlich anerkannte erzieherin
ingenieur volkswirt,FALSE,NA,ingenieur volkswirt
kaufmann unternehmensberater,FALSE,NA,kaufmann unternehmensberater
physiotherapeutin,FALSE,NA,physiotherapeutin
mdb student,FALSE,NA,mdb student
accountmanager,FALSE,NA,accountmanager
heilpraktikerin psychotherapie,FALSE,NA,heilpraktikerin psychotherapie
mdb diplom ingenieur fh maschinenbau,FALSE,NA,mdb diplom ingenieur fh maschinenbau
mdl gartenbauingenieurin,FALSE,NA,mdl gartenbauingenieurin
magister politkwissenschaften,FALSE,NA,magister politkwissenschaften
diplom volkswirtin,FALSE,NA,diplom volkswirtin
bilanzbuchhalter,FALSE,NA,bilanzbuchhalter
mdb verwaltungsfachangestellte,FALSE,NA,mdb verwaltungsfachangestellte
diplom kaufmann mittelständiger unternehmer,FALSE,NA,diplom kaufmann mittelständiger unternehmer
lehrer angestelltenverhältnis,FALSE,NA,lehrer angestelltenverhältnis
informatikerin diplom verwaltungswirtin,FALSE,NA,informatikerin diplom verwaltungswirtin
politiker,FALSE,NA,politiker
sparkassenbetriebswirtin,FALSE,NA,sparkassenbetriebswirtin
büroleiterin,FALSE,NA,büroleiterin
mitarbeiterin familiären betrieb,FALSE,NA,mitarbeiterin familiären betrieb
damenschneidermeisterin modedesignerin,FALSE,NA,damenschneidermeisterin modedesignerin
hausarzt,FALSE,NA,hausarzt
mdb pfarrer baufacharbeiter,FALSE,NA,mdb pfarrer baufacharbeiter
gärtnermeister,FALSE,NA,gärtnermeister
student hochschulmitarbeiter,FALSE,NA,student hochschulmitarbeiter
migrantenbeauftragte a d,FALSE,NA,migrantenbeauftragte a d
zweiter bürgermeister,FALSE,NA,zweiter bürgermeister
diplom chemie ingenieur,FALSE,NA,diplom chemie ingenieur
facharzt hautkrankheiten,FALSE,NA,facharzt hautkrankheiten
mdb diplom ingenieur elektrotechnik,FALSE,NA,mdb diplom ingenieur elektrotechnik
koordinator kommunikation,FALSE,NA,koordinator kommunikation
mdb geschäftsführer,FALSE,NA,mdb geschäftsführer
diplom kaufmann fh,FALSE,NA,diplom kaufmann fh
berufsmäßiger stadtrat,FALSE,NA,berufsmäßiger stadtrat
staatlich geprüfter forsttechniker,FALSE,NA,staatlich geprüfter forsttechniker
diplom wirtschaftsinformatikerin,FALSE,NA,diplom wirtschaftsinformatikerin
erster kreisbeigeordneter a d,FALSE,NA,erster kreisbeigeordneter a d
diplom umweltwissenschaftlerin,FALSE,NA,diplom umweltwissenschaftlerin
freiberuflicher webentwickler,FALSE,NA,freiberuflicher webentwickler
bankkaufmann diplom ökonom,FALSE,NA,bankkaufmann diplom ökonom
selbstständige,FALSE,NA,selbstständige
landwirtschaftlicher unternehmer,FALSE,NA,landwirtschaftlicher unternehmer
diplom ingenieur verkehrsplanung,FALSE,NA,diplom ingenieur verkehrsplanung
mdb autorin,FALSE,NA,mdb autorin
rohrleitungsbauer,FALSE,NA,rohrleitungsbauer
politikwissenschaftler m a,FALSE,NA,politikwissenschaftler m a
diplom ingenieurin ökonomin betriebswirtin vwa,FALSE,NA,diplom ingenieurin ökonomin betriebswirtin vwa
landesvorstand johanniter unfall hilfe e v,FALSE,NA,landesvorstand johanniter unfall hilfe e v
gemeinschaftsvorsitzender bürgermeister,FALSE,NA,gemeinschaftsvorsitzender bürgermeister
handelsfachwirt ihk automobilverkäufer,FALSE,NA,handelsfachwirt ihk automobilverkäufer
patentanwalt,FALSE,NA,patentanwalt
mdb vorsitzender richter am lg a d,FALSE,NA,mdb vorsitzender richter am lg a d
diplom kaufmann rechtsanwalt notar,FALSE,NA,diplom kaufmann rechtsanwalt notar
bundespolizist,FALSE,NA,bundespolizist
wissenschaftlcher referent,FALSE,NA,wissenschaftlcher referent
vorstandssekretär,FALSE,NA,vorstandssekretär
wirtschaftswissenschaftler m sc,FALSE,NA,wirtschaftswissenschaftler m sc
diplomökonomin,FALSE,NA,diplomökonomin
kommunalangestellter,FALSE,NA,kommunalangestellter
berufsakademie student,FALSE,NA,berufsakademie student
meteorologe,FALSE,NA,meteorologe
mdb richter am landgericht a d,FALSE,NA,mdb richter am landgericht a d
studiendirektor i r,FALSE,NA,studiendirektor i r
medizinethnologin,FALSE,NA,medizinethnologin
diplom informatikerin innovationscoach,FALSE,NA,diplom informatikerin innovationscoach
bergbau ingenieur,FALSE,NA,bergbau ingenieur
mdl lehrerin,FALSE,NA,mdl lehrerin
versicherungsfachmann bwv,FALSE,NA,versicherungsfachmann bwv
mdb richter a d,FALSE,NA,mdb richter a d
pharmazeutisch kaufmännische assistentin,FALSE,NA,pharmazeutisch kaufmännische assistentin
technischer fernmeldeinspektor i r,FALSE,NA,technischer fernmeldeinspektor i r
referentin umweltministerium nrw,FALSE,NA,referentin umweltministerium nrw
examinierte gesundheits krankenpflegerin,FALSE,NA,examinierte gesundheits krankenpflegerin
mdb diplom finanzökonomin,FALSE,NA,mdb diplom finanzökonomin
werkzeugmacher tourismusfachwirt,FALSE,NA,werkzeugmacher tourismusfachwirt
forstwissenschaftler,FALSE,NA,forstwissenschaftler
mediengestalterin,FALSE,NA,mediengestalterin
zollbeamter a d,FALSE,NA,zollbeamter a d
wiss mitarbeiterin,FALSE,NA,wiss mitarbeiterin
kriminologin,FALSE,NA,kriminologin
mdb bankkauffrau,FALSE,NA,mdb bankkauffrau
politikwissenschaftlerin m a,FALSE,NA,politikwissenschaftlerin m a
rohrnetzmonteur,FALSE,NA,rohrnetzmonteur
dipl wirtschaftsingenieurin,FALSE,NA,dipl wirtschaftsingenieurin
dipl verwaltungswirt fh,FALSE,NA,dipl verwaltungswirt fh
mdb islamwissenschaftlerin,FALSE,NA,mdb islamwissenschaftlerin
mdb kulturwissenschaftlerin,FALSE,NA,mdb kulturwissenschaftlerin
dipl sozialpädagoge,FALSE,NA,dipl sozialpädagoge
nautiker dipl ingenieur fh,FALSE,NA,nautiker dipl ingenieur fh
mdb dipl agraringenieur,FALSE,NA,mdb dipl agraringenieur
politikwissenschaftler minister a d,FALSE,NA,politikwissenschaftler minister a d
dipl kaufmann,FALSE,NA,dipl kaufmann
musikmanager,FALSE,NA,musikmanager
it systemadministrator,FALSE,NA,it systemadministrator
sozialökonomin,FALSE,NA,sozialökonomin
mdb dipl betriebswirt fh,FALSE,NA,mdb dipl betriebswirt fh
security client executive,FALSE,NA,security client executive
filmschaffender künstler,FALSE,NA,filmschaffender künstler
mdb berufssoldat a d,FALSE,NA,mdb berufssoldat a d
zimmerermeister,FALSE,NA,zimmerermeister
juristin politikwissenschaftlerin musikerin,FALSE,NA,juristin politikwissenschaftlerin musikerin
kaufm angestellte,FALSE,NA,kaufm angestellte
ärztin professorin,FALSE,NA,ärztin professorin
volks betriebswirt,FALSE,NA,volks betriebswirt
psychologie student,FALSE,NA,psychologie student
dipl volkswirt,FALSE,NA,dipl volkswirt
integrationsbeauftragte,FALSE,NA,integrationsbeauftragte
wiss mitarbeiter,FALSE,NA,wiss mitarbeiter
geschäftsbereichsleiterin pflege,FALSE,NA,geschäftsbereichsleiterin pflege
dipl mediziner facharzt pathologie,FALSE,NA,dipl mediziner facharzt pathologie
schulsozialarbeiterin,FALSE,NA,schulsozialarbeiterin
mdb dipl sportlehrer,FALSE,NA,mdb dipl sportlehrer
dipl ing agr landwirt,FALSE,NA,dipl ing agr landwirt
betriebswirt referent,FALSE,NA,betriebswirt referent
maurer betonbaumeister,FALSE,NA,maurer betonbaumeister
dipl finanzwirt fh,FALSE,NA,dipl finanzwirt fh
ökonom m sc journalist,FALSE,NA,ökonom m sc journalist
dipl ökonomin,FALSE,NA,dipl ökonomin
leiterin familienservice,FALSE,NA,leiterin familienservice
gewerkschafter,FALSE,NA,gewerkschafter
bootsbauerin,FALSE,NA,bootsbauerin
verkehrsingenieur,FALSE,NA,verkehrsingenieur
berufsoffizier,FALSE,NA,berufsoffizier
produktionsmitarbeiter,FALSE,NA,produktionsmitarbeiter
mdb dipl soziologe,FALSE,NA,mdb dipl soziologe
bezirksamtsleiter,FALSE,NA,bezirksamtsleiter
geschäftsführerin suchtkrankenhilfe,FALSE,NA,geschäftsführerin suchtkrankenhilfe
staatsminister auswärtigen amt,FALSE,NA,staatsminister auswärtigen amt
mdb angehörigenpflegerin,FALSE,NA,mdb angehörigenpflegerin
lehrer kunsthistoriker,FALSE,NA,lehrer kunsthistoriker
selbst kommunikationsberaterin,FALSE,NA,selbst kommunikationsberaterin
unternehmensberaterin nachhaltigkeit,FALSE,NA,unternehmensberaterin nachhaltigkeit
ltd regierungsdirektorin,FALSE,NA,ltd regierungsdirektorin
mdb staatsministerin a d,FALSE,NA,mdb staatsministerin a d
senior copywriter werbetexter,FALSE,NA,senior copywriter werbetexter
straßensozialarbeiter obdachlose menschen,FALSE,NA,straßensozialarbeiter obdachlose menschen
schulleiter i r,FALSE,NA,schulleiter i r
kaufm angestellter,FALSE,NA,kaufm angestellter
tv journalistin,FALSE,NA,tv journalistin
arzthelferin op assistenz,FALSE,NA,arzthelferin op assistenz
mdb volljuristin,FALSE,NA,mdb volljuristin
dipl pädagogin,FALSE,NA,dipl pädagogin
student öffentl management,FALSE,NA,student öffentl management
fachkraft arbeitssicherheit,FALSE,NA,fachkraft arbeitssicherheit
dipl physiker,FALSE,NA,dipl physiker
mdl studienrätin,FALSE,NA,mdl studienrätin
mdb dipl ökonom,FALSE,NA,mdb dipl ökonom
polit referentin,FALSE,NA,polit referentin
selbst grafikdesigner,FALSE,NA,selbst grafikdesigner
parl staatssekretär,FALSE,NA,parl staatssekretär
kulturveranstalter,FALSE,NA,kulturveranstalter
mdl agraringenieur,FALSE,NA,mdl agraringenieur
hotel restaurantfachmann,FALSE,NA,hotel restaurantfachmann
sport fitnesskaufmann,FALSE,NA,sport fitnesskaufmann
philosophie wirtschaft umwelt m a,FALSE,NA,philosophie wirtschaft umwelt m a
metallbaumeister,FALSE,NA,metallbaumeister
logistikmeister,FALSE,NA,logistikmeister
gleichstellungsbeauftragte universität,FALSE,NA,gleichstellungsbeauftragte universität
coach führung verantwortung,FALSE,NA,coach führung verantwortung
dipl informatiker,FALSE,NA,dipl informatiker
beamtin i r,FALSE,NA,beamtin i r
kaufmann i r,FALSE,NA,kaufmann i r
dipl verwaltungsbetriebswirt fh,FALSE,NA,dipl verwaltungsbetriebswirt fh
versicherungskaufmann ihk,FALSE,NA,versicherungskaufmann ihk
personalberaterin,FALSE,NA,personalberaterin
mdb senior pr beraterin,FALSE,NA,mdb senior pr beraterin
dipl ingenieur fh,FALSE,NA,dipl ingenieur fh
versicherungskauffrau ihk,FALSE,NA,versicherungskauffrau ihk
dipl sozialökonom,FALSE,NA,dipl sozialökonom
dipl umweltwissenschaftlerin,FALSE,NA,dipl umweltwissenschaftlerin
qualif kindertagespflegeperson,FALSE,NA,qualif kindertagespflegeperson
mdb dipl volkswirtin,FALSE,NA,mdb dipl volkswirtin
maschinenbau mechaniker,FALSE,NA,maschinenbau mechaniker
päd mitarbeiterin jugendhilfe,FALSE,NA,päd mitarbeiterin jugendhilfe
mdb sparkassenbetriebswirt,FALSE,NA,mdb sparkassenbetriebswirt
mdb studienrätin,FALSE,NA,mdb studienrätin
gesundheits krankenpfleger,FALSE,NA,gesundheits krankenpfleger
angestellter ö d,FALSE,NA,angestellter ö d
mdb dipl ingenieur,FALSE,NA,mdb dipl ingenieur
geschäftsstellenleitung,FALSE,NA,geschäftsstellenleitung
arbeitspädagoge,FALSE,NA,arbeitspädagoge
staatssekretärin a d dipl chemikerin,FALSE,NA,staatssekretärin a d dipl chemikerin
techniker i r,FALSE,NA,techniker i r
dipl juristin,FALSE,NA,dipl juristin
vermögensverwalter,FALSE,NA,vermögensverwalter
chemiker i r,FALSE,NA,chemiker i r
finanzberaterin,FALSE,NA,finanzberaterin
mdb berufspilot,FALSE,NA,mdb berufspilot
dipl ing umwelttechnik,FALSE,NA,dipl ing umwelttechnik
mdb hauswirtschaftsleiterin,FALSE,NA,mdb hauswirtschaftsleiterin
politikwissenschaftler bundesminister,FALSE,NA,politikwissenschaftler bundesminister
facharzt radiologie,FALSE,NA,facharzt radiologie
mitarbeiter forschung entwicklung,FALSE,NA,mitarbeiter forschung entwicklung
dipl ing architektur,FALSE,NA,dipl ing architektur
dipl ökonom,FALSE,NA,dipl ökonom
mdl abwassermeisterin,FALSE,NA,mdl abwassermeisterin
kunstwissenschaftlerin,FALSE,NA,kunstwissenschaftlerin
dipl ingenieur,FALSE,NA,dipl ingenieur
gleichstellungsbeauftragte hochschule,FALSE,NA,gleichstellungsbeauftragte hochschule
grafikdesigner,FALSE,NA,grafikdesigner
dipl kaufmann fh,FALSE,NA,dipl kaufmann fh
marketingberaterin immobilienmaklerin,FALSE,NA,marketingberaterin immobilienmaklerin
mdb physiotherapeut,FALSE,NA,mdb physiotherapeut
mdl dipl verwaltungswirtin,FALSE,NA,mdl dipl verwaltungswirtin
bestatter,FALSE,NA,bestatter
verwaltungsbetriebswirtin,FALSE,NA,verwaltungsbetriebswirtin
facharzt chirurgie,FALSE,NA,facharzt chirurgie
mdb bundesumweltminister a d,FALSE,NA,mdb bundesumweltminister a d
mdb dipl politikwissenschaftlerin,FALSE,NA,mdb dipl politikwissenschaftlerin
mdb hafenfacharbeiter,FALSE,NA,mdb hafenfacharbeiter
polizist,FALSE,NA,polizist
freiwilligendienstleistender,FALSE,NA,freiwilligendienstleistender
mdb tourismusfachwirt,FALSE,NA,mdb tourismusfachwirt
dipl finanzwirt,FALSE,NA,dipl finanzwirt
pressesprecherin,FALSE,NA,pressesprecherin
projektkoordinatorin,FALSE,NA,projektkoordinatorin
kommunikationsberaterin,FALSE,NA,kommunikationsberaterin
mdb mdl,FALSE,NA,mdb mdl
medienschaffender,FALSE,NA,medienschaffender
mdb völkerrechtlerin,FALSE,NA,mdb völkerrechtlerin
dipl politologin politikwissenschaftlerin,FALSE,NA,dipl politologin politikwissenschaftlerin
dipl agraringenieur,FALSE,NA,dipl agraringenieur
angestellter projektmanager,FALSE,NA,angestellter projektmanager
wissenschaftsmanagerin,FALSE,NA,wissenschaftsmanagerin
pressereferentin,FALSE,NA,pressereferentin
diplomat,FALSE,NA,diplomat
beratender ingenieur hochschullehrer,FALSE,NA,beratender ingenieur hochschullehrer
angestellter landwirt,FALSE,NA,angestellter landwirt
dipl politikwissenschaftler,FALSE,NA,dipl politikwissenschaftler
dipl ing architekt fh,FALSE,NA,dipl ing architekt fh
mdb dipl betriebswirtin fh,FALSE,NA,mdb dipl betriebswirtin fh
glasgraveur dj,FALSE,NA,glasgraveur dj
gebietsleiter,FALSE,NA,gebietsleiter
auszubildender verwaltungsfachangestellter,FALSE,NA,auszubildender verwaltungsfachangestellter
dipl agraringenieurin,FALSE,NA,dipl agraringenieurin
kaufmann geschäftsführer,FALSE,NA,kaufmann geschäftsführer
mdb politikwissenschaftler m a,FALSE,NA,mdb politikwissenschaftler m a
gebietsverkaufsleiterin,FALSE,NA,gebietsverkaufsleiterin
sozialversicherungsangestellter,FALSE,NA,sozialversicherungsangestellter
politikwissenschaftler kommunikationsberater,FALSE,NA,politikwissenschaftler kommunikationsberater
dipl ing bauwesen fh,FALSE,NA,dipl ing bauwesen fh
mdb dipl ökonomin,FALSE,NA,mdb dipl ökonomin
mdb dipl chemiker,FALSE,NA,mdb dipl chemiker
dipl pädagoge,FALSE,NA,dipl pädagoge
dipl ingenieur b a,FALSE,NA,dipl ingenieur b a
