occupation,has_domain,domain,clean_title
schlosser einrichter,FALSE,NA,schlosser einrichter
oberstudienrätin,FALSE,NA,oberstudienrätin
heilerziehungspfleger,FALSE,NA,heilerziehungspfleger
städtischer oberrechtsrat a d mdb,FALSE,NA,städtischer oberrechtsrat a d mdb
mitglied des landtages,FALSE,NA,mitglied des landtages
versicherungsangestellte,FALSE,NA,versicherungsangestellte
förster,FALSE,NA,förster
richterin a d mdb,FALSE,NA,richterin a d mdb
werbeleiterin,FALSE,NA,werbeleiterin
diplom agraringenieur,FALSE,NA,diplom agraringenieur
lehrer am gymnasium oberstudienrat,FALSE,NA,lehrer am gymnasium oberstudienrat
verlags angestellter,FALSE,NA,verlags angestellter
diplom ingenieurin landespflege,FALSE,NA,diplom ingenieurin landespflege
hochschullehrer ordentlicher professor pädagog psychologie,FALSE,NA,hochschullehrer ordentlicher professor pädagog psychologie
diplom ingenieur werkzeugmaschinenkonstruktion,FALSE,NA,diplom ingenieur werkzeugmaschinenkonstruktion
töpfer meisterin,FALSE,NA,töpfer meisterin
diplom physikerin,FALSE,NA,diplom physikerin
verwaltungswissenschaftler,FALSE,NA,verwaltungswissenschaftler
staatssekretärin a d,FALSE,NA,staatssekretärin a d
facharbeiter schreibtechnik,FALSE,NA,facharbeiter schreibtechnik
tierarzt dozent,FALSE,NA,tierarzt dozent
landesgeschäftsführer,FALSE,NA,landesgeschäftsführer
universitätsprofessor rechtsanwalt,FALSE,NA,universitätsprofessor rechtsanwalt
medizinstudent,FALSE,NA,medizinstudent
regierungsbaumeister,FALSE,NA,regierungsbaumeister
museumsdirektor,FALSE,NA,museumsdirektor
staatssekretär a d,FALSE,NA,staatssekretär a d
staatlich geprüfter landwirt,FALSE,NA,staatlich geprüfter landwirt
sängerin,FALSE,NA,sängerin
cand rer oec,FALSE,NA,cand rer oec
dozent automatisierung,FALSE,NA,dozent automatisierung
bezirksjugendreferent,FALSE,NA,bezirksjugendreferent
diplom betriebswirt mdb,FALSE,NA,diplom betriebswirt mdb
ingenieur landtechnik geschäftsführer,FALSE,NA,ingenieur landtechnik geschäftsführer
diplom gewerbelehrer,FALSE,NA,diplom gewerbelehrer
richter am sozialgericht,FALSE,NA,richter am sozialgericht
former,FALSE,NA,former
diplom betriebswirt fh,FALSE,NA,diplom betriebswirt fh
doktor rer pol,FALSE,NA,doktor rer pol
pädagoge,FALSE,NA,pädagoge
logopäde,FALSE,NA,logopäde
diplompädagogin,FALSE,NA,diplompädagogin
wissenschaftlicher angestellter mdb,FALSE,NA,wissenschaftlicher angestellter mdb
hauptschullehrer a d,FALSE,NA,hauptschullehrer a d
freie innenarchitektin mdb,FALSE,NA,freie innenarchitektin mdb
mathematiker informatiker,FALSE,NA,mathematiker informatiker
staatssekretär a d,FALSE,NA,staatssekretär a d
lehrerin mdb,FALSE,NA,lehrerin mdb
diplom ingenieur verkehrsbau,FALSE,NA,diplom ingenieur verkehrsbau
ingenieur straßenbau,FALSE,NA,ingenieur straßenbau
finanzwirtschaftler stellv landrat,FALSE,NA,finanzwirtschaftler stellv landrat
angestellte i r,FALSE,NA,angestellte i r
polizeihauptkommissar bgs,FALSE,NA,polizeihauptkommissar bgs
diplom physiker fachschuldozent,FALSE,NA,diplom physiker fachschuldozent
gastwirtin,FALSE,NA,gastwirtin
stadtdirektor,FALSE,NA,stadtdirektor
meisterin ländlichen hauswirtschaft,FALSE,NA,meisterin ländlichen hauswirtschaft
ordentlicher universitäts professor,FALSE,NA,ordentlicher universitäts professor
sozialfürsorger,FALSE,NA,sozialfürsorger
universitätsprofessor a d,FALSE,NA,universitätsprofessor a d
diplom ingenieur pädagoge,FALSE,NA,diplom ingenieur pädagoge
rehabilitationspädagoge,FALSE,NA,rehabilitationspädagoge
fachärztin innere medizin,FALSE,NA,fachärztin innere medizin
diplomagronom,FALSE,NA,diplomagronom
berufschullehrer diplomingenieur,FALSE,NA,berufschullehrer diplomingenieur
tierärztin,FALSE,NA,tierärztin
studienrat hochschuldienst,FALSE,NA,studienrat hochschuldienst
diplom ingenieur fh landschaftsarchitektin,FALSE,NA,diplom ingenieur fh landschaftsarchitektin
bürgermeister,FALSE,NA,bürgermeister
diplom kaufmann müllermeister,FALSE,NA,diplom kaufmann müllermeister
diplom ingenieur fh bauunternehmer,FALSE,NA,diplom ingenieur fh bauunternehmer
diakon,FALSE,NA,diakon
fachschuldozentin,FALSE,NA,fachschuldozentin
diplomjurist,FALSE,NA,diplomjurist
diplomlehrer biologie chemie,FALSE,NA,diplomlehrer biologie chemie
kaufmännische angestellte,FALSE,NA,kaufmännische angestellte
jurist mdb parlamentarischer staatssekretär,FALSE,NA,jurist mdb parlamentarischer staatssekretär
wirtschaftsgeograph,FALSE,NA,wirtschaftsgeograph
dozent pfarrer,FALSE,NA,dozent pfarrer
oberpostdirektor i r mdb,FALSE,NA,oberpostdirektor i r mdb
arzt pathologe,FALSE,NA,arzt pathologe
steuerberater mdb,FALSE,NA,steuerberater mdb
oberbaurätin,FALSE,NA,oberbaurätin
rechtsanwaltsgehilfin,FALSE,NA,rechtsanwaltsgehilfin
hochschullehrer o professor,FALSE,NA,hochschullehrer o professor
zahnärztin beigeordnete dezernentin,FALSE,NA,zahnärztin beigeordnete dezernentin
diplom verwaltungswirt industriekaufmann mdb,FALSE,NA,diplom verwaltungswirt industriekaufmann mdb
regierungsrat,FALSE,NA,regierungsrat
regierungsamtmann,FALSE,NA,regierungsamtmann
generalsekretär mdb,FALSE,NA,generalsekretär mdb
fachschullehrer,FALSE,NA,fachschullehrer
softwareentwicklerin,FALSE,NA,softwareentwicklerin
forstfacharbeiter,FALSE,NA,forstfacharbeiter
diplom volkswirt selbständig,FALSE,NA,diplom volkswirt selbständig
schüler,FALSE,NA,schüler
selbständiger buch werbegrafiker mdb,FALSE,NA,selbständiger buch werbegrafiker mdb
physikalisch technische assistentin,FALSE,NA,physikalisch technische assistentin
strassenbauer diplom ingenieur bezirksstadtrat bau wohnen,FALSE,NA,strassenbauer diplom ingenieur bezirksstadtrat bau wohnen
bundesvorsitzender gewerkschaft deutscher lokomotivführer,FALSE,NA,bundesvorsitzender gewerkschaft deutscher lokomotivführer
ingenieur chemieanlagenbau,FALSE,NA,ingenieur chemieanlagenbau
diplom ingenieur bauwesen,FALSE,NA,diplom ingenieur bauwesen
hochschulwissenschaftler,FALSE,NA,hochschulwissenschaftler
kaufmann f d p geschäftsführer,FALSE,NA,kaufmann f d p geschäftsführer
facharzt orthopädie,FALSE,NA,facharzt orthopädie
leitender gesamtschuldirektor,FALSE,NA,leitender gesamtschuldirektor
invalidenrentner,FALSE,NA,invalidenrentner
diplom pädagoge medizin pädagoge zahntechnikermeister,FALSE,NA,diplom pädagoge medizin pädagoge zahntechnikermeister
lehrerin sonderpädagogik,FALSE,NA,lehrerin sonderpädagogik
kommunalbeamter a d mdb,FALSE,NA,kommunalbeamter a d mdb
sozialarbeiterin grad,FALSE,NA,sozialarbeiterin grad
diplomingenieur hlk elektromonteur,FALSE,NA,diplomingenieur hlk elektromonteur
bundesminister a d mdb,FALSE,NA,bundesminister a d mdb
diplom ingenieur weinbau,FALSE,NA,diplom ingenieur weinbau
kreisbeigeordneter,FALSE,NA,kreisbeigeordneter
stadtoberamtsrat,FALSE,NA,stadtoberamtsrat
fachpsychologin medizin berufsparlamentarier,FALSE,NA,fachpsychologin medizin berufsparlamentarier
land forstwirt mdb,FALSE,NA,land forstwirt mdb
lehrer journalist verlagslektor,FALSE,NA,lehrer journalist verlagslektor
diplom sozialpädagoge fh,FALSE,NA,diplom sozialpädagoge fh
umweltberater,FALSE,NA,umweltberater
prokurist leiter personal organisation,FALSE,NA,prokurist leiter personal organisation
diplom ingenieur landrat,FALSE,NA,diplom ingenieur landrat
parlamentarische geschäftsführerin mdb,FALSE,NA,parlamentarische geschäftsführerin mdb
landschaftsplaner,FALSE,NA,landschaftsplaner
arzt chirurg,FALSE,NA,arzt chirurg
maschinenbaumeister,FALSE,NA,maschinenbaumeister
maschinenmechaniker diplom sportlehrer,FALSE,NA,maschinenmechaniker diplom sportlehrer
diplommathematiker theologe,FALSE,NA,diplommathematiker theologe
großhandelskaufmann,FALSE,NA,großhandelskaufmann
bau ingenieur architekt,FALSE,NA,bau ingenieur architekt
umweltpädagogin,FALSE,NA,umweltpädagogin
diplomingenieur verfahrenstechnik mdb,FALSE,NA,diplomingenieur verfahrenstechnik mdb
betriebsleiter,FALSE,NA,betriebsleiter
diplom sozialpädagoge,FALSE,NA,diplom sozialpädagoge
grundschulrektor a d,FALSE,NA,grundschulrektor a d
diplom germanist berufsparlamentarier,FALSE,NA,diplom germanist berufsparlamentarier
diplom soziologin mdb,FALSE,NA,diplom soziologin mdb
ingenieur baustofftechnologie,FALSE,NA,ingenieur baustofftechnologie
lehrerin hochschuldienst,FALSE,NA,lehrerin hochschuldienst
unternehmens u wirtschaftsberater,FALSE,NA,unternehmens u wirtschaftsberater
diplom verwaltungswirt,FALSE,NA,diplom verwaltungswirt
schichtingenieur,FALSE,NA,schichtingenieur
diplom agrar ingenieur,FALSE,NA,diplom agrar ingenieur
pfarrdiakon mdb,FALSE,NA,pfarrdiakon mdb
richterin stadträtin,FALSE,NA,richterin stadträtin
oberstaatsanwalt a d,FALSE,NA,oberstaatsanwalt a d
oberarzt,FALSE,NA,oberarzt
betriebswirt sgd,FALSE,NA,betriebswirt sgd
technische autorin,FALSE,NA,technische autorin
rechtsanwalt parlamentarischer staatssekretär mdb,FALSE,NA,rechtsanwalt parlamentarischer staatssekretär mdb
gebietsleiterin,FALSE,NA,gebietsleiterin
diplom kaufmann staatsminister beim bundeskanzler,FALSE,NA,diplom kaufmann staatsminister beim bundeskanzler
drogistin,FALSE,NA,drogistin
diplom verwaltungswirtin,FALSE,NA,diplom verwaltungswirtin
hauptmann bundeswehr i r,FALSE,NA,hauptmann bundeswehr i r
diplom sozialpädagogin fh,FALSE,NA,diplom sozialpädagogin fh
regierender bürgermeister a d mdb,FALSE,NA,regierender bürgermeister a d mdb
geflügelzüchter diplom ingenieur städtebau theologe,FALSE,NA,geflügelzüchter diplom ingenieur städtebau theologe
volkshochschulmitarbeiter,FALSE,NA,volkshochschulmitarbeiter
kaufmännischer angestellter diplomkaufmann,FALSE,NA,kaufmännischer angestellter diplomkaufmann
agrochemieingenieur,FALSE,NA,agrochemieingenieur
kriminalhauptkommissar mdb,FALSE,NA,kriminalhauptkommissar mdb
mdb bürgermeister a d,FALSE,NA,mdb bürgermeister a d
universitäts professorin,FALSE,NA,universitäts professorin
pädagogischer leiter,FALSE,NA,pädagogischer leiter
diplom berufspädagoge diplom betriebswirt diplom handelslehrer,FALSE,NA,diplom berufspädagoge diplom betriebswirt diplom handelslehrer
ingenieur tontechnik,FALSE,NA,ingenieur tontechnik
gewerkschaftsfunktionär,FALSE,NA,gewerkschaftsfunktionär
diplom philosoph,FALSE,NA,diplom philosoph
sozialpädagogin grad,FALSE,NA,sozialpädagogin grad
agrochemiker,FALSE,NA,agrochemiker
diplom lehrerin,FALSE,NA,diplom lehrerin
kulturwissenschaftler abgeordneter schriftsetzer,FALSE,NA,kulturwissenschaftler abgeordneter schriftsetzer
polizeibeamter a d,FALSE,NA,polizeibeamter a d
binnenhandelsökonom,FALSE,NA,binnenhandelsökonom
beamtin sonderschullehrerin,FALSE,NA,beamtin sonderschullehrerin
kreisjugendwart,FALSE,NA,kreisjugendwart
diplom ingenieur bauwesen,FALSE,NA,diplom ingenieur bauwesen
leiterin ev familienbildungsstätte friedberg,FALSE,NA,leiterin ev familienbildungsstätte friedberg
diplom meliorationsingenieur,FALSE,NA,diplom meliorationsingenieur
maurermeister,FALSE,NA,maurermeister
selbständiger kaufmann mdb,FALSE,NA,selbständiger kaufmann mdb
rektor vorsitzender gew baden württemberg,FALSE,NA,rektor vorsitzender gew baden württemberg
transportunternehmer,FALSE,NA,transportunternehmer
diplom ingenieur volkswirt mdb,FALSE,NA,diplom ingenieur volkswirt mdb
diplom ingenieur verfahrenstechnik,FALSE,NA,diplom ingenieur verfahrenstechnik
diplom sozialpädagoge landwirt kreisrat,FALSE,NA,diplom sozialpädagoge landwirt kreisrat
bundesminister d finanzen mdb,FALSE,NA,bundesminister d finanzen mdb
musikpädagoge,FALSE,NA,musikpädagoge
bürgermeister a d,FALSE,NA,bürgermeister a d
selbständige industriekauffrau mdb,FALSE,NA,selbständige industriekauffrau mdb
wissenschaftlicher berater,FALSE,NA,wissenschaftlicher berater
uhrmachermeister,FALSE,NA,uhrmachermeister
diplom ingenieur hs elektroingenieur mdb,FALSE,NA,diplom ingenieur hs elektroingenieur mdb
ingenieurpädagoge,FALSE,NA,ingenieurpädagoge
bezirksstadtrat,FALSE,NA,bezirksstadtrat
bankkaufmann journalist,FALSE,NA,bankkaufmann journalist
bildungsreferentin,FALSE,NA,bildungsreferentin
politikerin,FALSE,NA,politikerin
feinoptiker,FALSE,NA,feinoptiker
landwirtschaftslehrerin beraterin,FALSE,NA,landwirtschaftslehrerin beraterin
ingenieur geschäftsführer,FALSE,NA,ingenieur geschäftsführer
diplomstaatswissenschaftler,FALSE,NA,diplomstaatswissenschaftler
parlamentarischer staatsekretär mdb,FALSE,NA,parlamentarischer staatsekretär mdb
richterin am sozialgericht,FALSE,NA,richterin am sozialgericht
universitätsprofessorin mdb,FALSE,NA,universitätsprofessorin mdb
parlamentarischer staatssekretär a d rechtsanwalt mdb,FALSE,NA,parlamentarischer staatssekretär a d rechtsanwalt mdb
konrektor a d,FALSE,NA,konrektor a d
mischer,FALSE,NA,mischer
altenhilfereferent,FALSE,NA,altenhilfereferent
gemeindehelfer kinder jugendfragen,FALSE,NA,gemeindehelfer kinder jugendfragen
diplom ingenieur ökonom,FALSE,NA,diplom ingenieur ökonom
studienrat volks realschulen,FALSE,NA,studienrat volks realschulen
mitglied des deutschen bundestages diplom philosoph,FALSE,NA,mitglied des deutschen bundestages diplom philosoph
diplom ingenieur landtechnik,FALSE,NA,diplom ingenieur landtechnik
fernmeldehandwerker,FALSE,NA,fernmeldehandwerker
diplom pädagoge mdb,FALSE,NA,diplom pädagoge mdb
juristin assessorin,FALSE,NA,juristin assessorin
praktischer tierarzt,FALSE,NA,praktischer tierarzt
diplom ingenieur ökonom angestellter,FALSE,NA,diplom ingenieur ökonom angestellter
leiter des städt fuhrparks regensburg a d mdb,FALSE,NA,leiter des städt fuhrparks regensburg a d mdb
diplom ingenieur fh sicherheitsingenieur,FALSE,NA,diplom ingenieur fh sicherheitsingenieur
diplom landwirtschaftslehrer,FALSE,NA,diplom landwirtschaftslehrer
oberst a d mdb,FALSE,NA,oberst a d mdb
diplom ingenieur geschäftsführer,FALSE,NA,diplom ingenieur geschäftsführer
eg fachreferent,FALSE,NA,eg fachreferent
werbekauffrau,FALSE,NA,werbekauffrau
informationselektriker,FALSE,NA,informationselektriker
unfallchirurg mdb,FALSE,NA,unfallchirurg mdb
kab sekretär,FALSE,NA,kab sekretär
schweißer,FALSE,NA,schweißer
hochschulingenieur oec kaufmännischer angestellter,FALSE,NA,hochschulingenieur oec kaufmännischer angestellter
fraktionsgeschäftsführer,FALSE,NA,fraktionsgeschäftsführer
diplom volkswirt oberstudienrat,FALSE,NA,diplom volkswirt oberstudienrat
rechtsanwalt vereidigter buchprüfer,FALSE,NA,rechtsanwalt vereidigter buchprüfer
diplom ingenieurökonom,FALSE,NA,diplom ingenieurökonom
textilreinigungsfacharbeiterin,FALSE,NA,textilreinigungsfacharbeiterin
bereichsleiter vertrieb,FALSE,NA,bereichsleiter vertrieb
referentin menschenrechtsfragen,FALSE,NA,referentin menschenrechtsfragen
richter am bundespatentgericht,FALSE,NA,richter am bundespatentgericht
privat gelehrter,FALSE,NA,privat gelehrter
leitender beamter post telekommunikation mdb,FALSE,NA,leitender beamter post telekommunikation mdb
hochschul ingenieur,FALSE,NA,hochschul ingenieur
starkstromelektriker mathematiker,FALSE,NA,starkstromelektriker mathematiker
parteisprecherin,FALSE,NA,parteisprecherin
einzelhändlerin mdb,FALSE,NA,einzelhändlerin mdb
privatdozentin mdb,FALSE,NA,privatdozentin mdb
schiffbau diplom ingenieur,FALSE,NA,schiffbau diplom ingenieur
realschullehrer mdb,FALSE,NA,realschullehrer mdb
buchhalter,FALSE,NA,buchhalter
diplom finanzwirt,FALSE,NA,diplom finanzwirt
elektroinstallationshandwerksmeister,FALSE,NA,elektroinstallationshandwerksmeister
richterin am landgericht a d mdb,FALSE,NA,richterin am landgericht a d mdb
rechtsanwalt autor,FALSE,NA,rechtsanwalt autor
dozent erwachsenenbildung,FALSE,NA,dozent erwachsenenbildung
krankenschwester mdb,FALSE,NA,krankenschwester mdb
freier architekt,FALSE,NA,freier architekt
schlosserin,FALSE,NA,schlosserin
studienrätin a d mdb,FALSE,NA,studienrätin a d mdb
sozialwissenschaftlerin,FALSE,NA,sozialwissenschaftlerin
diplom betriebswirt ba mdb,FALSE,NA,diplom betriebswirt ba mdb
mitglied des landtags,FALSE,NA,mitglied des landtags
diplom bauingenieur,FALSE,NA,diplom bauingenieur
referentin,FALSE,NA,referentin
diplom ingenieur mdl,FALSE,NA,diplom ingenieur mdl
ökonom,FALSE,NA,ökonom
exportkauffrau,FALSE,NA,exportkauffrau
diplom verwaltungs wissenschaftler angestellter,FALSE,NA,diplom verwaltungs wissenschaftler angestellter
diplom finanzwirtin fh,FALSE,NA,diplom finanzwirtin fh
werkzeugmacher ingenieur mdb,FALSE,NA,werkzeugmacher ingenieur mdb
informationsmanagerin,FALSE,NA,informationsmanagerin
diplom ökonomin,FALSE,NA,diplom ökonomin
operationspfleger,FALSE,NA,operationspfleger
förderschullehrerin,FALSE,NA,förderschullehrerin
frauenreferentin mdb,FALSE,NA,frauenreferentin mdb
lehrer a d mdb,FALSE,NA,lehrer a d mdb
techniker,FALSE,NA,techniker
diplom handelslehrerin,FALSE,NA,diplom handelslehrerin
buchhändlerin,FALSE,NA,buchhändlerin
gewerkschafts kreisvorsitzender,FALSE,NA,gewerkschafts kreisvorsitzender
forstoberrat,FALSE,NA,forstoberrat
diplom rechtspfleger fh,FALSE,NA,diplom rechtspfleger fh
datenverarbeitungskaufmann mdb,FALSE,NA,datenverarbeitungskaufmann mdb
stadtplanerin,FALSE,NA,stadtplanerin
diplom haushaltswirtschaftlerin,FALSE,NA,diplom haushaltswirtschaftlerin
professor a d,FALSE,NA,professor a d
dr theol pfarrer,FALSE,NA,dr theol pfarrer
betriebswirtin vwa,FALSE,NA,betriebswirtin vwa
stellvertretender schulleiter,FALSE,NA,stellvertretender schulleiter
bewährungshelfer,FALSE,NA,bewährungshelfer
diplom historikerin,FALSE,NA,diplom historikerin
pfarrer mdb,FALSE,NA,pfarrer mdb
beamter zeit,FALSE,NA,beamter zeit
zerspaner,FALSE,NA,zerspaner
diplom ingenieur anlagen apparatebau,FALSE,NA,diplom ingenieur anlagen apparatebau
prokurist marketingleiter,FALSE,NA,prokurist marketingleiter
rektorin a d mdb,FALSE,NA,rektorin a d mdb
softwareentwickler,FALSE,NA,softwareentwickler
klempnermeister,FALSE,NA,klempnermeister
wirtschaftsberater,FALSE,NA,wirtschaftsberater
volkswirtin,FALSE,NA,volkswirtin
lehrerin designerin mdb,FALSE,NA,lehrerin designerin mdb
umschüler,FALSE,NA,umschüler
zahntechnikerin,FALSE,NA,zahntechnikerin
dv organisator,FALSE,NA,dv organisator
leiter des verwaltungsamtes,FALSE,NA,leiter des verwaltungsamtes
bankkaufmann jurist,FALSE,NA,bankkaufmann jurist
selbständiger handelsvertreter mdb,FALSE,NA,selbständiger handelsvertreter mdb
diplom beriebswirtin,FALSE,NA,diplom beriebswirtin
hochschullehrerin mdb,FALSE,NA,hochschullehrerin mdb
rechtsanwalt parlemtarischer staatssekretär,FALSE,NA,rechtsanwalt parlemtarischer staatssekretär
einzelhandelskauffrau sekretärin,FALSE,NA,einzelhandelskauffrau sekretärin
diplom wirtschaftsingenieur unternehmer,FALSE,NA,diplom wirtschaftsingenieur unternehmer
rechnungsprüfer,FALSE,NA,rechnungsprüfer
diplom ingenieur verkehrswesen,FALSE,NA,diplom ingenieur verkehrswesen
betriebseisenbahner,FALSE,NA,betriebseisenbahner
bauingenieurin mdb,FALSE,NA,bauingenieurin mdb
landschaftsarchitektin,FALSE,NA,landschaftsarchitektin
bezirksschornsteinfegermeister,FALSE,NA,bezirksschornsteinfegermeister
museumsleiterin,FALSE,NA,museumsleiterin
programmiererin,FALSE,NA,programmiererin
diplomingenieur schulleiter,FALSE,NA,diplomingenieur schulleiter
diplom ingenieur prüfstellenleiter,FALSE,NA,diplom ingenieur prüfstellenleiter
jurist wissenschaftlicher mitarbeiter,FALSE,NA,jurist wissenschaftlicher mitarbeiter
schülervertretung landessekretär,FALSE,NA,schülervertretung landessekretär
diplom jurist berufsparlamentarier,FALSE,NA,diplom jurist berufsparlamentarier
lehrer landesvorsitzender,FALSE,NA,lehrer landesvorsitzender
malerin,FALSE,NA,malerin
pfarrerin,FALSE,NA,pfarrerin
direktor eines amtsgerichtes,FALSE,NA,direktor eines amtsgerichtes
leiter marketing,FALSE,NA,leiter marketing
diplom agraringenieurökonom,FALSE,NA,diplom agraringenieurökonom
trainer,FALSE,NA,trainer
bundesministerin a d mdb,FALSE,NA,bundesministerin a d mdb
diplom kaufmann steuerberater mdb,FALSE,NA,diplom kaufmann steuerberater mdb
professor dr ingenieur,FALSE,NA,professor dr ingenieur
ötv sekretär,FALSE,NA,ötv sekretär
diplom kauffrau,FALSE,NA,diplom kauffrau
fachkraft umwelt naturschutz,FALSE,NA,fachkraft umwelt naturschutz
rechtsrefendar,FALSE,NA,rechtsrefendar
diplomlehrer stellvertretender schulleiter,FALSE,NA,diplomlehrer stellvertretender schulleiter
friseurmeister,FALSE,NA,friseurmeister
leiterin sozialverwaltung rhinow,FALSE,NA,leiterin sozialverwaltung rhinow
staatssekretärrin a d mdb,FALSE,NA,staatssekretärrin a d mdb
pastor mdl,FALSE,NA,pastor mdl
ministerialrätin,FALSE,NA,ministerialrätin
sonderschullehrer diplom verwaltungswirt,FALSE,NA,sonderschullehrer diplom verwaltungswirt
arzthelferin,FALSE,NA,arzthelferin
student sozialpädagogik,FALSE,NA,student sozialpädagogik
theologe religionspädagoge publizist,FALSE,NA,theologe religionspädagoge publizist
generalsekretär cdu deutschlands mdb,FALSE,NA,generalsekretär cdu deutschlands mdb
minister,FALSE,NA,minister
diplom mathematikerin,FALSE,NA,diplom mathematikerin
kriminaloberrat diplom volkswirt,FALSE,NA,kriminaloberrat diplom volkswirt
bundestagsabgeordnete,FALSE,NA,bundestagsabgeordnete
bankier i r,FALSE,NA,bankier i r
fachkrankenpfleger,FALSE,NA,fachkrankenpfleger
physikalisch technische assistentin,FALSE,NA,physikalisch technische assistentin
religionslehrer,FALSE,NA,religionslehrer
stadtoberinspektor a d,FALSE,NA,stadtoberinspektor a d
kreisgeschäftsführerin arbeiterwohlfahrt,FALSE,NA,kreisgeschäftsführerin arbeiterwohlfahrt
architektin mdb,FALSE,NA,architektin mdb
diplomingenieur referent,FALSE,NA,diplomingenieur referent
kaufmännische angestellte buchhalterin,FALSE,NA,kaufmännische angestellte buchhalterin
wirtschaftsassessor,FALSE,NA,wirtschaftsassessor
tierärztin mdb,FALSE,NA,tierärztin mdb
chemielaborant,FALSE,NA,chemielaborant
betriebsratsvorsitzender,FALSE,NA,betriebsratsvorsitzender
sozialpädagogin,FALSE,NA,sozialpädagogin
wirtschaftsprofessor,FALSE,NA,wirtschaftsprofessor
volkswirtin soziologin,FALSE,NA,volkswirtin soziologin
fahrlehrer,FALSE,NA,fahrlehrer
mitglied des deutschen bundestages rechtsanwalt,FALSE,NA,mitglied des deutschen bundestages rechtsanwalt
kfz handwerker lehrer oberregierungsrat,FALSE,NA,kfz handwerker lehrer oberregierungsrat
zerspanungs fa,FALSE,NA,zerspanungs fa
universitätsprofessor mdb,FALSE,NA,universitätsprofessor mdb
wirtschaftswissenschaftler,FALSE,NA,wirtschaftswissenschaftler
fotosetzer,FALSE,NA,fotosetzer
diplom slawistin,FALSE,NA,diplom slawistin
hafenfacharbeiter,FALSE,NA,hafenfacharbeiter
fraktions geschäftsführerin,FALSE,NA,fraktions geschäftsführerin
rechtsrefendarin,FALSE,NA,rechtsrefendarin
bevollmächtigter ig metall schönebeck,FALSE,NA,bevollmächtigter ig metall schönebeck
bundesminister des auswärtigen,FALSE,NA,bundesminister des auswärtigen
architekt geschäftsführer,FALSE,NA,architekt geschäftsführer
tischler selbständiger gewerbetreibender,FALSE,NA,tischler selbständiger gewerbetreibender
bundestagsvizepräsident mdb,FALSE,NA,bundestagsvizepräsident mdb
heilerziehungshelfer,FALSE,NA,heilerziehungshelfer
verwaltungsangestellter a d,FALSE,NA,verwaltungsangestellter a d
oberschwester,FALSE,NA,oberschwester
maschinenbautechniker,FALSE,NA,maschinenbautechniker
verwaltungsrichter,FALSE,NA,verwaltungsrichter
auszubildender erzieher,FALSE,NA,auszubildender erzieher
meister,FALSE,NA,meister
maschinenbaumeister mdb,FALSE,NA,maschinenbaumeister mdb
elektro ingenieur,FALSE,NA,elektro ingenieur
wissenschaftlicher referent f d p landtagsfraktion nrw,FALSE,NA,wissenschaftlicher referent f d p landtagsfraktion nrw
computergraphikerin,FALSE,NA,computergraphikerin
leitende laborassistentin,FALSE,NA,leitende laborassistentin
selbständiger diplom gartenbauingenieur,FALSE,NA,selbständiger diplom gartenbauingenieur
grundschulleiter,FALSE,NA,grundschulleiter
kinderkrankenschwester,FALSE,NA,kinderkrankenschwester
berufsschullehrerin,FALSE,NA,berufsschullehrerin
diplompädagoge,FALSE,NA,diplompädagoge
bezirksbürgermeister a d,FALSE,NA,bezirksbürgermeister a d
realschulrektor,FALSE,NA,realschulrektor
dozentin,FALSE,NA,dozentin
senator theologe,FALSE,NA,senator theologe
selbständiger vermögensberater,FALSE,NA,selbständiger vermögensberater
chemie ingenieur mdb,FALSE,NA,chemie ingenieur mdb
schiffbauingenieur,FALSE,NA,schiffbauingenieur
lokführer,FALSE,NA,lokführer
designerin,FALSE,NA,designerin
diplom historiker,FALSE,NA,diplom historiker
bundesminister bildung wissenschaft,FALSE,NA,bundesminister bildung wissenschaft
ministerpräsident,FALSE,NA,ministerpräsident
grundschullehrer,FALSE,NA,grundschullehrer
referatsleiter,FALSE,NA,referatsleiter
programierer,FALSE,NA,programierer
beigeordnete,FALSE,NA,beigeordnete
kaufmann oberstleutnant a d mdb,FALSE,NA,kaufmann oberstleutnant a d mdb
medienkaufmann,FALSE,NA,medienkaufmann
bundesministerin justiz mdb,FALSE,NA,bundesministerin justiz mdb
gewerkschaftssekretärin,FALSE,NA,gewerkschaftssekretärin
berg ingenieur,FALSE,NA,berg ingenieur
geschäftsführerin z z hausfrau,FALSE,NA,geschäftsführerin z z hausfrau
datenverarbeitungskaufmann,FALSE,NA,datenverarbeitungskaufmann
einzelhandelskauffrau,FALSE,NA,einzelhandelskauffrau
korrespondent,FALSE,NA,korrespondent
konditormeister mdb,FALSE,NA,konditormeister mdb
fremdsprachenlehrerin,FALSE,NA,fremdsprachenlehrerin
kraftfahrzeugmeister,FALSE,NA,kraftfahrzeugmeister
oberstleutnant a d,FALSE,NA,oberstleutnant a d
diplom wirtschaftlerin,FALSE,NA,diplom wirtschaftlerin
elektromechaniker mdb,FALSE,NA,elektromechaniker mdb
sozialpädagoge,FALSE,NA,sozialpädagoge
konfektionsfacharbeiterin,FALSE,NA,konfektionsfacharbeiterin
diplom ingenieur fh elektrotechnik,FALSE,NA,diplom ingenieur fh elektrotechnik
schlosser nebenerwerbslandwirt,FALSE,NA,schlosser nebenerwerbslandwirt
richterin a d mdb,FALSE,NA,richterin a d mdb
mitarbeiter mdl,FALSE,NA,mitarbeiter mdl
