"full_name","yob","occupation","female","party","list_state","list_rank","elec_district","elected","elec_year","direct_cand","list_cand","last_name","first_name","age","occ_1","occ_2","occ_3","occ_4","legislator_status","is_legislator","is_only_legislator","legislative_position"
"BODEIT, WOLFGANG",1938,"berufssoldat",0,"fdp","HH",6,,0,1980,0,1,"BODEIT","WOLFGANG",42,"berufssoldat",,,,"not_legis",FALSE,FALSE,
"BOECK, DIPL. KFM. MATTHIAS",1946,"landwirt",0,"fdp","BY",20,200,0,1980,1,1,"BOECK","DIPL. KFM. MATTHIAS",34,"landwirt",,,,"not_legis",FALSE,FALSE,
"BOECK, PETER JOSEF",1949,"lehrer",0,"greens","",,113,0,1980,1,0,"BOECK","PETER JOSEF",31,"lehrer",,,,"not_legis",FALSE,FALSE,
"BOECKMANN, PAUL",1921,"beamter",0,"cdu_csu","NI",25,,0,1980,0,1,"BOECKMANN","PAUL",59,"beamter",,,,"not_legis",FALSE,FALSE,
"BOEHM, WILFRIED",1934,"diplom-volkswirt",0,"cdu_csu","HE",13,128,1,1980,1,1,"BOEHM","WILFRIED",46,"diplom volkswirt",,,,"not_legis",FALSE,FALSE,
"BOEHME, DR. ROLF",1934,"rechtsanwalt, parlamentarischer",0,"spd","BW",8,185,1,1980,1,1,"BOEHME","DR. ROLF",46,"rechtsanwalt","parlamentarischer",,,"is_legis",TRUE,FALSE,"parlamentarischer staatssekretär"
"BOERNSEN, ARNE",1944,"diplom-ingenieur",0,"spd","NI",30,29,1,1980,1,1,"BOERNSEN","ARNE",36,"diplom ingenieur",,,,"not_legis",FALSE,FALSE,
"BOETSCH, DR. WOLFGANG",1938,"oberregierungsrat a. d.",0,"cdu_csu","",,237,1,1980,1,0,"BOETSCH","DR. WOLFGANG",42,"oberregierungsrat a d",,,,"is_legis",TRUE,FALSE,"mdb"
"BOHL, HEINRICH FRIEDRICH",1945,"rechtsanwalt, notar",0,"cdu_csu","HE",17,129,1,1980,1,1,"BOHL","HEINRICH FRIEDRICH",35,"rechtsanwalt","notar",,,"not_legis",FALSE,FALSE,
"BOHN, LEONHARDT",1929,"lehrer",0,"greens","",,172,0,1980,1,0,"BOHN","LEONHARDT",51,"lehrer",,,,"not_legis",FALSE,FALSE,
"BOLDT, HEINRICH",1943,"steueramtmann",0,"fdp","BY",36,219,0,1980,1,1,"BOLDT","HEINRICH",37,"steueramtmann",,,,"not_legis",FALSE,FALSE,
"BOLLACK, GERTRUD",1925,"heilpraktikerin",1,"cdu_csu","BW",35,,0,1980,0,1,"BOLLACK","GERTRUD",55,"heilpraktikerin",,,,"not_legis",FALSE,FALSE,
"BONFIG, IRMGARD",1926,"stadtbauamtmann",1,"greens","",,181,0,1980,1,0,"BONFIG","IRMGARD",54,"stadtbauamtmann",,,,"not_legis",FALSE,FALSE,
"BONGARTZ, CHRISTINE",1929,"sozialarbeiterin",1,"greens","NW",11,55,0,1980,1,1,"BONGARTZ","CHRISTINE",51,"sozialarbeiterin",,,,"not_legis",FALSE,FALSE,
"BORCHERT, JOHANN-JOACHIM",1940,"diplom-ökonom",0,"cdu_csu","NW",32,110,1,1980,1,1,"BORCHERT","JOHANN-JOACHIM",40,"diplom ökonom",,,,"not_legis",FALSE,FALSE,
"BORCK, GEORG",1937,"rektor",0,"spd","HE",65,,0,1980,0,1,"BORCK","GEORG",43,"rektor",,,,"not_legis",FALSE,FALSE,
"BORGMANN, ANNEMARIE",1942,"grundschullehrerin",1,"greens","NW",15,69,0,1980,1,1,"BORGMANN","ANNEMARIE",38,"grundschullehrerin",,,,"not_legis",FALSE,FALSE,
"BORGWARDT, JUERGEN",1937,"rechtsanwalt",0,"fdp","",,89,0,1980,1,0,"BORGWARDT","JUERGEN",43,"rechtsanwalt",,,,"not_legis",FALSE,FALSE,
"BORGWARDT, SIEGFRIED",1940,"busfahrer",0,"cdu_csu","NW",111,,0,1980,0,1,"BORGWARDT","SIEGFRIED",40,"busfahrer",,,,"not_legis",FALSE,FALSE,
"BORMANN, DR. MANFRED",1948,"akademischer oberrat",0,"cdu_csu","NI",30,,0,1980,0,1,"BORMANN","DR. MANFRED",32,"akademischer oberrat",,,,"not_legis",FALSE,FALSE,
"BOSENIUS, UDO",1943,"regierungsbeamter",0,"fdp","NW",39,61,0,1980,1,1,"BOSENIUS","UDO",37,"regierungsbeamter",,,,"not_legis",FALSE,FALSE,
"BOUFFIER, VOLKER",1951,"rechtsanwalt",0,"cdu_csu","HE",24,,0,1980,0,1,"BOUFFIER","VOLKER",29,"rechtsanwalt",,,,"not_legis",FALSE,FALSE,
"BOYER, GUENTHER",1927,"zollbeamter",0,"cdu_csu","HH",10,,0,1980,0,1,"BOYER","GUENTHER",53,"zollbeamter",,,,"not_legis",FALSE,FALSE,
"BRANDS, KLAUS",1949,"erzieher",0,"greens","",,118,0,1980,1,0,"BRANDS","KLAUS",31,"erzieher",,,,"not_legis",FALSE,FALSE,
"BRANDT, HUGO",1930,"lehrer",0,"spd","RP",3,154,1,1980,1,1,"BRANDT","HUGO",50,"lehrer",,,,"not_legis",FALSE,FALSE,
"BRANDT, WERNER",1954,"student",0,"fdp","NI",28,,0,1980,0,1,"BRANDT","WERNER",26,"student",,,,"not_legis",FALSE,FALSE,
"BRANDT, WILLY",1913,"journalist, vorsitzender",0,"spd","NW",1,,1,1980,0,1,"BRANDT","WILLY",67,"journalist","vorsitzender",,,"not_legis",FALSE,FALSE,
"BRASS, JOHANNES",1935,"betriebsschlosser",0,"spd","SL",24,,0,1980,0,1,"BRASS","JOHANNES",45,"betriebsschlosser",,,,"not_legis",FALSE,FALSE,
"BRAUCKMANN, GISELA, GRETE",1929,"hausfrau",1,"spd","NW",47,,0,1980,0,1,"BRAUCKMANN","GISELA",51,"hausfrau",,,,"not_legis",FALSE,FALSE,
"BRAUN, GERHARD",1923,,0,"cdu_csu","NW",21,71,1,1980,1,1,"BRAUN","GERHARD",57,,,,,"only_legis",TRUE,TRUE,"mitglied des deutschen bundestages"
"BRAUN, HEINZ",1930,"fachmeister",0,"cdu_csu","RP",44,,0,1980,0,1,"BRAUN","HEINZ",50,"fachmeister",,,,"not_legis",FALSE,FALSE,
"BRAUN, MANFRED",1909,"sozialamtmann a.d.",0,"greens","",,176,0,1980,1,0,"BRAUN","MANFRED",71,"sozialamtmann",,,,"not_legis",FALSE,FALSE,
"BRAUN, PETER AXEL",1958,"polizeibeamter",0,"greens","",,56,0,1980,1,0,"BRAUN","PETER AXEL",22,"polizeibeamter",,,,"not_legis",FALSE,FALSE,
"BRAUN-MOSER, URSULA",1937,"diplom-volkswirtin",1,"cdu_csu","HE",32,,0,1980,0,1,"BRAUN-MOSER","URSULA",43,"diplom volkswirtin",,,,"not_legis",FALSE,FALSE,
"BRAUN-STUETZER, CAROLA VON",1942,"angestellte",1,"fdp","NW",15,65,1,1980,1,1,"BRAUN-STUETZER","CAROLA VON",38,"angestellte",,,,"not_legis",FALSE,FALSE,
"BREDEHORN, GUENTHER",1935,"landwirt",0,"fdp","NI",4,22,1,1980,1,1,"BREDEHORN","GUENTHER",45,"landwirt",,,,"not_legis",FALSE,FALSE,
"BREDOW, WILFRIED VON",1944,"hochschullehrer",0,"fdp","HE",63,,0,1980,0,1,"BREDOW","WILFRIED VON",36,"hochschullehrer",,,,"not_legis",FALSE,FALSE,
"BREHM, OSCAR",1945,"berufschullehrer",0,"fdp","HB",6,,0,1980,0,1,"BREHM","OSCAR",35,"berufschullehrer",,,,"not_legis",FALSE,FALSE,
"BREIDBACH-BUERRESHEIM, ANNA SOFIE, FREIFRAU VON",1928,"hausfrau",1,"cdu_csu","BY",48,,0,1980,0,1,"BREIDBACH-BUERRESHEIM","ANNA SOFIE",52,"hausfrau",,,,"not_legis",FALSE,FALSE,
"BREITHAUPT, ANITA",1936,"professorin",1,"spd","HE",25,,0,1980,0,1,"BREITHAUPT","ANITA",44,"professorin",,,,"not_legis",FALSE,FALSE,
"BREUER, PAUL",1950,"hauptschullehrer",0,"cdu_csu","NW",28,120,1,1980,1,1,"BREUER","PAUL",30,"hauptschullehrer",,,,"not_legis",FALSE,FALSE,
"BREYER, HILTRUD",1957,"studentin",1,"greens","SL",5,,0,1980,0,1,"BREYER","HILTRUD",23,"studentin",,,,"not_legis",FALSE,FALSE,
"BRINK, DR. MARIANNE",1940,"fernseh-redakteurin",1,"cdu_csu","RP",31,,0,1980,0,1,"BRINK","DR. MARIANNE",40,"fernseh redakteurin",,,,"not_legis",FALSE,FALSE,
"BRINKMANN, WALTER",1932,"bauingenieur",0,"fdp","SL",10,,0,1980,0,1,"BRINKMANN","WALTER",48,"bauingenieur",,,,"not_legis",FALSE,FALSE,
"BROLL, WERNER",1932,,0,"cdu_csu","NI",5,22,1,1980,1,1,"BROLL","WERNER",48,,,,,"only_legis",TRUE,TRUE,"mitglied des deutschen bundestages"
"BROSKA, MARKUS",1956,"theologiestudent",0,"greens","BY",19,229,0,1980,1,1,"BROSKA","MARKUS",24,"theologiestudent",,,,"not_legis",FALSE,FALSE,
"BRUCHMEIER, HANS MAX ERWIN",1924,"oberamtsrat",0,"fdp","HE",50,,0,1980,0,1,"BRUCHMEIER","HANS MAX ERWIN",56,"oberamtsrat",,,,"not_legis",FALSE,FALSE,
"BRUCHMUELLER, HERBERT",1929,"agraringenieur",0,"fdp","HE",64,,0,1980,0,1,"BRUCHMUELLER","HERBERT",51,"agraringenieur",,,,"not_legis",FALSE,FALSE,
"BRUDER, EWALD",1929,"kaufmann",0,"spd","RP",25,,0,1980,0,1,"BRUDER","EWALD",51,"kaufmann",,,,"not_legis",FALSE,FALSE,
"BRUECK, ALWIN",1931,"redakteur",0,"spd","SL",1,245,1,1980,1,1,"BRUECK","ALWIN",49,"redakteur",,,,"not_legis",FALSE,FALSE,
"BRUEDERLE, RAINER",1945,"diplom-volkswirt",0,"fdp","RP",19,,0,1980,0,1,"BRUEDERLE","RAINER",35,"diplom volkswirt",,,,"not_legis",FALSE,FALSE,
"BRUMHARDT, HELMUT RUDOLF FRANZ",1938,"rechtsanwalt",0,"cdu_csu","NW",81,,0,1980,0,1,"BRUMHARDT","HELMUT RUDOLF FRANZ",42,"rechtsanwalt",,,,"not_legis",FALSE,FALSE,
"BRUNNER, DR. GUIDO",1930,"eg-kommissar",0,"fdp","BW",6,170,1,1980,1,1,"BRUNNER","DR. GUIDO",50,"eg kommissar",,,,"not_legis",FALSE,FALSE,
"BRUNNER, JOSEF ADALBERT",1928,"landwirt",0,"cdu_csu","BY",23,,0,1980,0,1,"BRUNNER","JOSEF ADALBERT",52,"landwirt",,,,"not_legis",FALSE,FALSE,
"BRUNNSTEIN, PROF. DR. KLAUS",1937,"hochschullehrer",0,"fdp","HH",3,13,0,1980,1,1,"BRUNNSTEIN","PROF. DR. KLAUS",43,"hochschullehrer",,,,"not_legis",FALSE,FALSE,
"BRUNS, WOLFGANG",1930,"verlagsbuchhändler, lektor",0,"fdp","BY",17,203,0,1980,1,1,"BRUNS","WOLFGANG",50,"verlagsbuchhändler","lektor",,,"not_legis",FALSE,FALSE,
"BRUTTEL, ALFRED",1951,"lehrer",0,"greens","",,190,0,1980,1,0,"BRUTTEL","ALFRED",29,"lehrer",,,,"not_legis",FALSE,FALSE,
"BUCHHEIT, INGE",1945,"erzieherin",1,"cdu_csu","SL",9,,0,1980,0,1,"BUCHHEIT","INGE",35,"erzieherin",,,,"not_legis",FALSE,FALSE,
"BUCHTA, ARTUR",1928,"werkmeister",0,"spd","BY",46,,0,1980,0,1,"BUCHTA","ARTUR",52,"werkmeister",,,,"not_legis",FALSE,FALSE,
"BUEB, EBERHARD",1938,"textilingenieur",0,"greens","BY",2,225,0,1980,1,1,"BUEB","EBERHARD",42,"textilingenieur",,,,"not_legis",FALSE,FALSE,
"BUECHLER, HANS",1940,"abteilungsleiter",0,"spd","BY",12,225,1,1980,1,1,"BUECHLER","HANS",40,"abteilungsleiter",,,,"is_legis",TRUE,FALSE,"mdb"
"BUECHNER, PETER",1943,"lehrer",0,"spd","RP",13,158,1,1980,1,1,"BUECHNER","PETER",37,"lehrer",,,,"is_legis",TRUE,FALSE,"mdb"
"BUEHLER, KLAUS",1941,,0,"cdu_csu","",,176,1,1980,1,0,"BUEHLER","KLAUS",39,,,,,"only_legis",TRUE,TRUE,"mitglied des deutschen bundestages"
"BUELOW, DR. ANDREAS VON",1937,"parlamentarischer",0,"spd","BW",11,198,1,1980,1,1,"BUELOW","DR. ANDREAS VON",43,"parlamentarischer",,,,"only_legis",TRUE,TRUE,"parlamentarischer staatssekretär"
"BUGL, DR. JOSEF",1932,"physikochemiker",0,"cdu_csu","BW",4,179,1,1980,1,1,"BUGL","DR. JOSEF",48,"physikochemiker",,,,"not_legis",FALSE,FALSE,
"BUHR, HEIKO DE",1942,"funkangestellter",0,"greens","",,19,0,1980,1,0,"BUHR","HEIKO DE",38,"funkangestellter",,,,"not_legis",FALSE,FALSE,
"BURCHARD, BIRGIT",1954,"hausfrau",1,"greens","RP",5,,0,1980,0,1,"BURCHARD","BIRGIT",26,"hausfrau",,,,"not_legis",FALSE,FALSE,
"BURGER, ALBERT",1925,,0,"cdu_csu","",,187,1,1980,1,0,"BURGER","ALBERT",55,,,,,"only_legis",TRUE,TRUE,"mitglied des deutschen bundestages"
"BURGER, HENNING ULLRICH",1948,"bankkaufmann",0,"greens","SL",3,,0,1980,0,1,"BURGER","HENNING ULLRICH",32,"bankkaufmann",,,,"not_legis",FALSE,FALSE,
"BURGER, JOHANN-HEINRICH",1943,"kaufmännischer angestellter",0,"fdp","RP",13,148,0,1980,1,1,"BURGER","JOHANN-HEINRICH",37,"kaufmännischer angestellter",,,,"not_legis",FALSE,FALSE,
"BURGHAUS, DR. HERMANN JOSEF",1933,"diplomkaufmann",0,"cdu_csu","NW",51,60,0,1980,1,1,"BURGHAUS","DR. HERMANN JOSEF",47,"diplomkaufmann",,,,"not_legis",FALSE,FALSE,
"BURGMANN, DIETER",1939,"maschinenbauingenieur",0,"greens","",,231,0,1980,1,0,"BURGMANN","DIETER",41,"maschinenbauingenieur",,,,"not_legis",FALSE,FALSE,
"BUROW, KONRAD",1944,"reallehrer",0,"spd","BW",32,174,0,1980,1,1,"BUROW","KONRAD",36,"reallehrer",,,,"not_legis",FALSE,FALSE,
"BURY, HANS-JOACHIM",1953,"student",0,"greens","BY",5,200,0,1980,1,1,"BURY","HANS-JOACHIM",27,"student",,,,"not_legis",FALSE,FALSE,
"BUSCH, HANS-DIETER",1938,"einzelhandelskaufmann",0,"cdu_csu","RP",28,,0,1980,0,1,"BUSCH","HANS-DIETER",42,"einzelhandelskaufmann",,,,"not_legis",FALSE,FALSE,
"BUSCHFORT, HERMANN",1928,"parlamentarischer",0,"spd","NW",8,96,1,1980,1,1,"BUSCHFORT","HERMANN",52,"parlamentarischer",,,,"only_legis",TRUE,TRUE,"parlamentarischer staatssekretär"
"BUSSMANN, WERNER",1946,"lehrer",0,"greens","",,26,0,1980,1,0,"BUSSMANN","WERNER",34,"lehrer",,,,"not_legis",FALSE,FALSE,
"CANAL, DR. GISELA VON",1925,"diplomlandwirtin",1,"greens","BW",15,195,0,1980,1,1,"CANAL","DR. GISELA VON",55,"diplomlandwirtin",,,,"not_legis",FALSE,FALSE,
"CARSTENS, MANFRED",1943,"sparkassendirektor",0,"cdu_csu","",,27,1,1980,1,0,"CARSTENS","MANFRED",37,"sparkassendirektor",,,,"not_legis",FALSE,FALSE,
"CASPAR, WERNER",1950,"diplom-physiker",0,"cdu_csu","HE",58,,0,1980,0,1,"CASPAR","WERNER",30,"diplom physiker",,,,"not_legis",FALSE,FALSE,
"CASSENS, DR. JOHANN-TOENJES",1932,"rechtsanwalt, notar",0,"cdu_csu","HB",2,51,0,1980,1,1,"CASSENS","DR. JOHANN-TOENJES",48,"rechtsanwalt","notar",,,"not_legis",FALSE,FALSE,
"CATENHUSEN, WOLF-MICHAEL",1945,"studienrat",0,"spd","NW",22,99,1,1980,1,1,"CATENHUSEN","WOLF-MICHAEL",35,"studienrat",,,,"not_legis",FALSE,FALSE,
"CHAPEAUROUGE, ALFRED DE",1907,"notar",0,"cdu_csu","HH",14,,0,1980,0,1,"CHAPEAUROUGE","ALFRED DE",73,"notar",,,,"not_legis",FALSE,FALSE,
"CHRISTL, MICHAEL",1913,"kaufmann",0,"spd","BW",38,,0,1980,0,1,"CHRISTL","MICHAEL",67,"kaufmann",,,,"not_legis",FALSE,FALSE,
"CLAUSSEN, NORBERT, JOHANN, PETER",1958,"soldat",0,"cdu_csu","SH",22,,0,1980,0,1,"CLAUSSEN","NORBERT",22,"soldat",,,,"not_legis",FALSE,FALSE,
"CLEMENS, JOACHIM",1931,"rechtsanwalt",0,"cdu_csu","NI",14,45,1,1980,1,1,"CLEMENS","JOACHIM",49,"rechtsanwalt",,,,"not_legis",FALSE,FALSE,
"COLLET, HUGO",1921,,0,"spd","RP",10,160,1,1980,1,1,"COLLET","HUGO",59,,,,,"only_legis",TRUE,TRUE,"mitglied des deutschen bundestages"
"COMPERL, PETER",1942,"diplom-kaufmann",0,"fdp","SL",2,,0,1980,0,1,"COMPERL","PETER",38,"diplom kaufmann",,,,"not_legis",FALSE,FALSE,
"CONRAD, FRANZ-JOSEF",1944,"schlosser",0,"cdu_csu","SL",2,245,1,1980,1,1,"CONRAD","FRANZ-JOSEF",36,"schlosser",,,,"not_legis",FALSE,FALSE,
"CONRAD, ULRICH",1930,"bildhauer",0,"greens","NI",11,29,0,1980,1,1,"CONRAD","ULRICH",50,"bildhauer",,,,"not_legis",FALSE,FALSE,
"CONRAD, WILLIBALD",1927,"steuerbevollmächtigter",0,"cdu_csu","RP",42,,0,1980,0,1,"CONRAD","WILLIBALD",53,"steuerbevollmächtigter",,,,"not_legis",FALSE,FALSE,
"CONRADI, PETER",1932,"architekt",0,"spd","BW",14,163,1,1980,1,1,"CONRADI","PETER",48,"architekt",,,,"is_legis",TRUE,FALSE,"mdb"
"COPPIK, MANFRED",1943,"rechtsanwalt",0,"spd","HE",16,142,1,1980,1,1,"COPPIK","MANFRED",37,"rechtsanwalt",,,,"not_legis",FALSE,FALSE,
"CORELL, KLAUS WALTER DANIEL",1938,"forstoberrat",0,"cdu_csu","HE",69,,0,1980,0,1,"CORELL","KLAUS WALTER DANIEL",42,"forstoberrat",,,,"not_legis",FALSE,FALSE,
"CORTERIER, DR. PETER",1936,,0,"spd","BW",21,175,1,1980,1,1,"CORTERIER","DR. PETER",44,,,,,"only_legis",TRUE,TRUE,"mitglied des deutschen bundestages"
"CRONENBERG, DIETER-JULIUS",1930,"unternehmer",0,"fdp","NW",8,119,1,1980,1,1,"CRONENBERG","DIETER-JULIUS",50,"unternehmer",,,,"not_legis",FALSE,FALSE,
"CURDT, LOTHAR",1928,"geschäftsführer",0,"spd","NI",14,49,1,1980,1,1,"CURDT","LOTHAR",52,"geschäftsführer",,,,"not_legis",FALSE,FALSE,
"CZAJA, DR. HERBERT",1914,"oberstudienrat a.d.",0,"cdu_csu","BW",5,163,1,1980,1,1,"CZAJA","DR. HERBERT",66,"oberstudienrat",,,,"is_legis",TRUE,FALSE,"mdb"
"CZEMPIEL, DR. CHRISTA, VALERIA, ANTONIA",1925,"hausfrau",1,"spd","HE",23,,0,1980,0,1,"CZEMPIEL","DR. CHRISTA",55,"hausfrau",,,,"not_legis",FALSE,FALSE,
"DAEGLING, DR. KLAUS-DIETER",1941,"universitätsdozent",0,"cdu_csu","SH",20,,0,1980,0,1,"DAEGLING","DR. KLAUS-DIETER",39,"universitätsdozent",,,,"not_legis",FALSE,FALSE,
"DAEUBLER-GMELIN, DR. HERTA",1943,"rechtsanwalt",1,"spd","BW",6,194,1,1980,1,1,"DAEUBLER-GMELIN","DR. HERTA",37,"rechtsanwalt",,,,"is_legis",TRUE,FALSE,"mdb"
"DALLMEYER, HARM",1942,,0,"cdu_csu","SH",5,1,1,1980,1,1,"DALLMEYER","HARM",38,,,,,"only_legis",TRUE,TRUE,"generalsekretär"
"DAMM, CARL",1927,"schulleiter a.d.",0,"cdu_csu","HH",5,18,0,1980,1,1,"DAMM","CARL",53,"schulleiter",,,,"not_legis",FALSE,FALSE,
"DAMM, ROLAND",1940,"postbeamter",0,"spd","RP",30,,0,1980,0,1,"DAMM","ROLAND",40,"postbeamter",,,,"not_legis",FALSE,FALSE,
"DAUBERTSHAEUSER, KLAUS",1943,"oberregierungsrat a.d.",0,"spd","HE",14,130,1,1980,1,1,"DAUBERTSHAEUSER","KLAUS",37,"oberregierungsrat",,,,"not_legis",FALSE,FALSE,
"DAWEKE, KLAUS",1943,"textilkaufmann, diplom-handelslehrer",0,"cdu_csu","NW",24,105,1,1980,1,1,"DAWEKE","KLAUS",37,"textilkaufmann","diplom handelslehrer",,,"not_legis",FALSE,FALSE,
"DEBUS, JUERGEN WOLFGANG",1939,"wissenschaftlicher mitatbeiter",0,"spd","RP",22,,0,1980,0,1,"DEBUS","JUERGEN WOLFGANG",41,"wissenschaftlicher mitatbeiter",,,,"not_legis",FALSE,FALSE,
"DEGEN, GERDA, MARIA",1907,"studiendirektorin i.r.",1,"greens","NW",6,83,0,1980,1,1,"DEGEN","GERDA",73,"studiendirektorin",,,,"not_legis",FALSE,FALSE,
"DELFS, HANS-JOACHIM, HEINRICH, ROBERT",1940,"berufssoldat",0,"cdu_csu","SH",23,,0,1980,0,1,"DELFS","HANS-JOACHIM",40,"berufssoldat",,,,"not_legis",FALSE,FALSE,
"DENNINGER, DR. HEINZ ERHARD",1932,"professor",0,"fdp","HE",51,,0,1980,0,1,"DENNINGER","DR. HEINZ ERHARD",48,"professor",,,,"not_legis",FALSE,FALSE,
"DERES, KARL",1930,"studiendirektor a.d.",0,"cdu_csu","",,147,1,1980,1,0,"DERES","KARL",50,"studiendirektor",,,,"not_legis",FALSE,FALSE,
"DETTE, WOLFRAM",1951,"jurist",0,"fdp","HE",14,130,0,1980,1,1,"DETTE","WOLFRAM",29,"jurist",,,,"not_legis",FALSE,FALSE,
"DICHMANN, WALTER",1912,"diplomkaufmann",0,"fdp","HE",54,,0,1980,0,1,"DICHMANN","WALTER",68,"diplomkaufmann",,,,"not_legis",FALSE,FALSE,
"DIESTELMANN, REINHOLD",1924,"kaufmann",0,"fdp","",,29,0,1980,1,0,"DIESTELMANN","REINHOLD",56,"kaufmann",,,,"not_legis",FALSE,FALSE,
"DIETRICH, CHRISTEL",1934,"telefonistin",1,"spd","NI",66,,0,1980,0,1,"DIETRICH","CHRISTEL",46,"telefonistin",,,,"not_legis",FALSE,FALSE,
"DILSSNER, HARRY",1936,"geschäftsführer",0,"spd","NI",86,,0,1980,0,1,"DILSSNER","HARRY",44,"geschäftsführer",,,,"not_legis",FALSE,FALSE,
"DINESSEN, DIPL. KFM. FRANK",1941,"studienrat",0,"fdp","BY",55,,0,1980,0,1,"DINESSEN","DIPL. KFM. FRANK",39,"studienrat",,,,"not_legis",FALSE,FALSE,
"DITTGEN, DR. RODGER MARIA",1938,"arzt",0,"greens","BW",17,180,0,1980,1,1,"DITTGEN","DR. RODGER MARIA",42,"arzt",,,,"not_legis",FALSE,FALSE,
"DITTSCHAR, HEINZ",1940,"industriekaufmann",0,"cdu_csu","HE",96,,0,1980,0,1,"DITTSCHAR","HEINZ",40,"industriekaufmann",,,,"not_legis",FALSE,FALSE,
"DOEBBELER, JOHANNES",1933,"werkmeister",0,"cdu_csu","NW",82,,0,1980,0,1,"DOEBBELER","JOHANNES",47,"werkmeister",,,,"not_legis",FALSE,FALSE,
"DOELFEL, DR. GERHARD",1940,"oberregierungsrat",0,"fdp","BY",51,,0,1980,0,1,"DOELFEL","DR. GERHARD",40,"oberregierungsrat",,,,"not_legis",FALSE,FALSE,
"DOERFEL, HANS-JOACHIM",1944,"wissenschaftlicher angestellter",0,"greens","BW",7,,0,1980,0,1,"DOERFEL","HANS-JOACHIM",36,"wissenschaftlicher angestellter",,,,"not_legis",FALSE,FALSE,
"DOERFLINGER, WERNER",1940,,0,"cdu_csu","",,192,1,1980,1,0,"DOERFLINGER","WERNER",40,,,,,"only_legis",TRUE,TRUE,"bürgermeister"
"DOERING, WALTER",1954,"doktorand",0,"fdp","BW",23,172,0,1980,1,1,"DOERING","WALTER",26,"doktorand",,,,"not_legis",FALSE,FALSE,
"DOERR, DR. HARALD",1949,"studienrat z.a.",0,"greens","",,159,0,1980,1,0,"DOERR","DR. HARALD",31,"studienrat z a",,,,"not_legis",FALSE,FALSE,
"DOERRING, ALFRED",1930,"vermessungstechniker",0,"spd","HE",58,,0,1980,0,1,"DOERRING","ALFRED",50,"vermessungstechniker",,,,"not_legis",FALSE,FALSE,
"DOHNANYI, DR. KLAUS VON",1928,,0,"spd","RP",1,161,1,1980,1,1,"DOHNANYI","DR. KLAUS VON",52,,,,,"only_legis",TRUE,TRUE,"staatsminister"
"DOLLINGER, DR. WERNER",1918,"ziegeleibesitzer",0,"cdu_csu","BY",4,229,1,1980,1,1,"DOLLINGER","DR. WERNER",62,"ziegeleibesitzer",,,,"is_legis",TRUE,FALSE,"mdb"
"DORFMUELLER, HERMANN",1938,"lehrer",0,"spd","BY",39,242,0,1980,1,1,"DORFMUELLER","HERMANN",42,"lehrer",,,,"not_legis",FALSE,FALSE,
"DORN, HANS",1937,"rechtsanwalt",0,"cdu_csu","BY",38,,0,1980,0,1,"DORN","HANS",43,"rechtsanwalt",,,,"not_legis",FALSE,FALSE,
"DORNHEIM, DR. HANNS HENNING",1931,"kreismedizinaldirektor",0,"greens","",,32,0,1980,1,0,"DORNHEIM","DR. HANNS HENNING",49,"kreismedizinaldirektor",,,,"not_legis",FALSE,FALSE,
"DOSS, HANSJUERGEN",1936,"architekt",0,"cdu_csu","RP",13,155,0,1980,1,1,"DOSS","HANSJUERGEN",44,"architekt",,,,"not_legis",FALSE,FALSE,
"DOST, KARIN",1953,"studentin",1,"spd","NW",68,,0,1980,0,1,"DOST","KARIN",27,"studentin",,,,"not_legis",FALSE,FALSE,
"DRAGANSKI, HANS JOACHIM",1939,"soldat",0,"cdu_csu","NW",105,,0,1980,0,1,"DRAGANSKI","HANS JOACHIM",41,"soldat",,,,"not_legis",FALSE,FALSE,
"DREES, WALTER",1936,"handelsvertreter",0,"fdp","NW",30,107,0,1980,1,1,"DREES","WALTER",44,"handelsvertreter",,,,"not_legis",FALSE,FALSE,
"DREGGER, DR. ALFRED",1920,"vorstandsmitglied",0,"cdu_csu","HE",1,132,1,1980,1,1,"DREGGER","DR. ALFRED",60,"vorstandsmitglied",,,,"not_legis",FALSE,FALSE,
"DRESSLER, RUDOLF",1940,"schriftsetzer",0,"spd","NW",36,69,1,1980,1,1,"DRESSLER","RUDOLF",40,"schriftsetzer",,,,"not_legis",FALSE,FALSE,
"DREWKE, MARTIN",1950,"studienleiter",0,"spd","NW",71,,0,1980,0,1,"DREWKE","MARTIN",30,"studienleiter",,,,"not_legis",FALSE,FALSE,
"DREYER, NICOLAUS",1921,"grosshandelskaufmann",0,"cdu_csu","",,25,0,1980,1,0,"DREYER","NICOLAUS",59,"grosshandelskaufmann",,,,"not_legis",FALSE,FALSE,
"DROTSCHMANN, MANFRED",1933,"landwirt",0,"spd","HH",16,,0,1980,0,1,"DROTSCHMANN","MANFRED",47,"landwirt",,,,"not_legis",FALSE,FALSE,
"DROULLIER, ADALBERT",1931,"lokomotivbetriebsinspektor",0,"cdu_csu","BW",14,,0,1980,0,1,"DROULLIER","ADALBERT",49,"lokomotivbetriebsinspektor",,,,"not_legis",FALSE,FALSE,
"DUBBERKE, CHRISTEL",1954,"hausfrau, krankenschwester",1,"greens","RP",6,,0,1980,0,1,"DUBBERKE","CHRISTEL",26,"hausfrau","krankenschwester",,,"not_legis",FALSE,FALSE,
